"concept,""disease"",""appearTimes"",conceptClass"
"Cytokine,""Skin endocrine disorder"",""3"",Protein"
"Simvastatin,""Depressive disorder"",""3"",Protein"
"Nerve Growth Factors,""Syndrome"",""3"",Protein"
"Protein Tyrosine Kinase,""Disease Progression"",""3"",Protein"
"Vasopressin (USP),""Functional disorder"",""3"",Protein"
"Cytokine,""Parkinsonian Disorders"",""3"",Protein"
"Pyridostigmine Bromide,""Colonic Diseases"",""3"",Protein"
"Receptors, Nuclear,""Thyroid Diseases"",""3"",Protein"
"Protein Subunits,""Rett Syndrome"",""3"",Protein"
"tau Proteins,""Mild cognitive disorder"",""3"",Protein"
"Synaptophysin,""Syndrome"",""3"",Protein"
"Tryptophan,""Skin endocrine disorder"",""3"",Protein"
"Neprilysin,""cortex bone disorders"",""3"",Protein"
"Myelin,""Virus Diseases"",""3"",Protein"
"Aspartate-tRNA Ligase,""Spinal Cord Diseases"",""3"",Protein"
"Phosphoinositide-3-Kinase, Catalytic, Beta Polypeptide,""Pervasive Development Disorder"",""3"",Protein"
"Cysteine Proteases,""Alzheimer's Disease"",""3"",Protein"
"Human Immunodeficiency Virus Proteins,""Neurotoxicity Syndromes"",""3"",Protein"
"TLR4 protein, human,""Colonic Diseases"",""3"",Protein"
"Receptors, Opioid, kappa,""Spinal Cord Diseases"",""3"",Protein"
"Opioid Receptor,""Recurrent disease"",""3"",Protein"
"Glycoproteins,""Prion Diseases"",""3"",Protein"
"NFIC protein, human,""Functional disorder"",""3"",Protein"
"Butyrylcholinesterase,""Lewy Body Disease"",""3"",Protein"
"Proteolipids,""Shy-Drager Syndrome"",""3"",Protein"
"polysialic acid,""DISORDERS OF THE OPTIC NERVE"",""3"",Protein"
"TXN protein, human,""Spinal Cord Diseases"",""3"",Protein"
"Genes,""Meningeal disorder"",""3"",Protein"
"Enzymes,""Ataxia as late effect of cerebrovascular disease"",""3"",Protein"
"Heat-Shock Proteins,""Depressive disorder"",""3"",Protein"
"MPL protein, human,""Van der Woude syndrome"",""3"",Protein"
"Cytokine,""Niemann-Pick Disease, Type C"",""3"",Protein"
"Bone Morphogenetic Proteins,""Parkinson Disease"",""3"",Protein"
"Glycosylation End Products, Advanced,""Migraine Disorders"",""3"",Protein"
"Protein Kinases,""Stress Disorders, Traumatic"",""3"",Protein"
"CD4 Antigens,""Parkinson Disease"",""3"",Protein"
"Receptors, Metabotropic Glutamate,""Cerebellar Diseases"",""3"",Protein"
"Serum Proteins,""Alzheimer's Disease"",""3"",Protein"
"Staurosporine,""Neurotoxicity Syndromes"",""3"",Protein"
"Chromodomain Helicase-DNA-Binding Protein 7,""CHARGE Syndrome"",""3"",Protein"
"HLA-DR Antigens,""Alzheimer's Disease"",""3"",Protein"
"Proto Oncogene Proteins c met,""Pervasive Development Disorder"",""3"",Protein"
"Phosphotransferases,""neuropathology disease"",""3"",Protein"
"Acid Sensing Ion Channels,""Neurodegenerative Disorders"",""3"",Protein"
"Fibroblast Growth Factor Receptors,""cortex bone disorders"",""3"",Protein"
"CD11b Antigens,""Parkinson Disease"",""3"",Protein"
"Somatomedins,""Disorder nervous system"",""3"",Protein"
"Delta Sleep-Inducing Peptide,""Pituitary Diseases"",""3"",Protein"
"PIK3CA protein, human,""Neurodegenerative Disorders"",""3"",Protein"
"Troponin C,""Sensitization (disorder)"",""3"",Protein"
"Matrix Metalloproteinase 9,""CNS disorder"",""3"",Protein"
"Endothelin-1,""cortex bone disorders"",""3"",Protein"
"Nerve Growth Factors,""Ovarian Diseases"",""3"",Protein"
"Serotonin,""Lesch-Nyhan Syndrome"",""3"",Protein"
"Dopamine D1 Receptor,""Recurrent disease"",""3"",Protein"
"MPP3 protein, human,""cortex bone disorders"",""3"",Protein"
"Lysosome-Associated Membrane Glycoprotein 1, human,""Alzheimer's Disease"",""3"",Protein"
"BAX Protein,""Parkinson Disease"",""3"",Protein"
"Artemin, human,""Disease Progression"",""3"",Protein"
"Interleukin-2,""cortex bone disorders"",""3"",Protein"
"Mitochondrial Proteins,""Alzheimer's Disease"",""3"",Protein"
"Apolipoprotein E,""DISORDERS OF THE OPTIC NERVE"",""3"",Protein"
"DNA Polymerase Epsilon Catalytic Subunit A,""Neurotoxicity Syndromes"",""3"",Protein"
"tau Proteins,""Prion Diseases"",""3"",Protein"
"Genes,""Congenital Disorders"",""3"",Protein"
"S100 Proteins,""Functional disorder"",""3"",Protein"
"Transcription Factor AP-1, human,""Spinal Cord Diseases"",""3"",Protein"
"NF-E2-Related Factor 2,""Neurodegenerative Disorders"",""3"",Protein"
"Glutamate-Ammonia Ligase,""Alzheimer's Disease"",""3"",Protein"
"Low-Density Lipoproteins,""Depressive disorder"",""3"",Protein"
"Dynein ATPase,""Neurodegenerative Disorders"",""3"",Protein"
"Molecular Chaperones,""Stress Disorders, Traumatic"",""3"",Protein"
"Corticotropin-Releasing Hormone,""Parkinson Disease"",""3"",Protein"
"Proto-Oncogene Proteins c-akt,""Cognition Disorders"",""3"",Protein"
"tuberous sclerosis complex 2 protein,""Autism Spectrum Disorders"",""3"",Protein"
"GPER protein, human,""Mucocutaneous Lymph Node Syndrome"",""3"",Protein"
"Alkaline Phosphatase,""Pendred's syndrome"",""3"",Protein"
"Microtubule-Associated Proteins,""Pervasive Development Disorder"",""3"",Protein"
"Proline,""Neurodegenerative Disorders"",""3"",Protein"
"Myocyte Enhancer Factor 2D,""Parkinson Disease"",""3"",Protein"
"Semaphorin-3A,""Hirschsprung Disease"",""3"",Protein"
"orexins,""Panic Disorder"",""3"",Protein"
"Membrane Transport Proteins,""Major Depressive Disorder"",""3"",Protein"
"Dopamine Receptor,""Restless Legs Syndrome"",""3"",Protein"
"Erythropoietin,""Norrie disease"",""3"",Protein"
"FGF8 protein, human,""Kallmann Syndrome 1"",""3"",Protein"
"alpha-Synuclein,""Colonic Diseases"",""3"",Protein"
"Cyclin-Dependent Kinase 5,""cortex bone disorders"",""3"",Protein"
"Glycosaminoglycans,""cortex bone disorders"",""3"",Protein"
"Hydrolase,""Down Syndrome"",""3"",Protein"
"Ion Channel,""Fragile X Syndrome"",""3"",Protein"
"PIK3CG protein, human,""Neurodegenerative Disorders"",""3"",Protein"
"SOX2 Transcription Factor,""Alzheimer's Disease"",""3"",Protein"
"Chimerin 1,""Pervasive Development Disorder"",""3"",Protein"
"Somatostatin,""Mood Disorders"",""3"",Protein"
"C-reactive protein,""Hypertensive disease"",""3"",Protein"
"Melanins,""Neurotoxicity Syndromes"",""3"",Protein"
"ARID1A protein, human,""cortex bone disorders"",""3"",Protein"
"Dopamine D2 Receptor,""Syndrome"",""3"",Protein"
"Retinoblastoma Protein,""Timothy syndrome"",""3"",Protein"
"Calretinin,""neuropathology disease"",""3"",Protein"
"Ibuprofen,""Parkinsonian Disorders"",""3"",Protein"
"Myelin,""Pervasive Development Disorder"",""3"",Protein"
"Receptor 5, Metabotropic Glutamate,""Hodgkin Disease"",""3"",Protein"
"Proteolytic Enzyme,""Retinal Diseases"",""3"",Protein"
"CRK protein, human,""Neurodegenerative Disorders"",""3"",Protein"
"Myelin,""Degenerative disorder"",""3"",Protein"
"GPER protein, human,""Melkersson-Rosenthal Syndrome"",""3"",Protein"
"Enkephalin, Methionine,""Disease Progression"",""3"",Protein"
"Scaffold protein,""cortex bone disorders"",""3"",Protein"
"PTEN protein, human,""Spinal Cord Diseases"",""3"",Protein"
"PIK3CG protein, human,""Van der Woude syndrome"",""3"",Protein"
"Ubiquitin,""Down Syndrome"",""3"",Protein"
"Hypoxia Inducible Factor Family,""Neurodegenerative Disorders"",""3"",Protein"
"Spectrin,""Retinal Diseases"",""3"",Protein"
"Matrix Metalloproteinase 2,""cortex bone disorders"",""3"",Protein"
"Oligodendrocyte-Myelin Glycoprotein,""Functional disorder"",""3"",Protein"
"Endogenous Opiates,""Spinal Cord Diseases"",""3"",Protein"
"Calpain,""Creutzfeldt-Jakob Disease, Sporadic"",""3"",Protein"
"Hydrolase,""Lysosomal Storage Diseases"",""3"",Protein"
"GCLC protein, human,""Leigh Disease"",""3"",Protein"
"S-Adenosylmethionine,""Liver diseases"",""3"",Protein"
"Coenzyme A,""Hallervorden-Spatz Syndrome"",""3"",Protein"
"Mitogen-Activated Protein Kinase 3,""Neurodegenerative Disorders"",""3"",Protein"
"Dopa,""Sensitization (disorder)"",""3"",Protein"
"APP protein, human,""Liver diseases"",""3"",Protein"
"Polypeptides,""Parkinson Disease"",""3"",Protein"
"Receptor 5, Metabotropic Glutamate,""Disorder nervous system"",""3"",Protein"
"Thymidine Phosphorylase,""Timothy syndrome"",""3"",Protein"
"HCRT Gene,""Neurotoxicity Syndromes"",""3"",Protein"
"DNA,""Nail-Patella Syndrome"",""3"",Protein"
"Retinaldehyde,""Adult Fanconi syndrome"",""3"",Protein"
"Amyloid beta-Protein Precursor,""Dementia due to Alzheimer's disease (disorder)"",""3"",Protein"
"Alanine,""Mucocutaneous Lymph Node Syndrome"",""3"",Protein"
"Melanocyte stimulating hormone,""Hypertensive disease"",""3"",Protein"
"Caspase-3,""Sudden infant death syndrome"",""3"",Protein"
"Activating Transcription Factor 3,""Neurotoxicity Syndromes"",""3"",Protein"
"Glycosylation End Products, Advanced,""Renal glomerular disease"",""3"",Protein"
"LCN2 protein, human,""Retinal Diseases"",""3"",Protein"
"Cellular Retinoic Acid Binding Protein,""Retinal Diseases"",""3"",Protein"
"Synucleins,""Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues"",""3"",Protein"
"Adrenergic Receptor,""Recurrent disease"",""3"",Protein"
"Luciferases,""Niemann-Pick Disease, Type C"",""3"",Protein"
"Microtubule-Associated Proteins,""Williams Syndrome"",""3"",Protein"
"Phospholipase C,""cortex bone disorders"",""3"",Protein"
"BAX Protein,""Retinal Diseases"",""3"",Protein"
"Melitten,""Spinal Cord Diseases"",""3"",Protein"
"Granulocyte-Macrophage Colony-Stimulating Factor,""Shy-Drager Syndrome"",""3"",Protein"
"myelination,""CNS disorder"",""3"",Protein"
"Calcium Channel,""Triglyceride storage disease with ichthyosis"",""3"",Protein"
"Retinoids,""Alzheimer's Disease"",""3"",Protein"
"Galanin,""Lewy Body Disease"",""3"",Protein"
"Transcription Coactivator,""Huntington Disease"",""3"",Protein"
"myelination,""Shy-Drager Syndrome"",""3"",Protein"
"Heat Shock 70 kDa Protein 1A/1B,""cortex bone disorders"",""3"",Protein"
"Membrane Transport Proteins,""Marfan Syndrome"",""3"",Protein"
"Corticotropin-Releasing Hormone,""Rabies (disorder)"",""3"",Protein"
"Tetrabenazine,""Huntington Disease"",""3"",Protein"
"Calcium Channel,""cortex bone disorders"",""3"",Protein"
"SQSTM1 protein, human,""Van der Woude syndrome"",""3"",Protein"
"Paired Basic Amino Acid Cleaving Enzyme,""Parkinson Disease"",""3"",Protein"
"IRF6 wt Allele,""Spinal Cord Diseases"",""3"",Protein"
"Protein Kinase C,""Congenital secretory diarrhea, sodium type (disorder)"",""3"",Protein"
"Receptor,""Bloom Syndrome"",""3"",Protein"
"TLR4 protein, human,""Alzheimer's Disease"",""3"",Protein"
"Donepezil hydrochloride,""Alzheimer's Disease"",""3"",Protein"
"Catenins,""Nail-Patella Syndrome"",""3"",Protein"
"GRK5 protein, human,""Functional disorder"",""3"",Protein"
"Peptides,""Milroy Disease"",""3"",Protein"
"Chimerin 1,""cortex bone disorders"",""3"",Protein"
"Aldehyde dehydrogenase (NAD^+^),""Parkinson Disease"",""3"",Protein"
"Complementarity Determining Regions,""Alzheimer's Disease"",""3"",Protein"
"Acetylcysteine,""Alzheimer's Disease"",""3"",Protein"
"Heparan Sulfate Proteoglycans,""Lewy Body Disease"",""3"",Protein"
"Protein Disulfide Isomerase,""Alzheimer's Disease"",""3"",Protein"
"Vasoactive Intestinal Peptide,""Lung diseases"",""3"",Protein"
"Deprenyl,""Neurodegenerative Disorders"",""3"",Protein"
"TRIM25 protein, human,""cortex bone disorders"",""3"",Protein"
"beta N Acetylhexosaminidase,""Alzheimer's Disease"",""3"",Protein"
"Avidin,""Pituitary Diseases"",""3"",Protein"
"Hepatocyte Growth Factor,""Parkinson Disease"",""3"",Protein"
"Myelin basic protein,""Neurotoxicity Syndromes"",""3"",Protein"
"Oligonucleotides,""Alzheimer's Disease"",""3"",Protein"
"NFI Transcription Factors,""Neurotoxicity Syndromes"",""3"",Protein"
"Receptor, trkB,""Mood Disorders"",""3"",Protein"
"Genes,""Kallmann Syndrome 1"",""3"",Protein"
"PrPSc Proteins,""Creutzfeldt-Jakob disease"",""3"",Protein"
"FOS Protein,""Parkinson Disease"",""3"",Protein"
"Somatotropin-Releasing Hormone,""Sweet Syndrome"",""3"",Protein"
"Colony-Stimulating Factors,""Retinal Diseases"",""3"",Protein"
"Mineralocorticoid Receptor,""Cardiovascular Diseases"",""3"",Protein"
"Thyrotropin-Releasing Hormone,""Williams Syndrome"",""3"",Protein"
"Dopamine Antagonists,""Dyskinetic syndrome"",""3"",Protein"
"Glutamate decarboxylase 65,""Pervasive Development Disorder"",""3"",Protein"
"PIK3CA protein, human,""Parkinson Disease"",""3"",Protein"
"Chondroitin 4-Sulfate,""Hamartoma Syndrome, Multiple"",""3"",Protein"
"Phosphatidylinositol 3,4,5-Trisphosphate-Dependent Rac Exchanger 1 Protein,""Psychotic Disorders"",""3"",Protein"
"Receptor,""Pigment dispersion syndrome (disorder)"",""3"",Protein"
"Peptidyl-Dipeptidase A,""Disease Progression"",""3"",Protein"
"PPAR gamma,""Huntington Disease"",""3"",Protein"
"Acetylcholinesterase,""Leigh Disease"",""3"",Protein"
"Low-Density Lipoproteins,""Hypertensive disease"",""3"",Protein"
"Glial Cell Line-Derived Neurotrophic Factor,""Recurrent disease"",""3"",Protein"
"Neural Cell Adhesion Molecules,""Neurodegenerative Disorders"",""3"",Protein"
"Glucose Transporter,""Alzheimer's Disease"",""3"",Protein"
"Vasoactive Intestinal Peptide,""Neurotoxicity Syndromes"",""3"",Protein"
"Interleukin-6,""Disorder nervous system"",""3"",Protein"
"Calcitonin Gene-Related Peptide,""Alzheimer's Disease"",""3"",Protein"
"Arginine,""Shwachman syndrome"",""3"",Protein"
"Horseradish Peroxidase,""Peripheral Arterial Diseases"",""3"",Protein"
"Deprenyl,""Depressive disorder"",""3"",Protein"
"Aquaporin 4,""Autoimmune Diseases"",""3"",Protein"
"Regulatory Protein,""Spinal Cord Diseases"",""3"",Protein"
"Peroxisome Proliferator-Activated Receptors,""Parkinsonian Disorders"",""3"",Protein"
"Synaptophysin,""Zellweger Syndrome"",""3"",Protein"
"Receptor,""Eating Disorders"",""3"",Protein"
"Prions,""Ataxia as late effect of cerebrovascular disease"",""3"",Protein"
"Dehydrogenase, Dihydrolipoamide,""cortex bone disorders"",""3"",Protein"
"Protein Tyrosine Phosphatase, Receptor Type Z,""Spinal Cord Diseases"",""3"",Protein"
"Proteins,""Werner Syndrome"",""3"",Protein"
"Corticotropin-Releasing Hormone,""Acute infectious disease"",""3"",Protein"
"Antibodies,""Bipolar Disorder"",""3"",Protein"
"Cathepsin B,""Opitz-Frias syndrome"",""3"",Protein"
"Immunoglobulin G,""Disease Progression"",""3"",Protein"
"Proto-Oncogene Proteins c-akt,""Van der Woude syndrome"",""3"",Protein"
"Somatotropin-Releasing Hormone,""Liver diseases"",""3"",Protein"
"Epoetin Alfa,""Prune Belly Syndrome"",""3"",Protein"
"neuromelanin,""Neurotoxicity Syndromes"",""3"",Protein"
"Prolactin Receptor,""Depressive disorder"",""3"",Protein"
"Galanin,""Disease Progression"",""3"",Protein"
"INSR protein, human,""Colonic Diseases"",""3"",Protein"
"myelination,""Ataxia as late effect of cerebrovascular disease"",""3"",Protein"
"Protein Isoforms,""Pick Disease of the Brain"",""3"",Protein"
"NT-3 Growth Factor Receptor, Human,""Retinal Diseases"",""3"",Protein"
"Immunoglobulin M,""Disorder nervous system"",""3"",Protein"
"Interleukin-1 beta,""Hodgkin Disease"",""3"",Protein"
"Amyloid,""Liver diseases"",""3"",Protein"
"Sodium Channel,""Pervasive Development Disorder"",""3"",Protein"
"Tubulin,""Functional disorder"",""3"",Protein"
"Proteins,""McCune-Albright Syndrome"",""3"",Protein"
"Serotonin,""Virus Diseases"",""3"",Protein"
"Heparitin Sulfate,""Liver diseases"",""3"",Protein"
"BAX Protein,""cortex bone disorders"",""3"",Protein"
"Collagen,""Parkinson Disease"",""3"",Protein"
"Inhibitory Factor, Leukemia,""Alzheimer's Disease"",""3"",Protein"
"Isoflurophate,""cortex bone disorders"",""3"",Protein"
"Kinesin,""Neurotoxicity Syndromes"",""3"",Protein"
"Actins,""Disorders, Mental"",""3"",Protein"
"Transcription Repressor/Corepressor,""Parkinson Disease"",""3"",Protein"
"Arginine,""Functional disorder"",""3"",Protein"
"Chromatin,""Niemann-Pick Disease, Type C"",""3"",Protein"
"Claudin-5,""Functional disorder"",""3"",Protein"
"Indomethacin,""Van der Woude syndrome"",""3"",Protein"
"Receptor,""Movement Disorders"",""3"",Protein"
"Leucine,""Neurotoxicity Syndromes"",""3"",Protein"
"Dioxygenases,""Brain Diseases"",""3"",Protein"
"Phospholipase C,""Depressive disorder"",""3"",Protein"
"Methylene blue,""Parkinson Disease"",""3"",Protein"
"Insulin Receptor,""Retinal Diseases"",""3"",Protein"
"Enzymes,""Zellweger Syndrome"",""3"",Protein"
"Microtubule-Associated Proteins,""Hereditary Diseases"",""3"",Protein"
"Dipeptides,""Spinal Cord Diseases"",""3"",Protein"
"Hydrolase,""Functional disorder"",""3"",Protein"
"Nitric Oxide Synthase Type I,""Depressive disorder"",""3"",Protein"
"orexins,""Alcohol withdrawal syndrome"",""3"",Protein"
"Hydroxymethylglutaryl-CoA Reductase Inhibitors,""Parkinson Disease"",""3"",Protein"
"Specific antibody,""Neurotoxicity Syndromes"",""3"",Protein"
"Scaffold protein,""Functional disorder"",""3"",Protein"
"Insulin,""Norrie disease"",""3"",Protein"
"Vasoactive Intestinal Peptide,""Zellweger Syndrome"",""3"",Protein"
"alpha-Melanocyte stimulating hormone,""cortex bone disorders"",""3"",Protein"
"Receptors, Corticotropin-Releasing Hormone,""cortex bone disorders"",""3"",Protein"
"Brain-Derived Neurotrophic Factor,""Sweet Syndrome"",""3"",Protein"
"Laminin,""Retinal Diseases"",""3"",Protein"
"Ephrin-A2,""cortex bone disorders"",""3"",Protein"
"Caffeine,""Neurodegenerative Disorders"",""3"",Protein"
"Proteins,""Juvenile polyposis syndrome"",""3"",Protein"
"Toll-Like Receptor 4,""cortex bone disorders"",""3"",Protein"
"Arrestin,""Retinal Diseases"",""3"",Protein"
"Receptor,""Demyelinating Diseases"",""3"",Protein"
"Synaptophysin,""neuropathology disease"",""3"",Protein"
"KL protein, human,""Van der Woude syndrome"",""3"",Protein"
"FABP3 protein, human,""Parkinson Disease"",""3"",Protein"
"TRIO protein, human,""Neurodevelopmental disorder"",""3"",Protein"
"Caspase-3,""Hamartoma Syndrome, Multiple"",""3"",Protein"
"Fenclonine,""Spinal Cord Diseases"",""3"",Protein"
"Receptor,""Virus Diseases"",""3"",Protein"
"Peptides,""Testicular Diseases"",""3"",Protein"
"protein TDP-43,""Huntington Disease"",""3"",Protein"
"Receptor Protein-Tyrosine Kinases,""Diseases of inner ear"",""3"",Protein"
"NOS2A protein, human,""Functional disorder"",""3"",Protein"
"tripeptidyl-peptidase I,""Lysosomal Storage Diseases"",""3"",Protein"
"Fusion protein,""Spinal Cord Diseases"",""3"",Protein"
"Transferrin,""Spinal Cord Diseases"",""3"",Protein"
"Basement Membrane-Specific Heparan Sulfate Proteoglycan Core Protein,""Brain Diseases"",""3"",Protein"
"Neurotensin,""Spinal Cord Diseases"",""3"",Protein"
"Caspase,""Hypertensive disease"",""3"",Protein"
"Argipressin,""Functional disorder"",""3"",Protein"
"5' Nucleotidase,""cortex bone disorders"",""3"",Protein"
"Somatostatin,""Neurodegenerative Disorders"",""3"",Protein"
"Nuclear deoxyribonucleic acid,""Liver diseases"",""3"",Protein"
"Tumor Necrosis Factor-alpha,""Pancreatic Diseases"",""3"",Protein"
"Transforming Growth Factors,""Neurodevelopmental disorder"",""3"",Protein"
"donepezil,""Niemann-Pick Disease, Type C"",""3"",Protein"
"Fibroblast Growth Factor 2,""Disease Progression"",""3"",Protein"
"Cholinergic Receptors,""Parkinson Disease"",""3"",Protein"
"Heat-Shock Proteins,""Disorder nervous system"",""3"",Protein"
"Antibodies, Neutralizing,""Spinal Cord Diseases"",""3"",Protein"
"Serine,""Neurotoxicity Syndromes"",""3"",Protein"
"Vitronectin,""Alzheimer's Disease"",""3"",Protein"
"Gelsolin,""Lewy Body Disease"",""3"",Protein"
"Calcium-Binding Proteins,""Neurotoxicity Syndromes"",""3"",Protein"
"Tubulin,""Pituitary Diseases"",""3"",Protein"
"Calretinin,""Major Depressive Disorder"",""3"",Protein"
"Receptor,""Meningeal disorder"",""3"",Protein"
"Methotrexate,""cortex bone disorders"",""3"",Protein"
"DNA Helicases,""Werner Syndrome"",""3"",Protein"
"Phosphoric diester hydrolase,""Retinal Diseases"",""3"",Protein"
