"gene","brainregion","count"
"GRM5 wt Allele","Structure of nucleus prepositus","6"
"ENG wt Allele","Cochlear nucleus structure","6"
"CD69 wt Allele","Cochlear nucleus structure","6"
"NGFR Gene","Neostriatum","6"
"PROC wt Allele","Neostriatum","6"
"KRT17 wt Allele","Neostriatum","6"
"PODXL wt Allele","Neostriatum","6"
"PODXL Gene","Neostriatum","6"
"PROC Gene","Neostriatum","6"
"TNC Gene","Neostriatum","6"
"SUB1 wt Allele","Neostriatum","6"
"CDKN2B wt Allele","Neostriatum","6"
"SUB1 Gene","Neostriatum","6"
"Genotype","Neostriatum","6"
"GPER1 gene","Neostriatum","6"
"SLC18A2 Gene","Neostriatum","6"
"ADORA2A wt Allele","Neostriatum","6"
"SIRT1 Gene","Neostriatum","6"
"PDZK1 Gene","Neostriatum","6"
"PDZK1 wt Allele","Neostriatum","6"
"DRD1 Gene","Neostriatum","6"
"GHRL Gene","Neostriatum","6"
"IL6 Gene","Neostriatum","6"
"TLR4 wt Allele","Neostriatum","6"
"GRM5 wt Allele","Neostriatum","6"
"ESR1 wt Allele","Neostriatum","6"
"GRIN2A Gene","Neostriatum","6"
"CD3EAP wt Allele","Neostriatum","6"
"ACACA wt Allele","Prefrontal Cortex","6"
"DGCR8 Gene","Prefrontal Cortex","6"
"LMNA wt Allele","Prefrontal Cortex","6"
"NOS2 Gene","Prefrontal Cortex","6"
"NOS2 wt Allele","Prefrontal Cortex","6"
"APP gene","Prefrontal Cortex","6"
"SST wt Allele","Prefrontal Cortex","6"
"IL12A wt Allele","Prefrontal Cortex","6"
"ST13 wt Allele","Prefrontal Cortex","6"
"RPL29 wt Allele","Prefrontal Cortex","6"
"REG3A wt Allele","Prefrontal Cortex","6"
"RPL29 Gene","Prefrontal Cortex","6"
"ST13 Gene","Prefrontal Cortex","6"
"ATG5 Gene","Prefrontal Cortex","6"
"NTRK2 Gene","Neocortex","6"
"HTT gene","Neocortex","6"
"APP wt Allele","Neocortex","6"
"TARDBP wt Allele","Neocortex","6"
"PCYT1A wt Allele","Neocortex","6"
"FOXP2 Gene","Neocortex","6"
"CUX1 wt Allele","Neocortex","6"
"Exons","Neocortex","6"
"Transgenes","Neocortex","6"
"c-fos Genes","Structure of entorhinal cortex","6"
"Wild Type","Structure of entorhinal cortex","6"
"NR0B1 wt Allele","Indusium griseum","6"
"ASAH1 wt Allele","Amygdaloid Nucleus, Cortical","6"
"ASAH1 Gene","Amygdaloid Nucleus, Cortical","6"
"HCRT Gene","Set of basolateral nuclei of amygdala","6"
"STS wt Allele","Lateral Septal Nucleus","6"
"FASTK Gene","Medial Septal Nucleus","6"
"ARX gene","Medial Septal Nucleus","6"
"UBA2 wt Allele","Medial Septal Nucleus","6"
"CD69 wt Allele","Medial Septal Nucleus","6"
"RASA1 Gene","Structure of paraventricular nucleus of thalamus","6"
"RASA1 wt Allele","Structure of paraventricular nucleus of thalamus","6"
"Genes","lateral geniculate nucleus","6"
"Chloramphenicol Acetyl Transferase Gene","Submedial Nucleus","6"
"CAT Gene","Submedial Nucleus","6"
"Chloramphenicol O-Acetyltransferase","Submedial Nucleus","6"
"F3 Gene","Submedial Nucleus","6"
"TF gene","Submedial Nucleus","6"
"F3 wt Allele","Submedial Nucleus","6"
"CAT Gene","Structure of lateral preoptic nucleus","6"
"SOD1 wt Allele","Structure of lateral preoptic nucleus","6"
"LEP Gene","Structure of medial preoptic nucleus","6"
"AGT Gene","Organum Vasculosum Laminae Terminalis","6"
"AKT1S1 wt Allele","Pretectal region","6"
"Chloramphenicol O-Acetyltransferase","Dorsal Nucleus Raphe","6"
"NR4A3 Gene","Dorsal Nucleus Raphe","6"
"NR4A3 wt Allele","Dorsal Nucleus Raphe","6"
"POMC wt Allele","Dorsal Nucleus Raphe","6"
"SET Gene","Dorsal Nucleus Raphe","6"
"Promoter","Dorsal Nucleus Raphe","6"
"RANGAP1 wt Allele","Dorsal Nucleus Raphe","6"
"CISH Gene","Dorsal Nucleus Raphe","6"
"PAG1 wt Allele","Dorsal Nucleus Raphe","6"
"PLOD1 gene","Dorsal Nucleus Raphe","6"
"OXT Gene","Dorsal Nucleus Raphe","6"
"DENR Gene","Dorsal Nucleus Raphe","6"
"DENR wt Allele","Dorsal Nucleus Raphe","6"
"HP Gene","Interpeduncular nucleus","6"
"EPHB2 Gene","Interpeduncular nucleus","6"
"MAP Kinase Gene","Interpeduncular nucleus","6"
"MAPK1 wt Allele","Interpeduncular nucleus","6"
"Long Interspersed Element","Interpeduncular nucleus","6"
"TACR1 Gene","Interpeduncular nucleus","6"
"TACR1 wt Allele","Interpeduncular nucleus","6"
"AKT1S1 wt Allele","Linear nucleus","6"
"NR3C1 Gene","Linear nucleus","6"
"Chloramphenicol Acetyl Transferase Gene","Linear nucleus","6"
"CAT Gene","Linear nucleus","6"
"Chloramphenicol O-Acetyltransferase","Linear nucleus","6"
"AVP wt Allele","Linear nucleus","6"
"Transgenes","Ventral Tegmental Area","6"
"NLRP1 wt Allele","Ventral Tegmental Area","6"
"FOS Gene","Ventral Tegmental Area","6"
"GRIN2B wt Allele","Ventral Tegmental Area","6"
"MALAT1 wt Allele","Ventral Tegmental Area","6"
"HOXA10 wt Allele","Ventral Tegmental Area","6"
"HDAC2 Gene","Ventral Tegmental Area","6"
"CHAT Gene","Ventral Tegmental Area","6"
"ENG wt Allele","Ventral Tegmental Area","6"
"MAPT wt Allele","Ventral Tegmental Area","6"
"SIRT1 Gene","Ventral Tegmental Area","6"
"HOXD13 wt Allele","Pars Compacta","6"
"ATP8A2 wt Allele","Pars Compacta","6"
"MAPT wt Allele","Pars Compacta","6"
"SLC6A3 wt Allele","Pars Compacta","6"
"BGLAP Gene","Complex, Superior Olivary","6"
"BGLAP wt Allele","Complex, Superior Olivary","6"
"CHAT Gene","Complex, Superior Olivary","6"
"CALCA Gene","Lateral Parabrachial Nucleus","6"
"CEACAM5 Gene","Lateral Parabrachial Nucleus","6"
"CEACAM5 wt Allele","Lateral Parabrachial Nucleus","6"
"Genes","Nucleus fastigii","6"
"c-fos Genes","Nucleus Raphe Magnus","6"
"GNAI1 Gene","Nucleus Raphe Magnus","6"
"GNAI1 wt Allele","Nucleus Raphe Magnus","6"
"SILV wt Allele","Nucleus solitarius","6"
"ENG wt Allele","Nucleus solitarius","6"
"PHOX2B wt Allele","Nucleus solitarius","6"
"LTF Gene","Nucleus solitarius","6"
"NOS1 wt Allele","Nucleus solitarius","6"
"SET Gene","Bundle, Predorsal","6"
"GBA gene","Bundle, Predorsal","6"
"TH gene","Solitary tract","6"
"KRIT1 wt Allele","Pyramidal Cells","6"
"CALM1 wt Allele","Pyramidal Cells","6"
"SLC2A1 wt Allele","Pyramidal Cells","6"
"PRRT2 wt Allele","Pyramidal Cells","6"
"FOXD3 wt Allele","Pyramidal Cells","6"
"Short Tandem Repeat","Pyramidal Cells","6"
"ELANE wt Allele","Pyramidal Cells","6"
"GRM1 Gene","Pyramidal Cells","6"
"PDC wt Allele","Pyramidal Cells","6"
"SUB1 wt Allele","Pyramidal Cells","6"
"CDKN2B wt Allele","Pyramidal Cells","6"
"SUB1 Gene","Pyramidal Cells","6"
"TH gene","Pyramidal Cells","6"
"JUN Gene","Pyramidal Cells","6"
"ARHGEF5 wt Allele","Pyramidal Cells","6"
"TNFRSF1A wt Allele","Pyramidal Cells","6"
"SILV wt Allele","Pyramidal Cells","6"
"POSTN Gene","Pyramidal Cells","6"
"POSTN wt Allele","Pyramidal Cells","6"
"TARP Gene","Pyramidal Cells","6"
"DRD2 Gene","Pyramidal Cells","6"
"LEP Gene","Pyramidal Cells","6"
"SEMA3F Gene","Pyramidal Cells","6"
"NGF Gene","Pyramidal Cells","6"
"CNTNAP2 Gene","Pyramidal Cells","6"
"CTSG wt Allele","Cerebral hemisphere structure (body structure)","6"
"APP wt Allele","Cerebral hemisphere structure (body structure)","6"
"ESR1 wt Allele","Cerebral hemisphere structure (body structure)","6"
"S100A9 wt Allele","Cerebral hemisphere structure (body structure)","6"
"CDKN2A wt Allele","Cerebral hemisphere structure (body structure)","6"
"MAPK14 Gene","Cerebral hemisphere structure (body structure)","6"
"APOE gene","Cerebral hemisphere structure (body structure)","6"
"MAPK1 wt Allele","Cerebral hemisphere structure (body structure)","6"
"LEP Gene","Cerebral hemisphere structure (body structure)","6"
"ATM wt Allele","Cerebral hemisphere structure (body structure)","6"
"TLR4 wt Allele","Cerebral hemisphere structure (body structure)","6"
"TLR2 Gene","Cerebral hemisphere structure (body structure)","6"
"TLR2 wt Allele","Cerebral hemisphere structure (body structure)","6"
"VIM gene","Cerebral hemisphere structure (body structure)","6"
"STS wt Allele","Structure of fissure of Sylvius","6"
"FASTK Gene","Structure of central sulcus","6"
"GRM1 Gene","Paracentral sulcus","6"
"GRM1 wt Allele","Paracentral sulcus","6"
"TH gene","Parahippocampal Gyrus","6"
"ACACA wt Allele","Anterior insula","6"
"Long Interspersed Element","Central insular sulcus","6"
"Genes","Structure of lateral olfactory gyrus","6"
"NCAM1 wt Allele","Structure of lateral olfactory gyrus","6"
"TECTA Gene","Structure of lateral olfactory gyrus","6"
"GFAP gene","Structure of lateral olfactory gyrus","6"
"ATP8A2 wt Allele","Structure of lateral olfactory gyrus","6"
"Genes","Structure of piriform area","6"
"NCAM1 wt Allele","Structure of piriform area","6"
"TECTA Gene","Structure of piriform area","6"
"GFAP gene","Structure of piriform area","6"
"ATP8A2 wt Allele","Structure of piriform area","6"
"GYPA wt Allele","Anterodorsal nucleus of thalamus","6"
"FLNA wt Allele","Anterodorsal nucleus of thalamus","6"
"PLG Gene","Anterodorsal nucleus of thalamus","6"
"Exons","Anterodorsal nucleus of thalamus","6"
"NUMB Gene","Anterodorsal nucleus of thalamus","6"
"Promoter","Anterodorsal nucleus of thalamus","6"
"NGFR wt Allele","Anterodorsal nucleus of thalamus","6"
"Genome","Anterodorsal nucleus of thalamus","6"
"DNA, Mitochondrial","Anterodorsal nucleus of thalamus","6"
"MTR wt Allele","Anterodorsal nucleus of thalamus","6"
"MTR Gene","Anterodorsal nucleus of thalamus","6"
"CLU Gene","Anterodorsal nucleus of thalamus","6"
"CTSD Gene","Anterodorsal nucleus of thalamus","6"
"TNFRSF21 Gene","Anterodorsal nucleus of thalamus","6"
"BECN1 Gene","Anterodorsal nucleus of thalamus","6"
"SIRT1 Gene","Anterodorsal nucleus of thalamus","6"
"MAP1LC3A Gene","Anterodorsal nucleus of thalamus","6"
"MAP1LC3A wt Allele","Anterodorsal nucleus of thalamus","6"
"KHDRBS1 wt Allele","Anterodorsal nucleus of thalamus","6"
"PIK3CA wt Allele","Anterodorsal nucleus of thalamus","6"
"F3 Gene","Stria medullaris","6"
"TF gene","Stria medullaris","6"
"F3 wt Allele","Stria medullaris","6"
"GH1 Gene","Structure of rhomboidal nucleus of thalamus","6"
"GGH wt Allele","Structure of rhomboidal nucleus of thalamus","6"
"FLT3LG Gene","Ventral Posterolateral Nucleus","6"
"FLT3LG wt Allele","Ventral Posterolateral Nucleus","6"
"Chloramphenicol Acetyl Transferase Gene","Ventral Lateral Thalamic Nucleus","6"
"CAT Gene","Ventral Lateral Thalamic Nucleus","6"
"Chloramphenicol O-Acetyltransferase","Ventral Lateral Thalamic Nucleus","6"
"PRRT2 wt Allele","Paracentral Thalamic Nucleus","6"
"SERPINA1 wt Allele","Paracentral Thalamic Nucleus","6"
"SERPINA1 gene","Paracentral Thalamic Nucleus","6"
"SIRT1 Gene","Paracentral Thalamic Nucleus","6"
"CD69 wt Allele","Paracentral Thalamic Nucleus","6"
"Long Interspersed Element","Paracentral Thalamic Nucleus","6"
"AREG wt Allele","Paracentral Thalamic Nucleus","6"
"AR gene","Paracentral Thalamic Nucleus","6"
"AKT1S1 wt Allele","Nucleus of Ansa Lenticularis","6"
"CAT Gene","Structure of Forel's H2 bundle","6"
"CYP19A1 wt Allele","Structure of terminal stria nuclei of preoptic region","6"
"KISS1 Gene","Structure of terminal stria nuclei of preoptic region","6"
"Long Interspersed Element","Tuberomammillary Nucleus","6"
"TYMS Gene","Tuberomammillary Nucleus","6"
"TYMS wt Allele","Tuberomammillary Nucleus","6"
"MAPT wt Allele","Structure of supramammillary nucleus","6"
"TNFRSF11A Gene","Structure of supramammillary nucleus","6"
"TNFRSF11A wt Allele","Structure of supramammillary nucleus","6"
"GHRL Gene","Structure of supramammillary nucleus","6"
"NPY Gene","Lateral habenular nucleus","6"
"NPY wt Allele","Lateral habenular nucleus","6"
"SRF Gene","Central gray substance of midbrain","6"
"NR4A3 Gene","Central gray substance of midbrain","6"
"NR4A3 wt Allele","Central gray substance of midbrain","6"
"Genes","Central gray substance of midbrain","6"
"SLC1A2 Gene","Central gray substance of midbrain","6"
"CALCA Gene","Central gray substance of midbrain","6"
"MOK Gene","Central gray substance of midbrain","6"
"AGER Gene","Central gray substance of midbrain","6"
"AGER wt Allele","Central gray substance of midbrain","6"
"MPZ gene","Superior colliculus of corpora quadrigemina","6"
"SILV wt Allele","Superior colliculus of corpora quadrigemina","6"
"PRF1 wt Allele","Superior colliculus of corpora quadrigemina","6"
"EPHB1 Gene","Superior colliculus of corpora quadrigemina","6"
"RASA1 Gene","Superior colliculus of corpora quadrigemina","6"
"RASA1 wt Allele","Superior colliculus of corpora quadrigemina","6"
"BDNF Gene","Superior colliculus of corpora quadrigemina","6"
"LEPR wt Allele","Structure of superior central nucleus of pons","6"
"IFNAR1 Gene","Pontine nuclei","6"
"AVP Gene","Pontine nuclei","6"
"AVP wt Allele","Pontine nuclei","6"
"IFNAR1 wt Allele","Pontine nuclei","6"
"NLRP3 wt Allele","Pontine nuclei","6"
"PADI4 Gene","Structure of reticular formation of medulla oblongata","6"
"PADI4 wt Allele","Structure of reticular formation of medulla oblongata","6"
"NPY Gene","Structure of area postrema","6"
"Wild Type","Structure of area postrema","6"
"Chloramphenicol Acetyl Transferase Gene","Olivary Nucleus","6"
"CAT Gene","Olivary Nucleus","6"
"Chloramphenicol O-Acetyltransferase","Olivary Nucleus","6"
"IFNAR1 Gene","Olivocerebellar fibers","6"
"AVP Gene","Olivocerebellar fibers","6"
"AVP wt Allele","Olivocerebellar fibers","6"
"IFNAR1 wt Allele","Olivocerebellar fibers","6"
"NLRP3 wt Allele","Olivocerebellar fibers","6"
"LEP Gene","Structure of nucleus gracilis","6"
"LEP wt Allele","Structure of nucleus gracilis","6"
"CDH11 wt Allele","Structure of nucleus gracilis","6"
"TARDBP wt Allele","Hypoglossal nerve nucleus","6"
"Long Interspersed Element","Pituitary cell","6"
"VEGFA wt Allele","Cerebrum","6"
"FASTK Gene","Marginal Sulcus","6"
"ARX gene","Marginal Sulcus","6"
"UBA2 wt Allele","Marginal Sulcus","6"
"CD69 wt Allele","Marginal Sulcus","6"
"OXT Gene","Median preoptic nucleus","6"
"GCLC wt Allele","Dorsal Septal Nucleus","6"
"SILV wt Allele","Nucleus of anterior commissure","6"
"NLRP3 wt Allele","Nucleus of anterior commissure","6"
"TH gene","Pedunculopontine Tegmental Nucleus","6"
"c-fos Genes","Pedunculopontine Tegmental Nucleus","6"
"TIMP1 Gene","Posterior periventricular nucleus of hypothalamus","6"
"TIMP1 wt Allele","Posterior periventricular nucleus of hypothalamus","6"
"THBD wt Allele","Triangular Septal Nucleus","6"
"NGFR Gene","Nucleus Basalis Magnocellularis","6"
"Wild Type","Perforant Pathway","6"
"OXT Gene","Dorsal Motor Nucleus","6"
"Chloramphenicol Acetyl Transferase Gene","Dorsal Motor Nucleus","6"
"CAT Gene","Dorsal Motor Nucleus","6"
"Chloramphenicol O-Acetyltransferase","Dorsal Motor Nucleus","6"
"CRH Gene","mossy fiber","6"
"NPY Gene","mossy fiber","6"
"SYP Gene","mossy fiber","6"
"Genes","mossy fiber","6"
"SLC2A1 Gene","CA1 field","6"
"TFRC wt Allele","CA1 field","6"
"APP wt Allele","CA1 field","6"
"SOD1 wt Allele","CA1 field","6"
"GRM1 wt Allele","CA1 field","6"
"Replication Origin","CA1 field","6"
"ESR1 Gene","CA1 field","6"
"estrogen receptor alpha, human","CA1 field","6"
"PRNP gene","CA1 field","6"
"Plasmids","CA1 field","6"
"PNP Gene","CA1 field","6"
"PNP wt Allele","CA1 field","6"
"CLC Gene","CA1 field","6"
"CLCF1 Gene","CA1 field","6"
"CLCF1 wt Allele","CA1 field","6"
"MAPK14 wt Allele","CA1 field","6"
"AIMP2 Gene","CA1 field","6"
"AIMP2 wt Allele","CA1 field","6"
"IL12A wt Allele","CA1 field","6"
"CD200 Gene","CA1 field","6"
"NOS2 Gene","CA1 field","6"
"NOS2 wt Allele","CA1 field","6"
"MAPK1 Gene","CA1 field","6"
"GPHN Gene","CA1 field","6"
"IL6 Gene","CA1 field","6"
"NES Gene","CA1 field","6"
"GRIA3 wt Allele","CA1 field","6"
"PTEN gene","CA1 field","6"
"PIK3CA wt Allele","CA1 field","6"
"CDKN2A gene","CA1 field","6"
"BECN1 Gene","CA1 field","6"
"CD55 wt Allele","CA1 field","6"
"ROS1 Gene","CA1 field","6"
"ROS1 wt Allele","CA1 field","6"
"BECN1 wt Allele","CA1 field","6"
"FMR1 gene","CA1 field","6"
"ORAI1 Gene","CA1 field","6"
"RPS19 wt Allele","CA1 field","6"
"FBXO11 Gene","CA1 field","6"
"PINK1 gene","CA1 field","6"
"TERT Gene","CA2 field","6"
"TERT wt Allele","CA2 field","6"
"RANGAP1 wt Allele","CA2 field","6"
"S100A9 wt Allele","CA2 field","6"
"CPA1 Gene","CA2 field","6"
"CPA1 wt Allele","CA2 field","6"
"FGF2 Gene","CA2 field","6"
"GNAI1 Gene","CA2 field","6"
"GNAI1 wt Allele","CA2 field","6"
"PTH wt Allele","CA2 field","6"
"CALCA Gene","CA2 field","6"
"PITX2 wt Allele","CA2 field","6"
"FZD9 wt Allele","CA2 field","6"
"CREB1 Gene","CA2 field","6"
"CREB1 wt Allele","CA2 field","6"
"MAP Kinase Gene","CA2 field","6"
"Genes, Immediate-Early","CA2 field","6"
"CNR1 gene","CA2 field","6"
"F2 gene","CA2 field","6"
"MPZ gene","CA2 field","6"
"LGALS3 Gene","CA2 field","6"
"GPI Gene","CA2 field","6"
"GPI wt Allele","CA2 field","6"
"NR3C1 wt Allele","CA3 field","6"
"NDOR1 Gene","CA3 field","6"
"NDOR1 wt Allele","CA3 field","6"
"HRAS gene","CA3 field","6"
"CDKN1A Gene","CA3 field","6"
"CDKN1A wt Allele","CA3 field","6"
"CNR1 gene","CA3 field","6"
"MPZ gene","CA3 field","6"
"DCX gene","CA3 field","6"
"VIP wt Allele","Pituitary Stalk","6"
"GNRH1 wt Allele","Pituitary Stalk","6"
"CRH wt Allele","Genus Hippocampus","6"
"TNC Gene","Genus Hippocampus","6"
"MPO Gene","Genus Hippocampus","6"
"MYCBP2 Gene","Genus Hippocampus","6"
"MYCBP2 wt Allele","Genus Hippocampus","6"
"TXNRD1 wt Allele","Genus Hippocampus","6"
"TXNRD2 wt Allele","Genus Hippocampus","6"
"AREG wt Allele","Genus Hippocampus","6"
"F3 Gene","Genus Hippocampus","6"
"BAD Gene","Genus Hippocampus","6"
"GST Gene","Genus Hippocampus","6"
"EHMT1 Gene","Genus Hippocampus","6"
"PSAP gene","Genus Hippocampus","6"
"PDZK1 Gene","Genus Hippocampus","6"
"PDZK1 wt Allele","Genus Hippocampus","6"
"S100A10 Gene","Genus Hippocampus","6"
"S100A10 wt Allele","Genus Hippocampus","6"
"FST wt Allele","Genus Hippocampus","6"
"TXN wt Allele","Genus Hippocampus","6"
"GAG Gene","Genus Hippocampus","6"
"GOPC wt Allele","Genus Hippocampus","6"
"LIPC Gene","Genus Hippocampus","6"
"LIPC wt Allele","Genus Hippocampus","6"
"GYPA Gene","Genus Hippocampus","6"
"CA9 Gene","Genus Hippocampus","6"
"GYPA wt Allele","Genus Hippocampus","6"
"ERG Gene","Genus Hippocampus","6"
"ERG wt Allele","Genus Hippocampus","6"
"FOXO1 Gene","Genus Hippocampus","6"
"OLIG2 Gene","Genus Hippocampus","6"
"DNTT wt Allele","Genus Hippocampus","6"
"ASCL1 Gene","Genus Hippocampus","6"
"ANG Gene","Genus Hippocampus","6"
"Insulin-Like-Growth Factor I Receptor","Genus Hippocampus","6"
"GH1 Gene","Genus Hippocampus","6"
"GGH wt Allele","Genus Hippocampus","6"
"PARK2 gene","Genus Hippocampus","6"
"PLP1 gene","Genus Hippocampus","6"
"LEP wt Allele","Genus Hippocampus","6"
"HOXA10 wt Allele","Genus Hippocampus","6"
"CTSD Gene","Genus Hippocampus","6"
"CBS gene","Genus Hippocampus","6"
"SOD1 gene","Genus Hippocampus","6"
"CFLAR Gene","Genus Hippocampus","6"
"LCN2 Gene","Genus Hippocampus","6"
"GNRH1 wt Allele","Genus Hippocampus","6"
"SMAD1 Gene","Genus Hippocampus","6"
"BCL2L11 Gene","Genus Hippocampus","6"
"BCL2L11 wt Allele","Genus Hippocampus","6"
"TNFAIP1 Gene","Genus Hippocampus","6"
"BBC3 Gene","Genus Hippocampus","6"
"VIP wt Allele","Genus Hippocampus","6"
"NLRP1 Gene","Genus Hippocampus","6"
"KDM1A Gene","Genus Hippocampus","6"
"DNMT3B Gene","Genus Hippocampus","6"
"Genes","Entire medulla oblongata","6"
"PAG1 wt Allele","Entire medulla oblongata","6"
"FOXD3 wt Allele","Entire medulla oblongata","6"
"LTF Gene","Entire medulla oblongata","6"
"Genes, Immediate-Early","Entire medulla oblongata","6"
"THBD wt Allele","Tectospinal tract of medulla","6"
"ELK3 Gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"ELK3 wt Allele","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"ADRB2 Gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"ADRB2 wt Allele","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"LMNA wt Allele","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"GRIN2B Gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"GRIN2B wt Allele","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"BDNF Gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","6"
"CHAT Gene","Entire basal nuclei","6"
"GNRH1 Gene","LH Cells","6"
"CD69 wt Allele","Brain White Matter","6"
"AKT1S1 wt Allele","Corticotroph","6"
"LEPR Gene","Gonadotrophs","6"
"POMC Gene","Melanotrophs","6"
"BDNF Gene","Structure of thalamic reticular nucleus","6"
"TNF Gene","Structure of thalamic reticular nucleus","6"
"Chloramphenicol Acetyl Transferase Gene","Entire olivary body","6"
"CAT Gene","Entire olivary body","6"
"Chloramphenicol O-Acetyltransferase","Entire olivary body","6"
"DST Gene","Parietal operculum cortex (PO)","6"
"DST wt Allele","Parietal operculum cortex (PO)","6"
"SST Gene","Parietal operculum cortex (PO)","6"
"CD9 wt Allele","Brodmann area 2","6"
"HOXA10 wt Allele","Orbitofrontal cortex","6"
"Wild Type","Orbitofrontal cortex","6"
"SST Gene","Orbitofrontal cortex","6"
"GHRL Gene","Laterodorsal tegmental nucleus","6"
"SET Gene","Basal Forebrain","6"
"ENG wt Allele","Basal Forebrain","6"
"GPER1 gene","Basal Forebrain","6"
"GPER wt Allele","Basal Forebrain","6"
"APP gene","Basal Forebrain","6"
"KISS1 Gene","Ventral premammillary nucleus","6"
"AVP wt Allele","Brodmann area 18","6"
"RPL5 wt Allele","Posterolateral auditory cortex","6"
"LINC01194 gene","Posterolateral auditory cortex","6"
"Wild Type","Rostrotemporal auditory area","6"
"BDNF Gene","Rostrotemporal auditory area","6"
"TNF Gene","Rostrotemporal auditory area","6"
"TCEA1 Gene","Cortex, Primary Motor","6"
"TCEA1 wt Allele","Cortex, Primary Motor","6"
"ELK3 Gene","Cortex, Primary Motor","6"
"EPHB1 Gene","Cortex, Primary Motor","6"
"ELK3 wt Allele","Cortex, Primary Motor","6"
"GFAP gene","Cortex, Primary Motor","6"
