"brainregion","disease","count"
"Cerebral cortex","Vascular Diseases","3"
"Cerebral cortex","Gaucher Disease","3"
"Cerebral cortex","Immunologic Deficiency Syndromes","3"
"Cerebral cortex","Complex Regional Pain Syndromes","3"
"Cerebral cortex","Sensory Disorders","3"
"Cerebral cortex","Melkersson-Rosenthal Syndrome","3"
"Cerebral cortex","Behavioral syndrome associated with physiological disturbance and physical factors","3"
"Cerebral cortex","Urethral Diseases","3"
"Cerebral cortex","Marfan Syndrome","3"
"Cerebral cortex","Anxiety Disorders","3"
"Cerebral cortex","Chronic Fatigue Syndrome","3"
"Cerebral cortex","Post-Traumatic Stress Disorder","3"
"Cerebral cortex","Milroy Disease","3"
"Cerebral cortex","Conversion disorder","3"
"Cerebral cortex","Celiac Disease","3"
"Cerebral cortex","motor disorder","3"
"Cerebral cortex","Sleep Disorders","3"
"Cerebral cortex","Antiphospholipid Syndrome","3"
"Cerebral cortex","Developmental reading disorder","3"
"Cerebral cortex","Renal tubular disorder","3"
"Cerebral cortex","Chimera (disorder)","3"
"Cerebral cortex","Ataxia as late effect of cerebrovascular disease","3"
"Cerebral cortex","Mitochondrial Diseases","3"
"Cerebral cortex","Stiff-Person Syndrome","3"
"Cerebral cortex","Cyclical vomiting syndrome (disorder)","3"
"Cerebral cortex","Chronic Kidney Diseases","3"
"Cerebral cortex","Skin endocrine disorder","3"
"Cerebral cortex","Lysosomal Storage Diseases","3"
"Cerebral Peduncle","Neurotoxicity Syndromes","3"
"Cerebral Peduncle","Syndrome","3"
"Cerebral Peduncle","Functional disorder","3"
"Cerebral Ventricles","Liver diseases","3"
"Structure of choroid plexus","Functional disorder","3"
"Claustral structure","Spinal Cord Diseases","3"
"Cochlear Nerve","Functional disorder","3"
"Corpus Callosum","Hamartoma Syndrome, Multiple","3"
"Corpus Callosum","Syndrome","3"
"Corpus Callosum","Prune Belly Syndrome","3"
"Corpus Callosum","Niemann-Pick Disease, Type C","3"
"Corpus Callosum","neuropathology disease","3"
"Corpus Callosum","Parkinson Disease","3"
"Corpus Callosum","Menkes Kinky Hair Syndrome","3"
"Corpus striatum structure","Behavioral syndrome associated with physiological disturbance and physical factors","3"
"Corpus striatum structure","Communicable Diseases","3"
"Corpus striatum structure","Mucocutaneous Lymph Node Syndrome","3"
"Corpus striatum structure","Degenerative disorder","3"
"Corpus striatum structure","Rett Syndrome","3"
"Corpus striatum structure","Virus Diseases","3"
"Corpus striatum structure","Acute infectious disease","3"
"Corpus striatum structure","Behavior Disorders","3"
"Corpus striatum structure","Gilles de la Tourette syndrome","3"
"Corpus striatum structure","Attention deficit hyperactivity disorder","3"
"Corpus striatum structure","Hypertrophic disorder of skin, unspecified","3"
"Corpus striatum structure","Hereditary Diseases","3"
"Corpus striatum structure","Chorea Acanthocytosis Syndrome","3"
"Structure of diencephalon","Disease Progression","3"
"Structure of diencephalon","Disorders, Mental","3"
"Structure of diencephalon","Parkinson Disease","3"
"Structure of diencephalon","Syndrome","3"
"Structure of diencephalon","Pervasive Development Disorder","3"
"Structure of diencephalon","Disorder nervous system","3"
"Structure of dorsomedial hypothalamic nucleus","Hypertensive disease","3"
"Ependyma","Disorder of pineal gland","3"
"Lobe, Frontal","Psychotic Disorders","3"
"Lobe, Frontal","Hamartoma Syndrome, Multiple","3"
"Lobe, Frontal","Hypertrophic disorder of skin, unspecified","3"
"Lobe, Frontal","Rett Syndrome","3"
"Lobe, Frontal","Moyamoya Disease","3"
"Lobe, Frontal","Creutzfeldt-Jakob Disease, Sporadic","3"
"Lobe, Frontal","Shy-Drager Syndrome","3"
"Lobe, Frontal","Obsessive-Compulsive Disorder","3"
"Globus Pallidus","Movement Disorders","3"
"Globus Pallidus","neuropathology disease","3"
"Gyrus Cinguli","Major Depressive Disorder","3"
"Gyrus Cinguli","Fragile X Tremor Ataxia Syndrome","3"
"Gyrus Cinguli","Bipolar Disorder","3"
"Auditory Hair Cell","Neurotoxicity Syndromes","3"
"Inner Auditory Hair Cells","Auditory neuropathy spectrum disorder","3"
"BRAIN, HIPPOCAMPUS","Amnestic disorder","3"
"BRAIN, HIPPOCAMPUS","Inflammatory disorder","3"
"BRAIN, HIPPOCAMPUS","Chimera (disorder)","3"
"BRAIN, HIPPOCAMPUS","Lens Diseases","3"
"BRAIN, HIPPOCAMPUS","Jet Lag Syndrome","3"
"BRAIN, HIPPOCAMPUS","Movement Disorders","3"
"BRAIN, HIPPOCAMPUS","Disease of thymus gland","3"
"BRAIN, HIPPOCAMPUS","Migraine Disorders","3"
"BRAIN, HIPPOCAMPUS","Sleep Disorders","3"
"BRAIN, HIPPOCAMPUS","Diseases of inner ear","3"
"BRAIN, HIPPOCAMPUS","Cushing Syndrome","3"
"BRAIN, HIPPOCAMPUS","Behcet Syndrome","3"
"BRAIN, HIPPOCAMPUS","Cardiovascular Diseases","3"
"BRAIN, HIPPOCAMPUS","Premenstrual syndrome","3"
"BRAIN, HIPPOCAMPUS","Attention deficit hyperactivity disorder","3"
"BRAIN, HIPPOCAMPUS","Werner Syndrome","3"
"BRAIN, HIPPOCAMPUS","Immunoglobulin A deficiency (disorder)","3"
"BRAIN, HIPPOCAMPUS","Obsessive-Compulsive Disorder","3"
"BRAIN, HIPPOCAMPUS","Creutzfeldt-Jakob disease","3"
"BRAIN, HIPPOCAMPUS","Drug effect disorder","3"
"BRAIN, HIPPOCAMPUS","Allergic rhinitis NOS (disorder)","3"
"BRAIN, HIPPOCAMPUS","Paramyotonia congenita (disorder)","3"
"BRAIN, HIPPOCAMPUS","Opitz-Frias syndrome","3"
"BRAIN, HIPPOCAMPUS","Mitochondrial Diseases","3"
"BRAIN, HIPPOCAMPUS","Noonan Syndrome","3"
"BRAIN, HIPPOCAMPUS","Prediabetes syndrome","3"
"BRAIN, HIPPOCAMPUS","Leigh Disease","3"
"Hypothalamic Area, Lateral","Liver diseases","3"
"Hypothalamic Area, Lateral","Carpal Tunnel Syndrome","3"
"Hypothalamic Area, Lateral","Thyroid Diseases","3"
"Hypothalamic Area, Lateral","Retinal Diseases","3"
"Hypothalamic Area, Lateral","Narcolepsy-Cataplexy Syndrome","3"
"Hypothalamic Area, Lateral","Rabies (disorder)","3"
"Hypothalamic structure","Van der Woude syndrome","3"
"Hypothalamic structure","Syndrome, Bloch-Sulzberger","3"
"Hypothalamic structure","Major Depressive Disorder","3"
"Hypothalamic structure","Klinefelter Syndrome","3"
"Hypothalamic structure","neuropathology disease","3"
"Hypothalamic structure","Endocrine System Diseases","3"
"Hypothalamus, Anterior","Van der Woude syndrome","3"
"Hypothalamus, Middle","cortex bone disorders","3"
"Posterior Hypothalamic Region","Depressive disorder","3"
"Posterior Hypothalamic Region","Hypertensive disease","3"
"Posterior Hypothalamic Region","Spinal Cord Diseases","3"
"Inferior Colliculus","Ear Diseases","3"
"Insula of Reil","Spinal Cord Diseases","3"
"Insula of Reil","Anxiety Disorders","3"
"Insula of Reil","Parkinson Disease","3"
"Insula of Reil","Major Depressive Disorder","3"
"Insula of Reil","Functional disorder","3"
"Insula of Reil","Lewy Body Disease","3"
"Limbic System","neuropathology disease","3"
"Limbic System","Major Depressive Disorder","3"
"Structure of locus ceruleus","Wernicke-Korsakoff Syndrome","3"
"Structure of locus ceruleus","Hypertensive disease","3"
"Structure of locus ceruleus","Polycystic Ovary Syndrome","3"
"Structure of locus ceruleus","Parkinsonian Disorders","3"
"Structure of locus ceruleus","Pervasive Development Disorder","3"
"Structure of locus ceruleus","Cat-Scratch Disease","3"
"Structure of locus ceruleus","Congenital secretory diarrhea, sodium type (disorder)","3"
"Structure of locus ceruleus","Rett Syndrome","3"
"Structure of locus ceruleus","Herpes zoster disease","3"
"Structure of locus ceruleus","Migraine Disorders","3"
"Structure of locus ceruleus","Binge eating disorder","3"
"Structure of locus ceruleus","Prader-Willi Syndrome","3"
"Mammillary body structure","Major Depressive Disorder","3"
"Mammillary body structure","Wernicke-Korsakoff Syndrome","3"
"Mammillary body structure","Mesulam Syndrome","3"
"Mammillary body structure","Alzheimer's Disease","3"
"Structure of median forebrain bundle","Prune Belly Syndrome","3"
"Median eminence of hypothalamus","Liver diseases","3"
"Median eminence of hypothalamus","Thyroid Diseases","3"
"Medulla Oblongata","Deglutition Disorders","3"
"Medulla Oblongata","Migraine Disorders","3"
"Medulla Oblongata","Sensitization (disorder)","3"
"Medulla Oblongata","Neurotoxicity Syndromes","3"
"Medulla Oblongata","Van der Woude syndrome","3"
"Medulla Oblongata","Autonomic nervous system disorders","3"
"Medulla Oblongata","Thyroid Diseases","3"
"Medulla Oblongata","Meningeal disorder","3"
"Medulla Oblongata","Rett Syndrome","3"
"Medulla Oblongata","Chronic Fatigue Syndrome","3"
"Medulla Oblongata","Lateral Medullary Syndrome","3"
"Midbrain structure","Mood Disorders","3"
"Midbrain structure","Syndrome","3"
"Motor Cortex","Feline urological syndrome","3"
"Motor Cortex","Shy-Drager Syndrome","3"
"Motor Cortex","Peripheral Arterial Diseases","3"
"Nucleus Accumbens","Oculorespiratory syndrome","3"
"Nucleus Accumbens","Fetal Alcohol Syndrome","3"
"Nucleus Accumbens","Drug withdrawal syndrome","3"
"Nucleus Accumbens","Mood Disorders","3"
"Nucleus Accumbens","Acute infectious disease","3"
"Nucleus Accumbens","Binge eating disorder","3"
"Occipital lobe","Neurodegenerative Disorders","3"
"Occipital lobe","Demyelinating Diseases","3"
"Occipital lobe","DISORDERS OF THE OPTIC NERVE","3"
"Structure of olfactory bulb","Virus Diseases","3"
"Structure of olfactory bulb","Gilles de la Tourette syndrome","3"
"Structure of olfactory bulb","Timothy syndrome","3"
"Structure of olfactory bulb","Huntington Disease","3"
"Structure of olfactory bulb","Dysequilibrium syndrome","3"
"Olfactory Nerve","Nose Diseases","3"
"Olfactory Nerve","Pituitary Diseases","3"
"Olfactory Nerve","DISORDERS OF THE OPTIC NERVE","3"
"Olfactory Pathways","Alzheimer's Disease","3"
"Structure of paraventricular nucleus","Syndrome","3"
"Structure of paraventricular nucleus","Mitral Valve Prolapse Syndrome","3"
"Structure of paraventricular nucleus","Hashimoto Disease","3"
"Structure of paraventricular nucleus","Functional disorder","3"
"Parietal Lobe","Autistic Disorder","3"
"Parietal Lobe","Disorders, Mental","3"
"Parietal Lobe","Sensitization (disorder)","3"
"Parietal Lobe","Mucocutaneous Lymph Node Syndrome","3"
"Pineal gland","Spinal Cord Diseases","3"
"Pineal gland","Skin endocrine disorder","3"
"Pineal gland","Functional disorder","3"
"Pineal gland","Parkinson Disease","3"
"Pineal gland","Autistic Disorder","3"
"Pituitary Gland","Meningeal disorder","3"
"Pituitary Gland","Salivary Gland Diseases","3"
"Pituitary Gland","Neurodegenerative Disorders","3"
"Pontine structure","Stress Disorders, Traumatic","3"
"Pontine structure","Depressive disorder","3"
"Pontine structure","Disease Progression","3"
"Preoptic Areas","Nose Diseases","3"
"Preoptic Areas","Disorder of pineal gland","3"
"Preoptic Areas","Van der Woude syndrome","3"
"Purkinje Cells","Mucocutaneous Lymph Node Syndrome","3"
"Purkinje Cells","Camurati-Engelmann Syndrome","3"
"Purkinje Cells","Thyroid Diseases","3"
"Purkinje Cells","Eosinophilic disorder","3"
"Purkinje Cells","Developmental delay (disorder)","3"
"Purkinje Cells","Peripheral Arterial Diseases","3"
"Purkinje Cells","Fetal Alcohol Syndrome","3"
"Purkinje Cells","Shwachman syndrome","3"
"Structure of putamen","Lewy Body Disease","3"
"Pyramidal Tracts","Parkinsonian Disorders","3"
"Pyramidal Tracts","Neu-Laxova syndrome","3"
"Nuclei, Raphe","Hashimoto Disease","3"
"Nuclei, Raphe","Alzheimer's Disease","3"
"Red nucleus structure","Retinal Diseases","3"
"Hindbrain","Disorder nervous system","3"
"Hindbrain","Skin endocrine disorder","3"
"Hindbrain","Niemann-Pick Disease, Type C","3"
"Somatosensory Cortex","Fetal Alcohol Syndrome","3"
"Somatosensory Cortex","Griscelli syndrome type 2","3"
"Stria Vascularis","Functional disorder","3"
"Area striata structure","Leigh Disease","3"
"Area striata structure","Functional disorder","3"
"Substantia nigra structure","Motor Neuron Disease","3"
"Substantia nigra structure","Eosinophilic disorder","3"
"Substantia nigra structure","Communicable Diseases","3"
"Substantia nigra structure","Down Syndrome","3"
"Substantia nigra structure","Machado-Joseph Disease","3"
"Tectum Mesencephali","Disease Progression","3"
"Tegmentum Mesencephali","Retinal Diseases","3"
"Tegmentum Mesencephali","Norrie disease","3"
"Telencephalon","Meningeal disorder","3"
"Temporal Lobe","Pervasive Development Disorder","3"
"Temporal Lobe","Memory Disorders","3"
"Temporal Lobe","Psychotic Disorders","3"
"Temporal Lobe","Bipolar Disorder","3"
"Temporal Lobe","Ataxia as late effect of cerebrovascular disease","3"
"Thalamic Nuclei","Parkinson Disease","3"
"Thalamic Nuclei","Migraine Disorders","3"
"Thalamic structure","Central pain syndrome","3"
"Thalamic structure","Dystonia Disorders","3"
"Thalamic structure","Rabies (disorder)","3"
"Thalamic structure","Neurodegenerative Disorders","3"
"Thalamic structure","Hypertrophic disorder of skin, unspecified","3"
"Thalamic structure","Disorder nervous system","3"
"Thalamic structure","Huntington Disease","3"
"Thalamic structure","Sensitization (disorder)","3"
"Thalamic structure","Wernicke-Korsakoff Syndrome","3"
"Thalamic structure","Prion Diseases","3"
"Thalamic structure","Lewy Body Disease","3"
"Thalamic structure","Mucocutaneous Lymph Node Syndrome","3"
"Thalamic structure","Peripheral Arterial Diseases","3"
"Thalamic structure","Phantom limb syndrome","3"
"Thalamic structure","Hypertensive disease","3"
"Thalamic structure","Marfan Syndrome","3"
"Trigeminal Nuclei","Peripheral Arterial Diseases","3"
"Structure of trigeminal nerve spinal tract nucleus","Sensitization (disorder)","3"
"Structure of trigeminal nerve spinal tract nucleus","Corneal Diseases","3"
"Structure of ventromedial hypothalamic nucleus","Hypertensive disease","3"
"Structure of ventromedial hypothalamic nucleus","Spinal Cord Diseases","3"
"Structure of ventromedial hypothalamic nucleus","Depressive disorder","3"
"Vestibular Nerve","Diseases of inner ear","3"
"Vestibular nucleus structure","Depressive disorder","3"
"Vestibular nucleus structure","Sensitization (disorder)","3"
"Visual Cortex","Leigh Disease","3"
"Visual Cortex","Syndrome, Bloch-Sulzberger","3"
"Visual Cortex","Hamartoma Syndrome, Multiple","3"
"Prosencephalon","Syndrome, Bloch-Sulzberger","3"
"Prosencephalon","Major Depressive Disorder","3"
"Prosencephalon","Kallmann Syndrome","3"
"Prosencephalon","Dysequilibrium syndrome","3"
"Prosencephalon","neuropathology disease","3"
"Prosencephalon","Mucocutaneous Lymph Node Syndrome","3"
"Prosencephalon","Parkinsonian Disorders","3"
"Prosencephalon","Lewy Body Disease","3"
"Prosencephalon","Thoracic Outlet Syndrome","3"
"Prosencephalon","Down Syndrome","3"
"Prosencephalon","Sensitization (disorder)","3"
"Dentate nucleus","Functional disorder","3"
"Dentate nucleus","Clinically isolated syndrome","3"
"Lateral ventricle structure","Liver diseases","3"
"Structure of superior frontal gyrus","Alzheimer's Disease","3"
"Inferior frontal gyrus","Autism Spectrum Disorders","3"
"Inferior frontal gyrus","Autistic Disorder","3"
"Inferior parietal lobule","Autism Spectrum Disorders","3"
"Inferior parietal lobule","Pervasive Development Disorder","3"
"Structure of angular gyrus","Van der Woude syndrome","3"
"Structure of angular gyrus","Behcet Syndrome","3"
"Structure of angular gyrus","Disorder nervous system","3"
"Structure of angular gyrus","Gardner Syndrome","3"
"Structure of precuneus","Mild cognitive disorder","3"
"Structure of dentate gyrus","Feline urological syndrome","3"
"Structure of dentate gyrus","Anxiety Disorders","3"
"Structure of dentate gyrus","Down Syndrome","3"
"Structure of dentate gyrus","Meconium Aspiration Syndrome","3"
"Structure of dentate gyrus","McCune-Albright Syndrome","3"
"Structure of dentate gyrus","Macrophage Activation Syndrome","3"
"Structure of dentate gyrus","Disorder nervous system","3"
"Structure of dentate gyrus","Brain Diseases","3"
"Structure of dentate gyrus","Prune Belly Syndrome","3"
"Structure of dentate gyrus","Stress Disorders, Traumatic","3"
"Structure of dentate gyrus","Fragile X Syndrome","3"
"Fimbria of hippocampus","cortex bone disorders","3"
"Structure of subiculum hippocampi","Bloom Syndrome","3"
"Structure of subiculum hippocampi","Spinal Cord Diseases","3"
"Structure of subiculum hippocampi","Psychotic Disorders","3"
"Structure of subiculum hippocampi","Shy-Drager Syndrome","3"
"Structure of subiculum hippocampi","Van der Woude syndrome","3"
"Corpus callosum splenium","Pervasive Development Disorder","3"
"Structure of body of corpus callosum","Obsessive-Compulsive Disorder","3"
"Lamina Terminalis","Skin endocrine disorder","3"
"Lamina Terminalis","Alzheimer's Disease","3"
"Structure of forceps minor","Mild cognitive disorder","3"
"Structure of forceps minor","Saethre-Chotzen Syndrome","3"
"Posterior cerebral commissure","Syndrome, Bloch-Sulzberger","3"
"Structure of supracallosal gyrus","Langer-Giedion Syndrome","3"
"Structure of supracallosal gyrus","Lennox-Gastaut syndrome","3"
"Fornix, Brain","DISORDERS OF THE OPTIC NERVE","3"
"Structure of anterior commissure","Parkinson Disease","3"
"Internal capsule of brain","Ear Diseases","3"
"Internal capsule of brain","Obsessive-Compulsive Disorder","3"
"Internal capsule of brain","Syndrome","3"
"Internal capsule of brain","Alcohol withdrawal syndrome","3"
"External capsule","Spinal Cord Diseases","3"
"External capsule","Irritable Bowel Syndrome","3"
"External capsule","Prune Belly Syndrome","3"
