"gene","disease","count"
"HCRT Gene","Disorder nervous system","8"
"HCRT Gene","Reproduction","8"
"HTT gene","Progressive supranuclear palsy","8"
"HTT gene","Injury due to exposure to external cause","8"
"HTT gene","Autism Spectrum Disorders","8"
"HP Gene","Anoxia","8"
"HSF1 Gene","Amyotrophic Lateral Sclerosis","8"
"IAPP Gene","Diabetes Mellitus","8"
"KL Gene","Malnutrition","8"
"LEP Gene","Physical activity","8"
"LEP Gene","Pain","8"
"LEP Gene","Anxiety","8"
"MAP1LC3A Gene","Cessation of life","8"
"MAP1LC3A Gene","Death (finding)","8"
"MPZ gene","Metabolic","8"
"MPZ gene","Van der Woude syndrome","8"
"MRC1 Gene","Coitus","8"
"MRC1 Gene","Sex Behavior","8"
"MRC1 Gene","Congenital glucose-galactose malabsorption","8"
"MSN Gene","Withdrawal","8"
"MSN Gene","Sensitization (disorder)","8"
"MSN Gene","Coitus","8"
"MTR Gene","Experimental Autoimmune Encephalomyelitis","8"
"MTR Gene","Metabolic","8"
"MTR Gene","Clinically isolated syndrome","8"
"MTR Gene","Mass of body structure","8"
"MTR Gene","Inflammation","8"
"MUC1 Gene","Neoplasms","8"
"NES Gene","Traumatic Brain Injury","8"
"NES Gene","Malnutrition","8"
"NES Gene","Niemann-Pick Disease, Type C","8"
"NES Gene","Cerebrovascular accident","8"
"NGF Gene","Ache","8"
"NGF Gene","Hypertrophy","8"
"NGF Gene","Pheochromocytoma","8"
"NGF Gene","Inflammation","8"
"NGF Gene","Impaired cognition","8"
"NGF Gene","Down Syndrome","8"
"NGF Gene","Genetic Carriers","8"
"NOS2 Gene","Injury due to exposure to external cause","8"
"PNP Gene","Malnutrition","8"
"PNP Gene","Pathology processes","8"
"PNP Gene","Abnormal degeneration","8"
"PNP Gene","biologic degeneration","8"
"NPY Gene","Varicosity","8"
"NPY Gene","Pituitary Diseases","8"
"NPY Gene","Sarcoma, Synovial","8"
"NPY Gene","Sweet Syndrome","8"
"NPY Gene","Hyperphagia","8"
"NR3C2 Gene","Congenital glucose-galactose malabsorption","8"
"NR4A3 Gene","Ischemia","8"
"NR4A3 Gene","Retinal Diseases","8"
"NR4A3 Gene","Neurodegenerative Disorders","8"
"OXT Gene","DEPRESSION MENTAL","8"
"OXT Gene","Depressive disorder","8"
"OXT Gene","Cancer patients and suicide and depression","8"
"OXT Gene","Body Weight","8"
"OXT Gene","Ethanol","8"
"OXT Gene","Pathogenesis","8"
"OXT Gene","Varicosity","8"
"OXT Gene","Pain","8"
"PARK2 gene","Toxic effect","8"
"PDZK1 Gene","Injury due to exposure to external cause","8"
"PODXL Gene","Huntington Disease","8"
"PODXL Gene","Impaired health","8"
"PPARA Gene","Oxidative Stress","8"
"PPARA Gene","Alzheimer's Disease","8"
"PPARA Gene","Brain Injuries","8"
"PRL Gene","Hyperprolactinemia","8"
"PRL Gene","Lesion","8"
"PRNP gene","Neurofibrillary degeneration (morphologic abnormality)","8"
"PRNP gene","Encephalopathy, Bovine Spongiform","8"
"PRNP gene","Disease Progression","8"
"PRNP gene","Hypersensitivity","8"
"PRNP gene","Cell Death","8"
"PRNP gene","Fatal Familial Insomnia","8"
"PROC Gene","Huntington Disease","8"
"PROC Gene","Impaired health","8"
"PSEN1 gene","Metabolic","8"
"PSEN1 gene","Amyloidosis","8"
"PSEN1 gene","Newborn (finding)","8"
"PSEN1 gene","Gliosis","8"
"RASA1 Gene","Ethanol","8"
"RASA1 Gene","Dental Plaque","8"
"RASA1 Gene","Cutaneous plaque","8"
"RASA1 Gene","Senile Plaques","8"
"RASA1 Gene","Alzheimer's Disease","8"
"RBL1 Gene","Retinoblastoma","8"
"RELN Gene","Impaired cognition","8"
"RELN Gene","Primary amyloidosis","8"
"S100B Gene","Alzheimer's Disease","8"
"SH2D1A gene","Hypersensitivity","8"
"SIRT2 Gene","Dysplastic Nevus","8"
"SLC12A2 Gene","Hypoxia","8"
"SLC1A2 Gene","Drug Tolerance","8"
"SMN1 gene","Spinal Cord Diseases","8"
"SMN1 gene","Motor Neuron Disease","8"
"SMN1 gene","Muscular Atrophy","8"
"SQSTM1 Gene","Frontotemporal Lobar Degeneration","8"
"SQSTM1 Gene","Impaired health","8"
"SYP Gene","Ischemia","8"
"SYP Gene","Memory impairment","8"
"TARDBP Gene","Presenile dementia","8"
"TARDBP Gene","Spinal Cord Diseases","8"
"TH gene","Signs and Symptoms","8"
"TH gene","Atrophic","8"
"TH gene","Van der Woude syndrome","8"
"TH gene","Cell Death","8"
"TH gene","Traumatic injection site","8"
"TRH Gene","Spinal Cord Diseases","8"
"UBE3A gene","Malnutrition","8"
"UBE3A gene","Autistic Disorder","8"
"VIM gene","Gliosis","8"
"VIM gene","cortex bone disorders","8"
"TNFRSF21 Gene","Alzheimer's Disease","8"
"ACE2 Gene","Infection","8"
"NPRL3 Gene","Mucocutaneous Lymph Node Syndrome","8"
"NPRL3 Gene","Bulbo-Spinal Atrophy, X-Linked","8"
"SHANK3 Gene","Congenital Abnormality","8"
"SHANK3 Gene","Functional disorder","8"
"SIRT1 Gene","Drug Tolerance","8"
"SIRT1 Gene","Spinal Cord Diseases","8"
"SIRT1 Gene","Inflammation","8"
"SIRT1 Gene","Disease Progression","8"
"NLRP3 Gene","Alzheimer's Disease","8"
"NLRP3 Gene","Ischemia","8"
"LITAF gene","Birth","8"
"LITAF gene","Chemosensitization/Potentiation","8"
"LITAF gene","Hamartoma Syndrome, Multiple","8"
"LITAF gene","Signs and Symptoms","8"
"LITAF gene","Edema","8"
"POSTN Gene","Glioblastoma","8"
"POSTN Gene","Glioblastoma Multiforme","8"
"CARD8 Gene","Impaired health","8"
"CARD8 Gene","Nerve Degeneration","8"
"SARM1 Gene","Abnormal degeneration","8"
"ARX gene","Intellectual Disability","8"
"LRRK2 gene","neuropathology disease","8"
"LRRK2 gene","Patient Outcome - Died","8"
"CHD7 gene","CHARGE Syndrome","8"
"C9orf72 Gene","Impaired health","8"
"C9orf72 Gene","Shy-Drager Syndrome","8"
"KDM1A Gene","Nerve Degeneration","8"
"GLS2 Gene","Frontotemporal dementia","8"
"GLS2 Gene","Diabetes Mellitus","8"
"GLS2 Gene","Van der Woude syndrome","8"
"CX3CR1 Gene","Alzheimer's Disease","8"
"CP Gene","Oxidative Stress","8"
"SLC7A5 Gene","cortex bone disorders","8"
"SLC7A5 Gene","Birth","8"
"TF gene","Spinal Cord Diseases","8"
"MAPT gene","Syndrome","8"
"MAPT gene","GRN-related frontotemporal dementia","8"
"MAPT gene","Cutaneous plaque","8"
"Tumor Necrosis Factor-alpha","Fever","8"
"Tumor Necrosis Factor-alpha","Rheumatoid Arthritis","8"
"Tumor Necrosis Factor-alpha","Body Weight","8"
"Tumor Necrosis Factor-alpha","Brain Edema","8"
"Tumor Necrosis Factor-alpha","Therapeutic radiology procedure","8"
"Retinoic Acid Response Element","Demyelination","8"
"Retinoic Acid Response Element","Multiple Sclerosis","8"
"Retinoic Acid Response Element","Dysembryoplastic neuroepithelial tumor","8"
"Retinoic Acid Response Element","Huntington Disease","8"
"Retinoic Acid Response Element","Movement Disorders","8"
"Retinoic Acid Response Element","Metabolic Diseases","8"
"Retinoic Acid Response Element","Brain Neoplasms","8"
"Retinoic Acid Response Element","Genetic Carriers","8"
"Long Interspersed Element","Muscle strain","8"
"Long Interspersed Element","Unipolar Depression","8"
"Long Interspersed Element","Neuralgia","8"
"Long Interspersed Element","Neuropathic pain","8"
"Long Interspersed Element","Brain Injuries","8"
"Long Interspersed Element","Saccades","8"
"Long Interspersed Element","Pityriasis Rubra Pilaris","8"
"Long Interspersed Element","Autistic Disorder","8"
"Long Interspersed Element","Bipolar Disorder","8"
"Long Interspersed Element","Aggressive reaction","8"
"Long Interspersed Element","Polycythemia Vera","8"
"estrogen receptor alpha, human","Physical shape","8"
"estrogen receptor alpha, human","Aortic Valve Insufficiency","8"
"estrogen receptor alpha, human","Adverse reactions","8"
"estrogen receptor alpha, human","Amelogenesis imperfecta nephrocalcinosis","8"
"KNG1 Gene","Inflammation","8"
"MIR223 Gene","Febrile Convulsions","8"
"NDOR1 Gene","cortex bone disorders","8"
"PARP1 Gene","Oxidative Stress","8"
"PLOD1 gene","Malnutrition","8"
"PYCARD Gene","Glioblastoma","8"
"EHMT1 Gene","Subarachnoid Hemorrhage","8"
"TUBB3 Gene","Syndrome","8"
"ADIPOQ Gene","Metabolic","8"
"CD200 Gene","Methamphetamine","8"
"GLS2 wt Allele","Frontotemporal dementia","8"
"GLS2 wt Allele","Diabetes Mellitus","8"
"GLS2 wt Allele","Van der Woude syndrome","8"
"GC wt Allele","Seizures","8"
"S100A12 wt Allele","Spinal Cord Diseases","8"
"S100A12 wt Allele","Pain","8"
"S100A12 wt Allele","Hypersensitivity","8"
"FGFR1 wt Allele","Extravasation","8"
"FGFR1 wt Allele","Functional disorder","8"
"POMC wt Allele","Injury due to exposure to external cause","8"
"ENG wt Allele","Swelling","8"
"ENG wt Allele","Dependence","8"
"ENG wt Allele","Hyperoxia","8"
"ENG wt Allele","Anxiety","8"
"ENG wt Allele","Depressive disorder","8"
"ENG wt Allele","Cancer patients and suicide and depression","8"
"ENG wt Allele","Multiple Sclerosis","8"
"ENG wt Allele","Hypoglycemia","8"
"HIF1A wt Allele","Anoxia","8"
"S100A9 wt Allele","Hypoxia","8"
"S100A9 wt Allele","Ethanol","8"
"S100A8 wt Allele","cortex bone disorders","8"
"MSMB wt Allele","Tauopathies","8"
"ABCB6 wt Allele","Cell Death","8"
"ABCB6 wt Allele","Creutzfeldt-Jakob disease","8"
"SOD1 wt Allele","GRN-related frontotemporal dementia","8"
"SOD1 wt Allele","Impaired cognition","8"
"SUB1 wt Allele","Physical shape","8"
"SUB1 wt Allele","Ethanol","8"
"TLR3 wt Allele","Ethanol","8"
"CREB1 wt Allele","Anoxia","8"
"CREB1 wt Allele","Physical shape","8"
"CREB1 wt Allele","Cerebral Infarction","8"
"CREB1 wt Allele","Functional disorder","8"
"CREB1 wt Allele","Paroxysmal kinesigenic choreoathetosis","8"
"CRH wt Allele","Body Weight","8"
"CCL2 wt Allele","Inflammation","8"
"CD36 wt Allele","Impaired cognition","8"
"FOSB wt Allele","Cocaine","8"
"FLT4 wt Allele","Nail-Patella Syndrome","8"
"FGFR3 wt Allele","Achondroplasia","8"
"AR wt Allele","Alzheimer's Disease","8"
"AR wt Allele","Hypersensitivity","8"
"AR wt Allele","Seizures","8"
"HOXA10 wt Allele","Pain","8"
"CDKN2A wt Allele","Anoxia","8"
"CDKN2A wt Allele","Hypersensitivity","8"
"SILV wt Allele","Lesion","8"
"SILV wt Allele","Spinal Cord Diseases","8"
"SILV wt Allele","Ethanol","8"
"PGR wt Allele","Toxic effect","8"
"LYST wt Allele","Chediak-Higashi Syndrome","8"
"DHPS wt Allele","Hypersensitivity","8"
"DHPS wt Allele","Cocaine","8"
"FOXC2 wt Allele","Injury due to exposure to external cause","8"
"NR3C1 wt Allele","Anxiety","8"
"NR3C1 wt Allele","Amyotrophic Lateral Sclerosis","8"
"ELK3 wt Allele","Malnutrition","8"
"ELK3 wt Allele","Epilepsy","8"
"ELK3 wt Allele","Depressive disorder","8"
"ELK3 wt Allele","Cancer patients and suicide and depression","8"
"ELK3 wt Allele","Chemosensitization/Potentiation","8"
"HTATIP wt Allele","Spinal Cord Diseases","8"
"HTATIP wt Allele","Nerve Degeneration","8"
"HTATIP wt Allele","Spinal Cord Injuries","8"
"NOS1 wt Allele","Anoxia","8"
"NOS1 wt Allele","Ischemia","8"
"NPY wt Allele","Sarcoma, Synovial","8"
"NPY wt Allele","Sweet Syndrome","8"
"MAPK3 wt Allele","DEPRESSION MENTAL","8"
"MAPK3 wt Allele","Depressive disorder","8"
"MAPK3 wt Allele","Cancer patients and suicide and depression","8"
"MAPK3 wt Allele","Inflammation","8"
"MAPK3 wt Allele","Cerebral Hemorrhage","8"
"TP53 wt Allele","Necrosis","8"
"TP53 wt Allele","Pathogenesis","8"
"TP53 wt Allele","Glioma","8"
"TP53 wt Allele","Brain Injuries","8"
"TP53 wt Allele","Pathology processes","8"
"TP53 wt Allele","Methamphetamine","8"
"APP wt Allele","Ischemia","8"
"ATP8A2 wt Allele","Hamartoma Syndrome, Multiple","8"
"ATP8A2 wt Allele","Cortical cataract","8"
"ATP8A2 wt Allele","Lesion","8"
"ATP8A2 wt Allele","Pathogenesis","8"
"ATP8A2 wt Allele","Traumatic Brain Injury","8"
"ATP8A2 wt Allele","Ethanol","8"
"HPSE wt Allele","Hepatoerythropoietic Porphyria","8"
"MAP3K14 wt Allele","Epilepsy","8"
"MAP3K14 wt Allele","Ichthyosis linearis circumflexa","8"
"MAP3K14 wt Allele","Nevus comedonicus","8"
"TLR4 wt Allele","Cerebral Ischemia","8"
"TLR4 wt Allele","Seizures","8"
"TLR4 wt Allele","Cerebral Hemorrhage","8"
"TLR4 wt Allele","Impaired cognition","8"
"TLR4 wt Allele","Functional disorder","8"
"SLC25A4 wt Allele","Ethanol","8"
"SLC2A1 wt Allele","cortex bone disorders","8"
"TFRC wt Allele","Contusions","8"
"TFRC wt Allele","Hodgkin Disease","8"
"MAPK8 wt Allele","Paroxysmal kinesigenic choreoathetosis","8"
"MAPK8 wt Allele","biologic degeneration","8"
"MAPK8 wt Allele","Impaired cognition","8"
"MAPK8 wt Allele","Traumatic Brain Injury","8"
"MAPK14 wt Allele","Therapeutic radiology procedure","8"
"TLR2 wt Allele","Ethanol","8"
"TLR2 wt Allele","Cerebral Hemorrhage","8"
"TYMS wt Allele","Glioblastoma","8"
"CDKN2B wt Allele","Physical shape","8"
"CDKN2B wt Allele","Ethanol","8"
"CYP19A1 wt Allele","Cerebral Infarction","8"
"CSPG4 wt Allele","Demyelination","8"
"CSPG4 wt Allele","Glioblastoma Multiforme","8"
"CSPG4 wt Allele","Malnutrition","8"
"CALCA wt Allele","Inflammation","8"
"CALCA wt Allele","Cerebral atrophy","8"
"CALCA wt Allele","Pain","8"
"CD82 wt Allele","Kidney Failure, Chronic","8"
"CD82 wt Allele","Dependence","8"
"RBL2 wt Allele","Retinoblastoma","8"
"MAPK1 wt Allele","Cerebral Infarction","8"
"RANGAP1 wt Allele","Ichthyosis linearis circumflexa","8"
"RANGAP1 wt Allele","Edema","8"
"RANGAP1 wt Allele","Shwachman syndrome","8"
"RANGAP1 wt Allele","Physical shape","8"
"RANGAP1 wt Allele","Seizures","8"
"LMNB1 wt Allele","Amyotrophic Lateral Sclerosis","8"
"LMNB1 wt Allele","Lesion","8"
"SOD2 wt Allele","Oxidative Stress","8"
"KLK3 wt Allele","biologic degeneration","8"
"KRAS wt Allele","Spinal Cord Injuries","8"
"TNFRSF1B wt Allele","Physical shape","8"
"TNFRSF1B wt Allele","Malnutrition","8"
"PNP wt Allele","Pathology processes","8"
"PNP wt Allele","Abnormal degeneration","8"
"PNP wt Allele","biologic degeneration","8"
"ESR1 wt Allele","Coitus","8"
"ESR1 wt Allele","Nerve Degeneration","8"
"TSC1 wt Allele","Hereditary Diseases","8"
"NDOR1 wt Allele","cortex bone disorders","8"
"SH2D3C wt Allele","Retinal Diseases","8"
"BCL2L11 wt Allele","Ischemia","8"
"EPO wt Allele","Sarcoma, Synovial","8"
"EPO wt Allele","Sweet Syndrome","8"
"EREG wt Allele","Pathogenesis","8"
"EREG wt Allele","Inflammation","8"
"EREG wt Allele","Nerve Degeneration","8"
"GNRH1 wt Allele","Ovarian Diseases","8"
"GNRH1 wt Allele","Kallmann Syndrome","8"
"GNRH1 wt Allele","Trigeminal Neuralgia","8"
"FOS wt Allele","Sex Behavior","8"
"CD8B wt Allele","Spinal Cord Diseases","8"
"CEACAM5 wt Allele","Fear","8"
"GYPA wt Allele","Alzheimer's Disease","8"
"GYPA wt Allele","Physical shape","8"
"GYPA wt Allele","Granulomatosis with polyangiitis","8"
"NTF3 wt Allele","Spinal Cord Diseases","8"
"GRM1 wt Allele","Depressive disorder","8"
"GRM1 wt Allele","Cancer patients and suicide and depression","8"
"SH2B2 wt Allele","biologic degeneration","8"
"CTBP1 wt Allele","Spots on skin","8"
"CTSL1 wt Allele","Amyotrophic Lateral Sclerosis","8"
"DRD2 wt Allele","Injury due to exposure to external cause","8"
"FAT wt Allele","Impaired cognition","8"
"FYN wt Allele","Pathogenesis","8"
"NGFR wt Allele","Alzheimer's Disease","8"
"SUB1 Gene","Physical shape","8"
"SUB1 Gene","Ethanol","8"
"PIK3CA wt Allele","DEPRESSION MENTAL","8"
"PIK3CA wt Allele","Depressive disorder","8"
"PIK3CA wt Allele","Cancer patients and suicide and depression","8"
"PIK3CA wt Allele","Memory impairment","8"
"PIK3CA wt Allele","Traumatic AND/OR non-traumatic brain injury","8"
"TXN wt Allele","Hypoxia","8"
"Gene Regulatory Networks","Pervasive Development Disorder","8"
"VEGFA Gene","Cerebral Hemorrhage","8"
"VEGFA Gene","Injury due to exposure to external cause","8"
"GHRL Gene","Weight Gain","8"
"GHRL Gene","Spinal Cord Injuries","8"
"GHRL Gene","Ethanol","8"
"GHRL Gene","Traumatic AND/OR non-traumatic injury","8"
"ATG5 Gene","Hypersensitivity","8"
"NLRP6 Gene","Cerebral Hemorrhage","8"
"PTCH1 Gene","Neoplasms","8"
"AIMP2 Gene","Therapeutic radiology procedure","8"
"LMNA wt Allele","Reaching","8"
"LMNA wt Allele","Hypersensitivity","8"
"LMNA wt Allele","Mandibuloacral dysostosis","8"
"Wild Type","Interstitial Cystitis","8"
"Wild Type","Drug Tolerance","8"
"Wild Type","Prune Belly Syndrome","8"
"Wild Type","Intellectual Disability","8"
"Wild Type","Juvenile Neuronal Ceroid Lipofuscinosis","8"
"Wild Type","Cortical cataract","8"
"Wild Type","Mucocutaneous Lymph Node Syndrome","8"
"Wild Type","Bulbo-Spinal Atrophy, X-Linked","8"
"Wild Type","Sensitization (disorder)","8"
"Wild Type","Chromosome Deletion","8"
"Wild Type","Disorder nervous system","8"
"Wild Type","Ichthyosis linearis circumflexa","8"
"Wild Type","Schizophrenia","8"
"Wild Type","Cerebellar Ataxia","8"
"Wild Type","Ataxia as late effect of cerebrovascular disease","8"
"PRNP wt Allele","Neurofibrillary degeneration (morphologic abnormality)","8"
"PRNP wt Allele","Cell Death","8"
"PRNP wt Allele","Oxidative Stress","8"
"IKBKG wt Allele","Paroxysmal kinesigenic choreoathetosis","8"
"IRF6 wt Allele","Sepsis","8"
"MAPT wt Allele","Drug abuser","8"
"MAPT wt Allele","Cerebral Infarction","8"
"MAPT wt Allele","Motor Neuron Disease","8"
"MAPT wt Allele","Body Weight","8"
"MAPT wt Allele","Extravasation","8"
"MAPT wt Allele","Neonatal hemochromatosis","8"
"MAPT wt Allele","Glaucoma","8"
"MAPT wt Allele","DEPRESSION MENTAL","8"
"MAPT wt Allele","Depressive disorder","8"
"MAPT wt Allele","Cancer patients and suicide and depression","8"
"MAPT wt Allele","Traumatic","8"
"MAPT wt Allele","Pallidopontonigral degeneration","8"
"MAPT wt Allele","Epidermolysis Bullosa","8"
"MAPT wt Allele","Creutzfeldt-Jakob disease","8"
"MAPT wt Allele","Methamphetamine","8"
"MECP2 wt Allele","Autism Spectrum Disorders","8"
"NLRP3 wt Allele","Retinal Diseases","8"
"PITX2 wt Allele","Pain","8"
"PITX2 wt Allele","Syndrome","8"
"PITX2 wt Allele","Functional disorder","8"
"CRHR1 wt Allele","Injury due to exposure to external cause","8"
"KDM1A wt Allele","Nerve Degeneration","8"
"SH2D1A wt Allele","Hypersensitivity","8"
"STS wt Allele","Saccades","8"
"TARDBP wt Allele","Mild cognitive disorder","8"
"TARDBP wt Allele","Mesulam Syndrome","8"
"EYA1 wt Allele","Injury due to exposure to external cause","8"
"FBN1 wt Allele","Sex Behavior","8"
"FBN1 wt Allele","Test Result","8"
"FBN1 wt Allele","Glioma","8"
"FBN1 wt Allele","Epilepsy","8"
"FMR1 wt Allele","Autistic Disorder","8"
"CARD8 wt Allele","Impaired health","8"
"CARD8 wt Allele","Nerve Degeneration","8"
"MTCP1NB wt Allele","Anoxia","8"
"Haploinsufficiency","Epilepsy","8"
"Haploinsufficiency","Schizophrenia","8"
"HTT wt Allele","Injury due to exposure to external cause","8"
"HTT wt Allele","Nerve Degeneration","8"
"RBL1 wt Allele","Retinoblastoma","8"
"PPARA wt Allele","Cerebral Infarction","8"
"PPARA wt Allele","Cerebral Ischemia","8"
"RASA1 wt Allele","Ethanol","8"
"RASA1 wt Allele","Dental Plaque","8"
"RASA1 wt Allele","Cutaneous plaque","8"
"RASA1 wt Allele","Senile Plaques","8"
"RASA1 wt Allele","Alzheimer's Disease","8"
"PYCARD wt Allele","Glioblastoma","8"
"ADIPOQ wt Allele","Metabolic","8"
"PSEN1 wt Allele","Newborn (finding)","8"
"PSEN1 wt Allele","Gliosis","8"
"PSEN1 wt Allele","Pathogenesis","8"
"CUX1 wt Allele","Physical shape","8"
"MB21D1 Gene","Sting Injury","8"
"CD55 wt Allele","Malnutrition","8"
"NR4A3 wt Allele","Ischemia","8"
"NR4A3 wt Allele","Retinal Diseases","8"
"AIMP2 wt Allele","Therapeutic radiology procedure","8"
"ELL wt Allele","Heterosexuality","8"
"ELL wt Allele","Neurodegenerative Disorders","8"
"ELL wt Allele","Cessation of life","8"
"HSP90AA1 wt Allele","Fever","8"
"SBDS wt Allele","Neurofibrillary degeneration (morphologic abnormality)","8"
"SDHB wt Allele","Paroxysmal kinesigenic choreoathetosis","8"
"KL wt Allele","Malnutrition","8"
"S100B wt Allele","Down Syndrome","8"
"GRIN2A wt Allele","Toxic effect","8"
"GRIN2A wt Allele","Ischemia","8"
"EGR1 wt Allele","Ischemia","8"
"S100A1 wt Allele","Down Syndrome","8"
"SH3PXD2A wt Allele","Lesion","8"
"DLK1 wt Allele","Subarachnoid Hemorrhage","8"
"B4GALT1 wt Allele","Injury due to exposure to external cause","8"
"GBA wt Allele","Seizures","8"
"SLC12A2 wt Allele","Hypoxia","8"
"ELANE wt Allele","Epilepsy","8"
"FOXM1 wt Allele","Ethanol","8"
"GRIN2B wt Allele","Cerebral Infarction","8"
"GRIN2B wt Allele","Cerebral Ischemia","8"
"GRIN2B wt Allele","Oxidative Stress","8"
"GRIN2B wt Allele","Epilepsy","8"
"GRIN2B wt Allele","Inflammation","8"
"QPCT wt Allele","Gastrointestinal Carcinoid Tumor","8"
"REG3A wt Allele","Spinal Cord Diseases","8"
"ARID1B wt Allele","Hypersensitivity","8"
"SQSTM1 wt Allele","biologic degeneration","8"
"SQSTM1 wt Allele","Parkinson Disease","8"
"SQSTM1 wt Allele","Impaired health","8"
"PRRT2 wt Allele","Syndrome, Bloch-Sulzberger","8"
"RELN wt Allele","Primary amyloidosis","8"
"AKT1S1 wt Allele","Congenital Abnormality","8"
"AKT1S1 wt Allele","Injury due to exposure to external cause","8"
"AKT1S1 wt Allele","Malnutrition","8"
"MTR wt Allele","Experimental Autoimmune Encephalomyelitis","8"
"MTR wt Allele","Metabolic","8"
"MTR wt Allele","Clinically isolated syndrome","8"
"MTR wt Allele","Mass of body structure","8"
"MTR wt Allele","Inflammation","8"
"NOS2 wt Allele","Neurotoxicity Syndromes","8"
