"brainregion","mental","count"
"central amygdalar nucleus","Food Consumption","5"
"Cerebral cortex","Spatial Processing","5"
"Rostrotemporal auditory area","Discrimination","5"
"Dorsal Nucleus Raphe","Attack behavior","5"
"Occipital lobe","child abuse behavior","5"
"Substantia nigra structure","Impaired cognition","5"
"Ventral Striatum","Psychological inhibition","5"
"lateral amygdalar nucleus","Like","5"
"Metencephalon","Play","5"
"Structure of ansa lenticularis","Feedback - system communication","5"
"Structure of locus ceruleus","Decision Making","5"
"Ventral Posterolateral Nucleus","Psychological suppression","5"
"Nucleus solitarius","Physical activity","5"
"Thalamic Nuclei","Sleep","5"
"Amygdaloid structure","Sad mood","5"
"Basal Ganglia","Mood","5"
"Prefrontal Cortex","Nociception","5"
"BRAIN, HIPPOCAMPUS","dating","5"
"Planum temporale (PT)","Like","5"
"Anterior Nuclear Group","Communication Response","5"
"Structure of rubrospinal tract","Intrinsic drive","5"
"Structure of lateral olfactory gyrus","taste perception","5"
"Triangular Septal Nucleus","Psychological inhibition","5"
"Corpus striatum structure","Social isolation","5"
"Structure of piriform area","Sets (Psychology)","5"
"Ventral Tegmental Area","Memory, Long-Term","5"
"Habenula","Fear","5"
"central amygdalar nucleus","Absence of pain sensation","5"
"Structure of terminal stria nuclei of preoptic region","Agonistic Behavior","5"
"Caudal pontine reticular nucleus","Psychological habituation","5"
"Parietal Lobe","psychological orientation","5"
"Cochlear Nerve","Hearing normal","5"
"Corpus striatum structure","Thinking, function","5"
"Entire medulla oblongata","Conditionings (Psychology)","5"
"Brain Stem","Alcoholics","5"
"Basal Ganglia","Ethanol","5"
"Cerebellum","Relaxation","5"
"Nucleus solitarius","Feeling content","5"
"Motor Cortex","Attention","5"
"Structure of fissure of Sylvius","Ethanol","5"
"Hypothalamic structure","Sexual Orientation","5"
"Superior paraolivary nucleus","Communication Response","5"
"Structure of subiculum hippocampi","Learning","5"
"lateral geniculate nucleus","Psychological inhibition","5"
"Anteroventral Periventricular Nucleus","Coitus","5"
"Structure of locus ceruleus","Cognitive information processing","5"
"Structure of locus ceruleus","Experience","5"
"Entire internal capsule of brain","Communication Response","5"
"Brain Stem","Carrying","5"
"Nucleus Accumbens","Feeling content","5"
"Medial Dorsal Nucleus","Pain","5"
"Basal Forebrain","Insight","5"
"Substantia nigra structure","Withdrawal","5"
"Pallidus Nucleus, Raphe","Exercise","5"
"Amygdaloid structure","Social isolation","5"
"Nucleus solitarius","psychological orientation","5"
"Structure of forceps minor","Memory","5"
"Premotor cortex","Psychological suppression","5"
"Cortex, Primary Motor","Travel","5"
"Cerebral hemisphere structure (body structure)","Emotional Strain","5"
"Ventral Tegmental Area","smell perception","5"
"Paratrigeminal nucleus","Communication Response","5"
"Cerebellar white matter","Involvement with","5"
"Lateral geniculate complex","Communication","5"
"Structure of trigeminal nerve superior sensory nucleus","Like","5"
"Vomeronasal System","Sex Behavior","5"
"Premotor cortex","Memory","5"
"Inferior frontal gyrus","Performance","5"
"Corpus Callosum","Seizures","5"
"Purkinje Cells","Avoidance","5"
"Hypothalamic structure","Mood","5"
"Pyramidal Cells","Disputes","5"
"CA1 field","Automobile Driving","5"
"Hypothalamic Area, Lateral","C","5"
"Neocortex","Conditionings (Psychology)","5"
"Limbic System","Psychological inhibition","5"
"Thalamic structure","Habituation, Psychophysiologic","5"
"Facial Nucleus","Social Role","5"
"Set of basolateral nuclei of amygdala","Mood","5"
"Cerebellum","Vocalization (finding)","5"
"Set of basolateral nuclei of amygdala","Social Interaction","5"
"Structure of ansa lenticularis","psychological orientation","5"
"Oculomotor nucleus","Stress","5"
"Area striata structure","Memory","5"
"Cerebral cortex","Marijuana Abuse","5"
"Reticular activating system","Projection Defense Mechanism","5"
"Visual Cortex","Body Weight","5"
"Structure of trigeminal nerve mesencephalic tract","Projection Defense Mechanism","5"
"Superior colliculus of corpora quadrigemina","Mediation","5"
"Basal Forebrain","Interested","5"
"Amygdaloid structure","Motivation","5"
"Structure of paraventricular nucleus of thalamus","Eating","5"
"Medial nucleus of habenula","Memory","5"
"Linear nucleus","Behavior","5"
"Pars Compacta","Hyperactive behavior","5"
"Neostriatum","Unipolar Depression","5"
"Cerebellum","Perception","5"
"Structure of superior longitudinal fasciculus","Mental association","5"
"Pyramidal Cells","Stress, Psychological","5"
"Tegmentum Mesencephali","Wakefulness","5"
"Pars Compacta","Ethanol","5"
"central amygdalar nucleus","Avoidance","5"
"Orbitofrontal cortex","Social Interaction","5"
"Globus Pallidus","Akinesia","5"
"Thalamic Nuclei","Nociception","5"
"Structure of angular gyrus","Pain","5"
"CA1 field","Tinnitus","5"
"Structure of area postrema","Behavior","5"
"Structure of paraventricular nucleus of thalamus","Recognition (Psychology)","5"
"Median eminence of hypothalamus","Breast Feeding","5"
"External capsule","competition","5"
"Cortex, Primary Motor","Resistance Training","5"
"Parietal Lobe","Feedback - system communication","5"
"Brodmann area 21","Psychological suppression","5"
"Cerebellum","Memory impairment","5"
"Lateral habenular nucleus","Comprehension","5"
"Amygdaloid structure","Drug Dependence","5"
"Internal capsule of brain","Stress","5"
"Perforant Pathway","Feedback - evaluative response process","5"
"Cerebral cortex","Tic disorder","5"
"Substantia nigra structure","Factors, Risk","5"
"Globus Pallidus","Feedback - evaluative response process","5"
"Base of the Brain","Comprehension","5"
"Red nucleus structure","Feedback - evaluative response process","5"
"BRAIN, HIPPOCAMPUS","Binge Drinking","5"
"Medial Dorsal Nucleus","Decision Making","5"
"Insula of Reil","Sex Behavior","5"
"Auditory area","Deafness","5"
"Neostriatum","Perseveration","5"
"Cortex, Primary Motor","Uncertainty","5"
"Basal Forebrain","Reaction Time","5"
"Structure of rubrospinal tract","Conditionings (Psychology)","5"
"Internal capsule of brain","Cognition","5"
"Amygdalar Nucleus, Medial","Stress","5"
"Lateral Dorsal Nucleus","Body Weight","5"
"Structure of ventromedial hypothalamic nucleus","Feeding Activity","5"
"Superior temporal gyrus","Social Role","5"
"Tectopontine fibers","Performance","5"
"Gyrus Cinguli","Emotions","5"
"Temporal Lobe","Amnesia","5"
"Dorsal Nucleus Raphe","Impulsive Behavior","5"
"Corpus striatum structure","Unipolar Depression","5"
"Commissural nucleus of vagus nerve","Projection Defense Mechanism","5"
"Cortex, Primary Motor","Communication","5"
"Nucleus of optic tract","Fear","5"
"Medial Septal Nucleus","Mental concentration","5"
"Orbitofrontal cortex","Likely outcome","5"
"Basal Forebrain","Stress","5"
"Orbitofrontal cortex","Sex Behavior","5"
"Cochlear Nerve","Hearing","5"
"Genus Hippocampus","Memory Disorders","5"
"BRAIN, HIPPOCAMPUS","Nociception","5"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Awareness","5"
"Genus Hippocampus","Gilles de la Tourette syndrome","5"
"Nucleus Accumbens","Behaviorial Habits","5"
"Structure of nucleus infundibularis hypothalami","Physical activity","5"
"Hypothalamic structure","Sexual Development","5"
"Thalamic Nuclei","Cognition","5"
"Sensorimotor Cortex","Comprehension","5"
"Fornix, Brain","Behavior","5"
"sensory cortex","Memory","5"
"Structure of ventromedial hypothalamic nucleus","Coitus","5"
"Septal Nuclei","Communication Response","5"
"Epithalamic structure","Behavior","5"
"Pyramidal Cells","Interested","5"
"Lateral Parabrachial Nucleus","Nociception","5"
"Auditory area","Hyperactive behavior","5"
"Structure of lateral preoptic nucleus","Wakefulness","5"
"Inferior Colliculus","Perseveration","5"
"Cortex, Primary Motor","Experience","5"
"Tectum Mesencephali","Visual Fields","5"
"Lateral geniculate complex","Comprehension","5"
"Preoptic Areas","Intrinsic drive","5"
"Hypothalamic Area, Lateral","DEPRESSION MENTAL","5"
"Hypothalamic structure","Nociception","5"
"Genus Hippocampus","Avoidance behavior","5"
"Lateral occipital cortex, superior division (OLs)","Stress","5"
"Posterior Hypothalamic Region","Psychological suppression","5"
"CA1 field","Vision","5"
"Habenula","Sleep","5"
"Thalamic structure","Bradykinesia","5"
"Pyramidal Cells","biological adaptation to stress","5"
"Temporal Lobe","Verbal memory observable","5"
"Midbrain structure","Self Stimulation","5"
"Structure of dorsomedial hypothalamic nucleus","Like","5"
"Structure of capsule of red nucleus","Involvement with","5"
"Perforant Pathway","Learning","5"
"Prefrontal Cortex","Uncertainty","5"
"Entire midbrain","Cognition","5"
"Basal Nucleus of Meynert","Alcoholics","5"
"Ventral Posterior Nucleus","Social Role","5"
"Caudate nucleus structure","Availability of","5"
"Insula of Reil","Coitus","5"
"Cerebral Ventricles","Mental concentration","5"
"Temporal Lobe","Drug Tolerance","5"
"Amygdaloid structure","Prepuberty","5"
"Structure of zona incerta","Behaviors, Feeding","5"
"Medulla Oblongata","Sensory Process","5"
"Allocortex","Projection Defense Mechanism","5"
"Basal Ganglia","Sleep","5"
"CA2 field","At risk for activity intolerance","5"
"Brain Stem","Sensory Integration","5"
"Structure of suprachiasmatic nucleus","Mood","5"
"Metencephalon","Exercise","5"
"Amygdalar Nucleus, Medial","Communication Response","5"
"Cerebral Peduncle","Fasting","5"
"Nucleus Raphe Magnus","Nociception","5"
"Structure of piriform area","taste perception","5"
"Basal Ganglia","Memory, Short-Term","5"
"Nucleus Raphe Magnus","Psychological suppression","5"
"Cingulate Cortex","Cocaine","5"
"Pineal gland","Feeding Activity","5"
"Paracentral Thalamic Nucleus","Involvement with","5"
"Cerebellum","Social Cognition","5"
"Anteroventral cochlear nucleus","Projection Defense Mechanism","5"
"Olfactory tubercle","Mental concentration","5"
"Structure of dorsal cochlear nucleus","Psychological suppression","5"
"Pituitary Gland","Play","5"
"Limbic lobe","Emotions","5"
"CA2 field","Social Behavior","5"
"Structure of subthalamic nucleus","Conditionings (Psychology)","5"
"Substantia Nigra Pars Reticulata","Cocaine","5"
"BRAIN, HIPPOCAMPUS","Reaction Time","5"
"Structure of locus ceruleus","Generalizations (Psychology)","5"
"Neocortex","Dental caries","5"
"Structure of superior olivary nucleus","Sound Localization","5"
"Posterior Hypothalamic Region","Vision","5"
"Dorsal Septal Nucleus","Discrimination","5"
"Internal genu of facial nerve","Psychological Transfer","5"
"Orbitofrontal cortex","Behavior, Adaptive","5"
"Olfactory Cortex","Seizures","5"
"Structure of subiculum hippocampi","biological adaptation to stress","5"
"Lobe, Frontal","Retentions (Psychology)","5"
"Marginal Sulcus","Coitus","5"
"Nucleus solitarius","Motivation","5"
"Stria Vascularis","Endocochlear potential","5"
"Superior colliculus of corpora quadrigemina","visual deprivation","5"
"Thalamic structure","Pain Perception","5"
"Medial nucleus of habenula","Anxiety and fear","5"
"Structure of locus ceruleus","Tremor","5"
"Auditory area","Cognitive information processing","5"
"Cerebral cortex","Hallucinations","5"
"Medial Dorsal Nucleus","Psychological Transfer","5"
"Prefrontal Cortex","Visual attention","5"
"Cerebral cortex","vocal learning","5"
"Structure of superior temporal sulcus","Behavior","5"
"Medulla Oblongata","Memory","5"
"Cerebellum","Disputes","5"
"Genus Hippocampus","Anxiety and fear","5"
"Superior colliculus of corpora quadrigemina","Confidence","5"
"Structure of cingulum","Mental association","5"
"Lateral olfactory striae","Like","5"
"Hypothalamus, Middle","Psychological suppression","5"
"Brodmann area 21","Behavior","5"
"Structure of entorhinal cortex","Availability of","5"
"Hypothalamic structure","Hibernation","5"
"Inferior Colliculus","competition","5"
"Structure of medial globus pallidus","Social Role","5"
"Inferior Colliculus","Cognition","5"
"Primary Auditory Cortex","Mental association","5"
"Temporal Lobe","Attention","5"
"Structure of locus ceruleus","Impulsive Behavior","5"
"Structure of zona incerta","Communication Response","5"
"Brain Stem","Addictive Behavior","5"
"Lateral posterior nucleus of thalamus","Like","5"
"Entire medial geniculate body","Like","5"
"Inferior Colliculus","Powers (Psychology)","5"
"central amygdalar nucleus","Mental association","5"
"Cortex, Primary Motor","Conditioning, Classical","5"
"Rostrotemporal auditory area","Behavior","5"
"Pituitary Gland","Abnormal behavior","5"
"Cerebrum","Communication Response","5"
"Central insular sulcus","competition","5"
"Nucleus, Medial Oculomotor","Social Role","5"
"Thalamic structure","At risk for imbalanced body temperature","5"
"Substantia nigra structure","Emotions","5"
"Pontine nuclei","Auditory area","5"
"Structure of trigeminal nerve mesencephalic nucleus","Social Role","5"
"Telencephalon","Play","5"
"Pulvinar structure","Mental association","5"
"Central gray substance of midbrain","Experience","5"
"Vestibular nucleus structure","Memory","5"
"Pyramidal Cells","Mental Retardation","5"
"Neostriatum","Behavioral tic","5"
"Structure of subthalamic nucleus","Cognition","5"
"Cerebral hemisphere structure (body structure)","psychological orientation","5"
"Nucleus Accumbens","Sets (Psychology)","5"
"Parabrachial Nucleus","Powers (Psychology)","5"
"Brodmann area 18","Contrast Sensitivity","5"
"Ventral Tegmental Area","Emotional Strain","5"
"Structure of dentate gyrus","Retrieval of memory","5"
"Structure of habenulopeduncular tract","Projection Defense Mechanism","5"
"Neocortex","Hemorrhage","5"
"Anterior Nuclear Group","Involvement with","5"
"Cortex, Primary Motor","Transsexual (finding)","5"
"Planum polare (PP)","Like","5"
"Pyramidal Cells","Breast Feeding","5"
"Cochlear outer hair cell","Otoacoustic Emissions, Spontaneous","5"
"CA2 field","Forgetful","5"
"Corpus striatum structure","Vocalization (finding)","5"
"Ventral Tegmental Area","Hunger","5"
"Medulla Oblongata","Body Weight","5"
"Structure of dentate gyrus","Recognition (Psychology)","5"
"Central gray substance of midbrain","Conscious","5"
"Thalamic structure","Period, Critical (Psychology)","5"
"CA2 field","At risk for imbalanced body temperature","5"
"Hypothalamic Area, Lateral","Insight","5"
"Prosencephalon","Amnesia","5"
"Ventral Tegmental Area","Seizures","5"
"Bundle, Predorsal","Tremor","5"
"Pedunculopontine Tegmental Nucleus","Eye Movements","5"
"Midbrain structure","Cognitive information processing","5"
"Hypothalamic structure","Fighting","5"
"Lamina Terminalis","Psychological inhibition","5"
"central amygdalar nucleus","Comprehension","5"
"Structure of lateral lemniscus nucleus (body structure)","Projection Defense Mechanism","5"
"Dorsal Nucleus Raphe","Emotional states","5"
"mossy fiber","Cognition","5"
"Basal Ganglia","Addictive Behavior","5"
"CA1 field","Reaching","5"
"Parabrachial Nucleus","Stress","5"
"Structure of terminal stria nuclei of preoptic region","Play","5"
"Paracentral Thalamic Nucleus","Mental association","5"
"Substantia nigra structure","Psychological Transfer","5"
"Prefrontal Cortex","Vocalization (finding)","5"
"Sensorimotor Cortex","Ethanol","5"
"Caudal pontine reticular nucleus","prepulse inhibition activity","5"
"Organ of Corti structure","Communication Response","5"
"Nucleus, Principal Pretectal","Behavior","5"
"Cerebral cortex","Facial Expression","5"
"Internal capsule of brain","psychological orientation","5"
