"gene","disease","count"
"PCYT1A wt Allele","Motor Neuron Disease","2"
"DES Gene","Renal glomerular disease","2"
"CXCR2 gene","cortex bone disorders","2"
"BECN1 wt Allele","Alzheimer's Disease","2"
"DKK1 wt Allele","Disorders, Mental","2"
"APLN Gene","Neurodegenerative Disorders","2"
"FOXP1 Gene","Neurotoxicity Syndromes","2"
"UCHL1 wt Allele","Retinal Diseases","2"
"Genes","Oculorespiratory syndrome","2"
"AICDA Gene","Alzheimer's Disease","2"
"IGFBP2 Gene","Bipolar Disorder","2"
"CYBB wt Allele","Disease Progression","2"
"NBN Gene","Immunologic Deficiency Syndromes","2"
"LMNA wt Allele","Congenital secretory diarrhea, sodium type (disorder)","2"
"Promoter","Renal glomerular disease","2"
"GAST Gene","Lung diseases","2"
"DNA, Mitochondrial","DISORDERS OF THE OPTIC NERVE","2"
"MITF Gene","Spinal Cord Diseases","2"
"LRP2 wt Allele","Voice Disorders","2"
"TRPC4 Gene","cortex bone disorders","2"
"DNA, Mitochondrial","Huntington Disease","2"
"KRT17 wt Allele","Ataxia as late effect of cerebrovascular disease","2"
"ERG Gene","Pituitary Diseases","2"
"MIR221 wt Allele","Autism Spectrum Disorders","2"
"TNFRSF1B wt Allele","Virus Diseases","2"
"GAST Gene","cortex bone disorders","2"
"MET Gene","Obsessive-Compulsive Disorder","2"
"CALCA wt Allele","DISORDERS OF THE OPTIC NERVE","2"
"HNRNPA2B1 Gene","Motor Neuron Disease","2"
"DHX16 Gene","Testicular Diseases","2"
"GBA wt Allele","Spastic syndrome","2"
"CISH Gene","Mild cognitive disorder","2"
"CTNND1 wt Allele","Disorder nervous system","2"
"TCF4 Gene","Pervasive Development Disorder","2"
"HP Gene","Spinal Cord Diseases","2"
"PNP Gene","Shy-Drager Syndrome","2"
"SH2D3C Gene","Syndrome","2"
"HGS Gene","Sensitization (disorder)","2"
"HTT gene","Lysosomal Storage Diseases","2"
"POMC Gene","Fetal Alcohol Syndrome","2"
"CNR1 gene","neuropathology disease","2"
"SPINK1 wt Allele","Neurotoxicity Syndromes","2"
"CRHR1 Gene","Functional disorder","2"
"RET wt Allele","Smith-Lemli-Opitz Syndrome","2"
"RET gene","Syndrome","2"
"BACE1 Gene","Delirium, Dementia, Amnestic, Cognitive Disorders","2"
"SPN Gene","Parkinsonian Disorders","2"
"CALCA wt Allele","Motor Neuron Disease","2"
"Toll-Like Receptor Family Gene","Spinal Cord Diseases","2"
"MECP2 gene","Depressive disorder","2"
"PITX2 wt Allele","Autistic Disorder","2"
"FGF2 wt Allele","cortex bone disorders","2"
"ROS1 Gene","Disorder of pineal gland","2"
"Chloramphenicol O-Acetyltransferase","Skin endocrine disorder","2"
"ENG wt Allele","Nail-Patella Syndrome","2"
"UBC Gene","cortex bone disorders","2"
"HP Gene","Autistic Disorder","2"
"ZFYVE9 Gene","Meconium Aspiration Syndrome","2"
"CALCA wt Allele","Norrie disease","2"
"TF gene","Parkinson Disease","2"
"DDX3X Gene","Syndrome","2"
"HSPB8 Gene","cortex bone disorders","2"
"NES Gene","Developmental reading disorder","2"
"PIP Gene","Alzheimer's Disease","2"
"VEGFA wt Allele","Disease Progression","2"
"ID1 wt Allele","Autistic Disorder","2"
"UBE3A wt Allele","Autistic Disorder","2"
"CD59 Gene","Alzheimer's Disease","2"
"HP Gene","Bipolar Disorder","2"
"EPO wt Allele","Myeloproliferative Syndrome, Transient","2"
"CNR1 gene","Oculorespiratory syndrome","2"
"BDNF Gene","neuropathology disease","2"
"STS gene","cortex bone disorders","2"
"RELN Gene","neuropathology disease","2"
"ANG Gene","Spinal Cord Diseases","2"
"Gene Regulatory Networks","Brain Diseases","2"
"INS gene","Disease of thymus gland","2"
"ARID1B wt Allele","Retinal Diseases","2"
"LITAF gene","Shwachman syndrome","2"
"Tumor Necrosis Factor-alpha","Nail-Patella Syndrome","2"
"SF3B1 wt Allele","Deglutition Disorders","2"
"SYP Gene","Prune Belly Syndrome","2"
"CAT Gene","Cohen syndrome","2"
"SBDS wt Allele","Nail-Patella Syndrome","2"
"NR3C2 Gene","Disorders, Mental","2"
"FEV Gene","Chronic Obstructive Airway Disease","2"
"CLIP1 wt Allele","Fragile X Syndrome","2"
"GAST Gene","Spinal Cord Diseases","2"
"MTR wt Allele","Inflammatory disorder","2"
"MAP Kinase Gene","Pervasive Development Disorder","2"
"JAK2 gene","Depressive disorder","2"
"IL1RAPL1 Gene","Pervasive Development Disorder","2"
"CD69 wt Allele","Mixed anxiety and depressive disorder","2"
"STS wt Allele","Hashimoto Disease","2"
"IFNAR1 Gene","Alzheimer's Disease","2"
"ZEB2 Gene","Functional disorder","2"
"AIMP2 Gene","Stress Disorders, Traumatic","2"
"TNFAIP1 Gene","Disorder nervous system","2"
"PROM1 Gene","Retinal Diseases","2"
"Retinoic Acid Response Element","Chylomicron retention disease","2"
"MAP1LC3A Gene","Machado-Joseph Disease","2"
"Cancer-Predisposing Gene","Parkinson Disease","2"
"DNMT1 Gene","Disease Progression","2"
"DKK1 wt Allele","Hypertensive disease","2"
"CDKN1A wt Allele","Functional disorder","2"
"NPY Gene","Liver diseases","2"
"BCHE gene","Lewy Body Disease","2"
"L1CAM gene","Androgen-Insensitivity Syndrome","2"
"HTT wt Allele","Spinal Cord Diseases","2"
"NLRP1 Gene","Alzheimer's Disease","2"
"REL wt Allele","Parkinson Disease","2"
"PYCARD Gene","Psychotic Disorders","2"
"BGLAP Gene","Pili torti-deafness syndrome","2"
"BAIAP2 Gene","Autism Spectrum Disorders","2"
"S100A8 wt Allele","Hamartoma Syndrome, Multiple","2"
"FOXC2 wt Allele","Pituitary Diseases","2"
"TNFRSF1A wt Allele","TRAPS - TNF receptor-associated periodic fever syndrome","2"
"ELANE wt Allele","Attention Deficit Disorder","2"
"SHANK3 Gene","neuropathology disease","2"
"Exons","Syndrome","2"
"TOR1A gene","Syndrome","2"
"TLR4 Gene","Syndrome, Bloch-Sulzberger","2"
"CSF1R Gene","Spinal Cord Diseases","2"
"CXCR5 gene","Niemann-Pick Disease, Type C","2"
"AKAP13 wt Allele","McCune-Albright Syndrome","2"
"SCN1A gene","Syndrome","2"
"Heterozygote","22q13.3 Deletion Syndrome","2"
"MAPK3 wt Allele","Disorder nervous system","2"
"PPARA Gene","Degenerative disorder","2"
"NPY wt Allele","Prader-Willi Syndrome","2"
"AR gene","Recurrent disease","2"
"TP53 wt Allele","Nail-Patella Syndrome","2"
"SLC6A3 Gene","cortex bone disorders","2"
"SQSTM1 wt Allele","Norrie disease","2"
"CD69 wt Allele","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","2"
"AMH wt Allele","Disorder of pineal gland","2"
"HTT wt Allele","Mood Disorders","2"
"ROS1 Gene","Syndrome, Bloch-Sulzberger","2"
"CHGA Gene","Shy-Drager Syndrome","2"
"LIMS1 Gene","cortex bone disorders","2"
"CAT Gene","Timothy syndrome","2"
"ESR1 Gene","Mitochondrial Diseases","2"
"GRM5 wt Allele","Neurodevelopmental disorder","2"
"FAT1 gene","Pancreatic Diseases","2"
"CXCL12 Gene","Delirium, Dementia, Amnestic, Cognitive Disorders","2"
"PROC wt Allele","Ataxia as late effect of cerebrovascular disease","2"
"ELANE Gene","Disorders, Mental","2"
"GRM5 wt Allele","Pigment dispersion syndrome (disorder)","2"
"FOS wt Allele","Huntington Disease","2"
"Sequence Tagged Sites","Neurotoxicity Syndromes","2"
"ASAH1 wt Allele","Alzheimer's Disease","2"
"CUX1 wt Allele","Greig cephalopolysyndactyly syndrome","2"
"SOD1 gene","Disorder nervous system","2"
"Chloramphenicol Acetyl Transferase Gene","Adult Fanconi syndrome","2"
"S100B Gene","Lung diseases","2"
"DNM2 Gene","Retinal Diseases","2"
"LRRK2 gene","Movement Disorders","2"
"PAG1 wt Allele","Gardner Syndrome","2"
"ITGAM Gene","Sensitization (disorder)","2"
"CA9 Gene","Syndrome","2"
"ARX gene","Functional disorder","2"
"NOS1 wt Allele","Depressive disorder","2"
"GFAP gene","Virus Diseases","2"
"AMACR wt Allele","Alzheimer's Disease","2"
"REN Gene","Testicular Diseases","2"
"Exons","Motor Neuron Disease","2"
"FANCA wt Allele","Idiopathic pneumonia syndrome","2"
"ENO2 wt Allele","Nail-Patella Syndrome","2"
"PROC Gene","Inclusion body myositis (disorder)","2"
"GRP Gene","Functional disorder","2"
"TFPI Gene","Retinal Diseases","2"
"PTEN gene","Hypertrophic disorder of skin, unspecified","2"
"UVRAG wt Allele","Niemann-Pick Disease, Type C","2"
"MAP1LC3A Gene","Cockayne Syndrome, Type I","2"
"ENG wt Allele","Acquired Immunodeficiency Syndrome","2"
"MTR Gene","Van der Woude syndrome","2"
"DLG4 Gene","Autism Spectrum Disorders","2"
"BDNF Gene","Meleda Disease","2"
"POMC wt Allele","Syndrome","2"
"FKBP5 wt Allele","Stress Disorders, Traumatic","2"
"GRIN2B Gene","Autistic Disorder","2"
"CXCR4 Gene","Functional disorder","2"
"AREG wt Allele","Down Syndrome","2"
"FOXD3 wt Allele","Fetal Alcohol Spectrum Disorders","2"
"SOD1 wt Allele","Down Syndrome","2"
"CCL2 Gene","Depressive disorder","2"
"CR2 wt Allele","Disorders, Mental","2"
"ADIPOQ wt Allele","Polycystic Ovary Syndrome","2"
"GDNF Gene","neuropathology disease","2"
"ACTB Gene","Mobius Syndrome","2"
"PYCARD Gene","Alzheimer's Disease","2"
"NLRP6 Gene","Functional disorder","2"
"PTEN gene","Alzheimer's Disease","2"
"PGR Gene","Williams Syndrome","2"
"STAT3 Gene","Janiceps (disorder)","2"
"TP63 wt Allele","Functional disorder","2"
"NRXN1 Gene","Pervasive Development Disorder","2"
"RBL2 Gene","Neurotoxicity Syndromes","2"
"CD8A Gene","CNS disorder","2"
"CD1A wt Allele","cortex bone disorders","2"
"PLP1 gene","Neurotoxicity Syndromes","2"
"CYP27A1 wt Allele","cortex bone disorders","2"
"GAST wt Allele","cortex bone disorders","2"
"CNR1 gene","Psychotic Disorders","2"
"PTN Gene","Parkinson Disease","2"
"CLU wt Allele","Niemann-Pick Disease, Type C","2"
"FGFR3 wt Allele","Lewy Body Disease","2"
"SSTR4 Gene","Disease of thymus gland","2"
"USH2A gene","Auditory Processing Disorder, Central","2"
"PADI4 Gene","Hamartoma Syndrome, Multiple","2"
"HDAC1 Gene","cortex bone disorders","2"
"POSTN Gene","cortex bone disorders","2"
"MPO Gene","Parkinson Disease","2"
"PSME3 wt Allele","Spinal Cord Diseases","2"
"SOD1 wt Allele","Mild cognitive disorder","2"
"Genotype","Kallmann Syndrome","2"
"GRIN2B wt Allele","Alzheimer's Disease","2"
"CDK5 Gene","Spinal Cord Diseases","2"
"Chloramphenicol O-Acetyltransferase","Neurodegenerative Disorders","2"
"CD69 wt Allele","Little's Disease","2"
"Short Tandem Repeat","cortex bone disorders","2"
"DLG4 Gene","Fragile X Syndrome","2"
"SOD1 wt Allele","Depressive disorder","2"
"IFNAR1 wt Allele","Zellweger Syndrome","2"
"SDC2 wt Allele","Alzheimer's Disease","2"
"Tumor Necrosis Factor-alpha","Retinal Diseases","2"
"Genes, Immediate-Early","Parkinson Disease","2"
"SALL4 Gene","Spinal Cord Diseases","2"
"EIF4E Gene","Fragile X Syndrome","2"
"NR4A3 Gene","Alzheimer's Disease","2"
"FSHB gene","Pituitary Diseases","2"
"CRH wt Allele","Disorders, Mental","2"
"MSMB wt Allele","Parkinson Disease","2"
"CD55 wt Allele","Brain Diseases","2"
"VPS35 Gene","Functional disorder","2"
"MAP Kinase Gene","Brain Diseases","2"
"PGR wt Allele","Functional disorder","2"
"GRIN2A Gene","Spinal Cord Diseases","2"
"SH2D3C wt Allele","Virus Diseases","2"
"IKBKG wt Allele","Neurodegenerative Disorders","2"
"Genes","Substance Use Disorders","2"
"Introns","Attention deficit hyperactivity disorder","2"
"ENG wt Allele","Tic disorder","2"
"C3 Gene","Neurotoxicity Syndromes","2"
"SQSTM1 Gene","Cockayne Syndrome, Type I","2"
"Heterozygote","Stereotypic Movement Disorder","2"
"HMOX1 Gene","Liver diseases","2"
"AICDA wt Allele","Disease Progression","2"
"ALPP wt Allele","Disease Progression","2"
"RPL22 Gene","Spinal Cord Diseases","2"
"ELK3 wt Allele","Lung diseases","2"
"Retinoic Acid Response Element","Headache Disorders, Primary","2"
"Chromosomes, Human, Pair 9","Motor Neuron Disease","2"
"GRIN2B Gene","Syndrome","2"
"APP gene","Opitz-Frias syndrome","2"
"AIMP2 wt Allele","Stress Disorders, Traumatic","2"
"Retinoic Acid Response Element","Malabsorption Syndrome","2"
"VIP Gene","Neurotoxicity Syndromes","2"
"MIR206 wt Allele","Alzheimer's Disease","2"
"DYRK1A Gene","Spinal Cord Diseases","2"
"Chloramphenicol Acetyl Transferase Gene","Parkinsonian Disorders","2"
"KL Gene","Premature aging syndrome","2"
"Genes, MHC Class II","Liver diseases","2"
"QPRT Gene","Autism Spectrum Disorders","2"
"Genes","Persistent Mullerian duct syndrome","2"
"CDKN1A Gene","Prune Belly Syndrome","2"
"SP1 wt Allele","Bipolar Disorder","2"
"TFEB Gene","Neurodegenerative Disorders","2"
"CDKN1A wt Allele","Neurotoxicity Syndromes","2"
"CD8B wt Allele","Melkersson-Rosenthal Syndrome","2"
"TBX1 Gene","DiGeorge Syndrome","2"
"G-Protein Coupled Receptor Gene","Disease Progression","2"
"SOD1 wt Allele","Shy-Drager Syndrome","2"
"SERPINE1 wt Allele","Van der Woude syndrome","2"
"Genetic Predisposition to Disease","Familial Alzheimer Disease (FAD)","2"
"NRP2 Gene","Pervasive Development Disorder","2"
"CTSB wt Allele","Down Syndrome","2"
"S100A6 wt Allele","Neurodegenerative Disorders","2"
"Haplotypes","Bipolar I disorder","2"
"GFAP gene","Pervasive Development Disorder","2"
"TYROBP wt Allele","Neurodegenerative Disorders","2"
"ESR1 wt Allele","Syndrome","2"
"GYPA wt Allele","Van der Woude syndrome","2"
"LITAF gene","Mood Disorders","2"
"APOE gene","DISORDERS OF THE OPTIC NERVE","2"
"Insulin-Like-Growth Factor I Receptor","Disorder nervous system","2"
"COX7A2L wt Allele","Androgen-Insensitivity Syndrome","2"
"CHGA wt Allele","Spinal Cord Diseases","2"
"CARD8 wt Allele","Autistic Disorder","2"
"Plasmids","Huntington Disease","2"
"UCHL1 wt Allele","cortex bone disorders","2"
"DNA, Mitochondrial","MELAS Syndrome","2"
"DCN Gene","Alzheimer's Disease","2"
"MFN2 gene","Depressive disorder","2"
"BDNF Gene","Sweet Syndrome","2"
"POMC wt Allele","Feline urological syndrome","2"
"IGF1R Gene","Bipolar Disorder","2"
"RPSA wt Allele","Spinal Cord Diseases","2"
"GRIN2B Gene","Migraine Disorders","2"
"Epidermal Growth Factor","Niemann-Pick Disease, Type C","2"
"Genes","Nose Diseases","2"
"TLR2 wt Allele","Neurotoxicity Syndromes","2"
"ENG wt Allele","Van der Woude syndrome","2"
"CD8B wt Allele","Immunologic Deficiency Syndromes","2"
"ATM wt Allele","Alzheimer's Disease","2"
"RPL29 wt Allele","Spinal Cord Diseases","2"
"UBC Gene","Alzheimer's Disease","2"
"MAP1LC3A wt Allele","Lewy Body Disease","2"
"ID1 wt Allele","Neurodegenerative Disorders","2"
"FGF2 Gene","Hamartoma Syndrome, Multiple","2"
"CXCL1 Gene","cortex bone disorders","2"
"NR3C2 Gene","Huntington Disease","2"
"C3 Gene","Charcot-Marie-Tooth Disease","2"
"SLC6A4 wt Allele","Mood Disorders","2"
"SCN2A Gene","Functional disorder","2"
"Promoter Regions, Genetic","cortex bone disorders","2"
"TNF Gene","Cardiovascular Diseases","2"
"PIK3CA wt Allele","Neurodevelopmental disorder","2"
"TNF Gene","Hamartoma Syndrome, Multiple","2"
"NCAM1 wt Allele","DISORDERS OF THE OPTIC NERVE","2"
"QPCT Gene","Neurotoxicity Syndromes","2"
"IL8 wt Allele","Noonan Syndrome","2"
"CXCR4 Gene","Bipolar Disorder","2"
"MAPK1 wt Allele","Movement Disorders","2"
"APP gene","Syndrome, Bloch-Sulzberger","2"
"LITAF gene","Degenerative disorder","2"
"EFNB2 Gene","Spinal Cord Diseases","2"
"TFCP2 wt Allele","cortex bone disorders","2"
"DNA, Mitochondrial","cortex bone disorders","2"
"MAPK1 wt Allele","Dyskinetic syndrome","2"
"PRNP wt Allele","Pick Disease of the Brain","2"
"Clustered Regularly Interspaced Short Palindromic Repeats","Pervasive Development Disorder","2"
"GNRH1 wt Allele","Syndrome","2"
"TARDBP wt Allele","Thrombocytopenia-Absent Radius Syndrome","2"
"DRD2 wt Allele","Gardner Syndrome","2"
"RPL29 Gene","Spinal Cord Diseases","2"
"DST wt Allele","cortex bone disorders","2"
"CTLA4 wt Allele","Spinal Cord Diseases","2"
"MTR Gene","Premenstrual syndrome","2"
"MET wt Allele","Brain Diseases","2"
"EPHB2 Gene","Pelizaeus-Merzbacher Disease","2"
"CNTNAP2 wt Allele","Autism Spectrum Disorders","2"
"TNFRSF11A Gene","Testicular Diseases","2"
"DENR wt Allele","Functional disorder","2"
"HPSE Gene","Disorder nervous system","2"
"IFNAR1 wt Allele","Depressive disorder","2"
"Genes, Reporter","Feline urological syndrome","2"
"POU2F2 Gene","Depressive disorder","2"
"FBN1 wt Allele","Retinal Diseases","2"
"CTLA4 wt Allele","Neurotoxicity Syndromes","2"
"TUBB3 Gene","Kallmann Syndrome","2"
"NR3C2 Gene","Fabry Disease","2"
"APP gene","Hamartoma Syndrome, Multiple","2"
"Wild Type","Gaucher Disease","2"
"Clustered Regularly Interspaced Short Palindromic Repeats","Disorders, Mental","2"
"RASA1 wt Allele","Brain Diseases","2"
"Enhancer of transcription","Down Syndrome","2"
"VIM gene","DISORDERS OF THE OPTIC NERVE","2"
"SOD2 wt Allele","Alzheimer's Disease","2"
"Long Interspersed Element","Hashimoto Disease","2"
"LEP Gene","Stress Disorders, Traumatic","2"
"Tumor Necrosis Factor-alpha","Williams Syndrome","2"
"CALCA Gene","Lung diseases","2"
"HLA-DQA1 wt Allele","Disease Progression","2"
"CYLD wt Allele","Hamartoma Syndrome, Multiple","2"
"NLRP2 wt Allele","Syndrome","2"
"LLGL1 wt Allele","Syndrome","2"
"SIRPA Gene","Neurotoxicity Syndromes","2"
"CXCL12 Gene","Pituitary Diseases","2"
"PODXL wt Allele","Ataxia as late effect of cerebrovascular disease","2"
"NLRP3 Gene","Hyper-Immunoglobulin E Syndrome, Autosomal Dominant","2"
"LIF Gene","Acute Disease","2"
"FGF2 Gene","Niemann-Pick Disease, Type C","2"
"FGF21 Gene","Skin endocrine disorder","2"
"Genes","Memory Disorders","2"
"LEP Gene","Lafora Disease","2"
"SH3GL1 Gene","Functional disorder","2"
"MTOR Gene","Mitochondrial Diseases","2"
"PIAS1 Gene","Alzheimer's Disease","2"
"AKR1A1 Gene","Functional disorder","2"
"HTR1A wt Allele","Hashimoto Disease","2"
"PKLR gene","Neurodegenerative Disorders","2"
"PODXL wt Allele","Inclusion body myositis (disorder)","2"
"CD69 wt Allele","Hodgkin Disease","2"
"HSD11B1 wt Allele","Depressive disorder","2"
"AIMP2 Gene","Parkinson Disease","2"
"MAP3K14 wt Allele","Irritable Bowel Syndrome","2"
"ITGB1 Gene","Down Syndrome","2"
"DHPS wt Allele","Neurodevelopmental disorder","2"
"Chloramphenicol O-Acetyltransferase","Lens Diseases","2"
"CTSL Gene","cortex bone disorders","2"
"SLC6A3 Gene","Syndrome","2"
"FUS wt Allele","Neurodegenerative Disorders","2"
"AKR1C1 wt Allele","Syndrome","2"
"Chloramphenicol O-Acetyltransferase","Parkinsonian Disorders","2"
"IL1B Gene","Parkinson Disease","2"
"HP Gene","Depressive disorder","2"
"ESR1 wt Allele","Van der Woude syndrome","2"
"SH2D3C Gene","Virus Diseases","2"
"PSIP1 Gene","Mild cognitive disorder","2"
"CXCR2 gene","Neurotoxicity Syndromes","2"
"BGLAP wt Allele","Pili torti-deafness syndrome","2"
"DPP4 Gene","Functional disorder","2"
"KRAS wt Allele","Prune Belly Syndrome","2"
"RGS4 Gene","Disorder nervous system","2"
"CLIC4 wt Allele","Lewy Body Disease","2"
"FMR1 gene","Hereditary Diseases","2"
"CD69 wt Allele","Intervertebral disc disorder","2"
"CD69 wt Allele","Fetal Alcohol Syndrome","2"
"HTR1A wt Allele","Spinal Cord Diseases","2"
"NBN wt Allele","Bloom Syndrome","2"
"MRC1 Gene","Moyamoya Disease","2"
"BAIAP2 Gene","Attention Deficit Disorder","2"
"NR3C2 Gene","Alstrom Syndrome","2"
"EXTL3 wt Allele","Alzheimer's Disease","2"
"SYP Gene","Depressive disorder","2"
"PPARA wt Allele","Depressive disorder","2"
"TP53 wt Allele","Chronic Fatigue Syndrome","2"
"NFKB1 wt Allele","cortex bone disorders","2"
"HSPA5 wt Allele","Spinal Cord Diseases","2"
"HSPA5 wt Allele","Stress Disorders, Traumatic","2"
"HP wt Allele","Shy-Drager Syndrome","2"
"NOD2 wt Allele","Disease Progression","2"
"CD2AP wt Allele","Depressive disorder","2"
"CCR2 gene","Disease Progression","2"
"TWIST1 gene","Disease Progression","2"
"HCCS Gene","Prune Belly Syndrome","2"
"GAST Gene","Syndrome","2"
"PIK3CA wt Allele","Disorder nervous system","2"
"RTN4 Gene","Autistic Disorder","2"
"CARD8 wt Allele","neuropathology disease","2"
"HCRT Gene","Psychotic Disorders","2"
"Genes","Cardiovascular Diseases","2"
"PGR Gene","Neurotoxicity Syndromes","2"
"SQSTM1 Gene","Van der Woude syndrome","2"
"GAPDH Gene","Parkinson Disease","2"
"CRH Gene","Addison Disease","2"
"Long Interspersed Element","Stress Disorders, Traumatic","2"
"IGFBP2 wt Allele","Bipolar Disorder","2"
"MAPRE1 Gene","Androgen-Insensitivity Syndrome","2"
"FUT4 wt Allele","cortex bone disorders","2"
"MRC1 Gene","Parkinsonian Disorders","2"
"SLC12A2 wt Allele","Down Syndrome","2"
"AIM2 Gene","Neurodegenerative Disorders","2"
"SCN2A Gene","Developmental delay (disorder)","2"
"DKK1 wt Allele","Nail-Patella Syndrome","2"
"MYLK Gene","cortex bone disorders","2"
"HDC Gene","Hypertensive disease","2"
"ELL wt Allele","cortex bone disorders","2"
"L1CAM gene","Neurotoxicity Syndromes","2"
"Plasmids","Nail-Patella Syndrome","2"
"NTRK2 Gene","Neurodevelopmental disorder","2"
"MPZ gene","Syndrome, Bloch-Sulzberger","2"
"NPY Gene","Metabolic Syndrome X","2"
"CREB1 Gene","Syndrome, Bloch-Sulzberger","2"
"RIPK1 Gene","Neurotoxicity Syndromes","2"
"LEPR Gene","Depressive disorder","2"
"SOD1 gene","Syndrome, Bloch-Sulzberger","2"
"PHGDH wt Allele","motor disorder","2"
