concept,disease,appearTimes,conceptClass
Social Adjustment,Neurodegenerative Disorders,2,MentalP
Stress,Neonatal Abstinence Syndrome,2,MentalP
Knight's move in thought,Functional disorder,2,MentalP
Persistence,Communicable Diseases,2,MentalP
Resting state,Syndrome,2,MentalP
Abnormal behavior,Antisocial Personality Disorder,2,MentalP
Social Role,Finnish congenital nephrotic syndrome,2,MentalP
Sensory Process,Hamartoma Syndrome, Multiple,2,MentalP
nonassociative learning,Sensitization (disorder),2,MentalP
C,Migraine Disorders,2,MentalP
Consensus,Brain Diseases,2,MentalP
Auditory area,Spinal Cord Diseases,2,MentalP
Cocaine,Retinal Diseases,2,MentalP
Involvement with,Acquired Immunodeficiency Syndrome,2,MentalP
Anxiety,Hypertensive disease,2,MentalP
Learning Disabilities,Alzheimer's Disease,2,MentalP
Impaired social interaction,Substance Use Disorders,2,MentalP
War,Chronic Obstructive Airway Disease,2,MentalP
Fear,neuropathology disease,2,MentalP
Maternal Behavior,Depressive disorder,2,MentalP
Comprehension,Communicable Diseases,2,MentalP
Availability of,Behavior Disorders,2,MentalP
Food Deprivation,Liver diseases,2,MentalP
Drug abuse,Substance Use Disorders,2,MentalP
Impaired social interaction,Rett Syndrome,2,MentalP
Social fear,Disorders, Mental,2,MentalP
Interested,Disorder of eye,2,MentalP
Reproduction,cortex bone disorders,2,MentalP
Communication Response,Respiration Disorders,2,MentalP
Soccer,Motor Neuron Disease,2,MentalP
Impaired cognition,Skin endocrine disorder,2,MentalP
Irritable Mood,Neurotic Disorders,2,MentalP
Pain,Retinal Diseases,2,MentalP
Alcohol consumption,Syndrome, Bloch-Sulzberger,2,MentalP
Object Recognition,Memory Disorders,2,MentalP
Abstract thinking ability,Disease Progression,2,MentalP
Genetic Risk,Hereditary Diseases,2,MentalP
Gilles de la Tourette syndrome,Neurodevelopmental disorder,2,MentalP
Abnormal behavior,Sensory Disorders,2,MentalP
Impaired cognition,Arteriopathic disease,2,MentalP
Drug Dependence,Cognition Disorders,2,MentalP
Decision Making,Parkinson Disease,2,MentalP
Indifferent mood,Brain Diseases,2,MentalP
Practices (Psychology),Hamartoma Syndrome, Multiple,2,MentalP
Vision,motor disorder,2,MentalP
Puberty,Disorders, Mental,2,MentalP
Delusions,Depressive disorder,2,MentalP
Learning,Movement Disorders,2,MentalP
Feedback - evaluative response process,Leigh Disease,2,MentalP
Physical abuse,Antisocial Personality Disorder,2,MentalP
Involvement with,Rare Diseases,2,MentalP
Alcohol consumption,Post-Traumatic Stress Disorder,2,MentalP
Discussion,Disorders, Mental,2,MentalP
Fasting,Prune Belly Syndrome,2,MentalP
Fetal Alcohol Syndrome,Learning Disorders,2,MentalP
Psychological inhibition,Androgen-Insensitivity Syndrome,2,MentalP
Dyslexia,Down Syndrome,2,MentalP
Ejection as a Sports activity,Herpes zoster disease,2,MentalP
Reversal Learning,Functional disorder,2,MentalP
Learning Disabilities,Bipolar Disorder,2,MentalP
Availability of,Zika virus disease (disorder),2,MentalP
Cocaine,Lysosomal Storage Diseases,2,MentalP
Memory, Short-Term,Stereotypic Movement Disorder,2,MentalP
Behavioral Symptoms,Attention deficit hyperactivity disorder,2,MentalP
Coping Behavior,Syndrome,2,MentalP
Feeding Activity,Binge eating disorder,2,MentalP
psychological orientation,Conjunctival Diseases,2,MentalP
Like,MELAS Syndrome,2,MentalP
Stress,Attention Deficit Disorder,2,MentalP
Learning,Kartagener Syndrome,2,MentalP
Insight,Dyskinetic syndrome,2,MentalP
Focused attention,Alzheimer's Disease,2,MentalP
Cocaine,Parkinsonian Disorders,2,MentalP
Conditionings (Psychology),Schinzel-Giedion syndrome,2,MentalP
Fear,Cardio-facio-cutaneous syndrome,2,MentalP
Nausea,Functional disorder,2,MentalP
Exercise,Peripheral Arterial Diseases,2,MentalP
Thinking, function,Disorder nervous system,2,MentalP
Discrimination Learning,Carpal Tunnel Syndrome,2,MentalP
Compulsive checking,Sensitization (disorder),2,MentalP
Wakefulness,Attention deficit hyperactivity disorder,2,MentalP
Communication Response,Chronic Kidney Diseases,2,MentalP
Anxiety,Phobic anxiety disorder,2,MentalP
Fetal Alcohol Syndrome,Neurodevelopmental disorder,2,MentalP
Cognition,Liver diseases,2,MentalP
Forgetful,Parkinsonian Disorders,2,MentalP
Tinnitus,Syndrome,2,MentalP
Thermal threshold,Autistic Disorder,2,MentalP
Alcohol consumption,Post-Concussion Syndrome,2,MentalP
Desire for food,Mood Disorders,2,MentalP
Performance,Deglutition Disorders,2,MentalP
Fasting,Melkersson-Rosenthal Syndrome,2,MentalP
Memory,Liver diseases,2,MentalP
DEPRESSION MENTAL,Eating Disorders,2,MentalP
Projection Defense Mechanism,Brain Diseases,2,MentalP
Mental concentration,Vasodilation disorder,2,MentalP
Incentives,Irritable Bowel Syndrome,2,MentalP
Attention,Adult Fanconi syndrome,2,MentalP
Social isolation,Anxiety Disorders,2,MentalP
Learning ability,Functional disorder,2,MentalP
Habituation, Psychophysiologic,Autistic Disorder,2,MentalP
Sad mood,Depressive disorder,2,MentalP
Seizures,Mood Disorders,2,MentalP
Automobile Driving,Disorder nervous system,2,MentalP
Memory, Long-Term,Disorders, Mental,2,MentalP
Behavioral Symptoms,Syndrome,2,MentalP
Powers (Psychology),Peripheral Arterial Diseases,2,MentalP
Visual Discrimination,Retinal Diseases,2,MentalP
Mental association,CNS disorder,2,MentalP
Psychological inhibition,Chorea Acanthocytosis Syndrome,2,MentalP
Attention,Lewy Body Disease,2,MentalP
Autistic Disorder,DiGeorge Syndrome,2,MentalP
Sex Behavior,Clinically isolated syndrome,2,MentalP
Involvement with,Developmental arithmetic disorder,2,MentalP
biological adaptation to stress,Anxiety Disorders,2,MentalP
Experience,Alcohol use disorder,2,MentalP
Behavioral Symptoms,Disease Progression,2,MentalP
Puberty,Skin endocrine disorder,2,MentalP
Educational Status,Bipolar Disorder,2,MentalP
Imagery,Movement Disorders,2,MentalP
Low motivation,Disorder nervous system,2,MentalP
Disorientation,Developmental arithmetic disorder,2,MentalP
Cognitive information processing,Pervasive Development Disorder,2,MentalP
Grooming,Depressive disorder,2,MentalP
Pain,Psychotic Disorders,2,MentalP
Drug Dependence,Hamartoma Syndrome, Multiple,2,MentalP
Periodontal Diseases,Disease Progression,2,MentalP
Involvement with,Degenerative brain disorder,2,MentalP
Dark Adaptation,DISORDERS OF THE OPTIC NERVE,2,MentalP
Disputes,Psychotic Disorders,2,MentalP
Mood,Movement Disorders,2,MentalP
Avoidance behavior,Hamartoma Syndrome, Multiple,2,MentalP
Habituation, Psychophysiologic,Hodgkin Disease,2,MentalP
Cognition,Degenerative disorder,2,MentalP
Insight,Sleep Apnea Syndromes,2,MentalP
Maladaptive behavior,Functional disorder,2,MentalP
Mental association,Renal glomerular disease,2,MentalP
Ethanol,Mucocutaneous Lymph Node Syndrome,2,MentalP
Physical activity,Colonic Diseases,2,MentalP
Pain,Menkes Kinky Hair Syndrome,2,MentalP
Conditionings (Psychology),neuropathology disease,2,MentalP
Prepuberty,cortex bone disorders,2,MentalP
Alcohol abuse,Psychotic Disorders,2,MentalP
Binge Drinking,Recurrent disease,2,MentalP
Communications Media,Behcet Syndrome,2,MentalP
Sex Behavior,Fetal Alcohol Syndrome,2,MentalP
Feedback - evaluative response process,Coffin-Siris syndrome,2,MentalP
Visuospatial Ability,Alzheimer's Disease,2,MentalP
Hope,Brain Diseases,2,MentalP
Executive Function,Pervasive Development Disorder,2,MentalP
Insight,Liver diseases,2,MentalP
Pain,Memory Disorders,2,MentalP
Desire for food,Eating Disorders,2,MentalP
Drug Tolerance,Functional disorder,2,MentalP
Sex Behavior,Cockayne Syndrome, Type II,2,MentalP
competition,Functional disorder,2,MentalP
Success,Pancreatic Diseases,2,MentalP
Age-related cognitive decline,Disease Progression,2,MentalP
Anxiety and fear,Anxiety Disorders,2,MentalP
Sets (Psychology),Bipolar I disorder,2,MentalP
Drug Tolerance,Disorder nervous system,2,MentalP
Availability of,Cat-Scratch Disease,2,MentalP
Sleep Deprivation,Disorder nervous system,2,MentalP
Tobacco user,Functional disorder,2,MentalP
Motion Perception,Retinal Diseases,2,MentalP
Communication Response,Pelizaeus-Merzbacher Disease,2,MentalP
Hostility,Depressive disorder,2,MentalP
Mood Disorders,Attention Deficit Disorder,2,MentalP
Feeling mixed emotions,Psychotic Disorders,2,MentalP
Performance,Norrie disease,2,MentalP
Body Weight,Metabolic Syndrome X,2,MentalP
Impaired cognition,Degenerative brain disorder,2,MentalP
Memory Disorders,cortex bone disorders,2,MentalP
Chewing,Spinal Cord Diseases,2,MentalP
Speech and language disorder,Autism Spectrum Disorders,2,MentalP
Communication Response,Norrie disease,2,MentalP
Perseveration,Disorders, Mental,2,MentalP
Insight,Van der Woude syndrome,2,MentalP
Learning Disorders,Fetal Alcohol Spectrum Disorders,2,MentalP
Projection Defense Mechanism,Dystonia Disorders,2,MentalP
Physiologic Thermoregulation,Timothy syndrome,2,MentalP
Methamphetamine,Myeloproliferative Syndrome, Transient,2,MentalP
Drug Tolerance,Pituitary Diseases,2,MentalP
Desire for food,Sensitization (disorder),2,MentalP
Seizures,Russell-Silver syndrome,2,MentalP
Psychological suppression,Renal glomerular disease,2,MentalP
Persistence,Sequela of disorder,2,MentalP
Confidence,Parkinson Disease,2,MentalP
Tracking,Brain Diseases,2,MentalP
Stress, Psychological,Stress Disorders, Traumatic,2,MentalP
Attention,Parkinsonian Disorders,2,MentalP
Conflicts (Psychology),cortex bone disorders,2,MentalP
Memory, Short-Term,Idiopathic pneumonia syndrome,2,MentalP
Interested,Meningeal disorder,2,MentalP
Reading,Language Disorders,2,MentalP
Sensory Process,Stress Disorders, Traumatic,2,MentalP
Social Role,Duane Retraction Syndrome,2,MentalP
Depressive Symptoms,neuropathology disease,2,MentalP
Sets (Psychology),Brain Diseases,2,MentalP
Abnormal behavior,Degenerative disorder,2,MentalP
Hearing impairment,Dermatologic disorders,2,MentalP
Feedback - system communication,Autism Spectrum Disorders,2,MentalP
Performance,Acute infectious disease,2,MentalP
Uncertainty,Hypertensive disease,2,MentalP
Emotions,Fetal Alcohol Spectrum Disorders,2,MentalP
Eating,Metabolic Syndrome X,2,MentalP
Nervousness,Disorders, Mental,2,MentalP
Akathisia,Extrapyramidal Disorders,2,MentalP
Stereotyped Behavior,Gilles de la Tourette syndrome,2,MentalP
Body Weight,Muckle-Wells Syndrome,2,MentalP
Social Role,Other and unspecified disorders of the circulatory system,2,MentalP
Body Weight,Brain Diseases,2,MentalP
smell perception,Severe Acute Respiratory Syndrome,2,MentalP
Mental association,Swine Vesicular Disease,2,MentalP
Mental Processes,Mood Disorders,2,MentalP
Discussion,Autism Spectrum Disorders,2,MentalP
Fasting,Pendred's syndrome,2,MentalP
Mental concentration,Herpes zoster disease,2,MentalP
Emotional Strain,Acute infectious disease,2,MentalP
Psychological inhibition,Psychotic Disorders,2,MentalP
competition,Norrie disease,2,MentalP
Emotions,Borderline Personality Disorder,2,MentalP
Irritable Mood,Sensitization (disorder),2,MentalP
Performance,Mesulam Syndrome,2,MentalP
Sex Behavior,Restless Legs Syndrome,2,MentalP
memory process,Recurrent disease,2,MentalP
Sex Behavior,Lafora Disease,2,MentalP
Behavioral tic,Attention deficit hyperactivity disorder,2,MentalP
Play,Communicable Diseases,2,MentalP
Perception,Phantom limb syndrome,2,MentalP
Conscious,Brain Diseases,2,MentalP
competition,Disorders, Mental,2,MentalP
psychological orientation,Mobius Syndrome,2,MentalP
sharing,Disorders, Mental,2,MentalP
At risk for violence,Psychotic Disorders,2,MentalP
Insight,Williams Syndrome,2,MentalP
Mental association,Hereditary Diseases,2,MentalP
Sexism,Autistic Disorder,2,MentalP
Social Behavior,Attention deficit hyperactivity disorder,2,MentalP
Drug abuse,Neurotoxicity Syndromes,2,MentalP
Feedback - evaluative response process,Hypertensive disease,2,MentalP
Uncertainty,Bipolar Disorder,2,MentalP
Hearing problem,Diseases of inner ear,2,MentalP
Communication Response,Disorder of eye,2,MentalP
Recognition (Psychology),Van der Woude syndrome,2,MentalP
Communication Response,Impulse Control Disorders,2,MentalP
Sensory Process,Fetal Alcohol Syndrome,2,MentalP
Reduced concentration,Alzheimer's Disease,2,MentalP
Cocaine,Disorders, Mental,2,MentalP
Deafness,Tietz syndrome,2,MentalP
Hyperactive behavior,Conduct Disorder,2,MentalP
Psychological Transfer,Neurotoxicity Syndromes,2,MentalP
Availability of,Psychotic Disorders,2,MentalP
DEPRESSION MENTAL,Stereotypic Movement Disorder,2,MentalP
Comprehension,Inflammatory Bowel Diseases,2,MentalP
Retentions (Psychology),Disorders, Mental,2,MentalP
Problem Solving,cortex bone disorders,2,MentalP
Methamphetamine,Renal glomerular disease,2,MentalP
Reproduction,Klinefelter Syndrome,2,MentalP
Cocaine,Huntington Disease,2,MentalP
Play,Sensorineural hearing loss (disorder),2,MentalP
Memory, Short-Term,Melkersson-Rosenthal Syndrome,2,MentalP
Speech,Motor Neuron Disease,2,MentalP
Judgment,Myeloproliferative Syndrome, Transient,2,MentalP
Obsessive-Compulsive Personality,Disorders, Mental,2,MentalP
Automobile Driving,Hypertensive disease,2,MentalP
Vision,Guillain-Barre Syndrome,2,MentalP
Decision Making,Neurotoxicity Syndromes,2,MentalP
Behavioral Symptoms,Anxiety Disorders,2,MentalP
Physical activity,Hamartoma Syndrome, Multiple,2,MentalP
Communication Response,Salivary Gland Diseases,2,MentalP
Response to stimulus physiology,Timothy syndrome,2,MentalP
Ethanol,Mood Disorders,2,MentalP
Behavioral change,Fragile X Syndrome,2,MentalP
Mental association,Crohn Disease,2,MentalP
Craving for alcohol,Major Depressive Disorder,2,MentalP
Brain Death,Spinal Cord Diseases,2,MentalP
Decision Making,Anxiety Disorders,2,MentalP
Social Interaction,Chronic granulomatous disease,2,MentalP
Behavior,Bardet-Biedl Syndrome,2,MentalP
Stress,Cushing Syndrome,2,MentalP
Comprehension,Alcohol use disorder,2,MentalP
Sleep,Dyskinetic syndrome,2,MentalP
Feedback - evaluative response process,Herpes zoster disease,2,MentalP
Retentions (Psychology),Neurodegenerative Disorders,2,MentalP
Seizures,Chronic disease,2,MentalP
Persistence,Acute infectious disease,2,MentalP
Chronic pain,Sensory Disorders,2,MentalP
Running,Neurotoxicity Syndromes,2,MentalP
Vision,Leigh Disease,2,MentalP
Social Role,Niemann-Pick Diseases,2,MentalP
Discussion,Cerebellar Diseases,2,MentalP
Depressed mood,Substance Withdrawal Syndrome,2,MentalP
Hearing,Pervasive Development Disorder,2,MentalP
Regular exercise (observable entity),Alzheimer's Disease,2,MentalP
Sex Behavior,Mucocutaneous Lymph Node Syndrome,2,MentalP
Fighting,Depressive disorder,2,MentalP
Aggressive behavior,Disorder nervous system,2,MentalP
Cocaine,Delirium, Dementia, Amnestic, Cognitive Disorders,2,MentalP
Fear,Bardet-Biedl Syndrome,2,MentalP
Unipolar Depression,Skin endocrine disorder,2,MentalP
Agitation,Functional disorder,2,MentalP
Motivation,Movement Disorders,2,MentalP
Stereotypic Movement Disorder,Syndrome, Bloch-Sulzberger,2,MentalP
Chronic pain,Herpes zoster disease,2,MentalP
Ability to interact with others,Stereotypic Movement Disorder,2,MentalP
High risk of,Neurodegenerative Disorders,2,MentalP
Form Perception,Spinal Cord Diseases,2,MentalP
Performance,Anxiety Disorders,2,MentalP
Abnormal behavior,Sequela of disorder,2,MentalP
Like,Guillain-Barre Syndrome,2,MentalP
Activities of Daily Living,Sweet Syndrome,2,MentalP
Consideration,Parkinsonian Disorders,2,MentalP
Fatigue,Chronic inflammatory disorder,2,MentalP
Availability of,Movement Disorders,2,MentalP
Eye Movements,Parkinsonian Disorders,2,MentalP
Mood Disorders,Sleep Disorders,2,MentalP
Smoker,Clinically isolated syndrome,2,MentalP
Consensus,Depressive disorder,2,MentalP
Projection Defense Mechanism,Corneal Diseases,2,MentalP
Recognition (Psychology),Cerebellar Diseases,2,MentalP
Involvement with,Kallmann Syndrome,2,MentalP
Behavior,Acute ill-defined cerebrovascular disease,2,MentalP
Feedback - system communication,Ovarian Diseases,2,MentalP
Presbycusis,Sensorineural hearing loss (disorder),2,MentalP
Fasting,Gilles de la Tourette syndrome,2,MentalP
Wakefulness,Anxiety Disorders,2,MentalP
Executive Function,Depressive disorder,2,MentalP
Insight,Meconium Aspiration Syndrome,2,MentalP
Impaired cognition,Migraine Disorders,2,MentalP
Reaction Time,Speech Disorders,2,MentalP
Fasting,Major Depressive Disorder,2,MentalP
Anxiety,Lung Diseases, Obstructive,2,MentalP
Social Role,Occlusion of artery (disorder),2,MentalP
Sensory Integration,Functional disorder,2,MentalP
Aversion (finding),Conduct Disorder,2,MentalP
Depressive Symptoms,Stress Disorders, Traumatic,2,MentalP
Spatial Memory,Autistic Disorder,2,MentalP
Learning Disabilities,Pervasive Development Disorder,2,MentalP
Sleep,Cardio-facio-cutaneous syndrome,2,MentalP
Dyslexia,Developmental arithmetic disorder,2,MentalP
Paralysed,Lung diseases,2,MentalP
Visuospatial Ability,Williams Syndrome,2,MentalP
Memory,Hereditary Diseases,2,MentalP
Language Disorders,Alzheimer's Disease,2,MentalP
Affective Symptoms,Depressive disorder,2,MentalP
Voice,Parkinson Disease,2,MentalP
Explicit memory,Alzheimer's Disease,2,MentalP
Uncertainty,Disorders, Mental,2,MentalP
Feedback - system communication,Autistic Disorder,2,MentalP
DEPRESSION MENTAL,General Adaptation Syndrome,2,MentalP
Memory impairment,Speech Disorders,2,MentalP
Mental concentration,Irritable Bowel Syndrome,2,MentalP
Desire for food,Metabolic Diseases,2,MentalP
Erectile dysfunction,Sensory Disorders,2,MentalP
Fatigue,Chromosome 11p11.2 Deletion Syndrome,2,MentalP
Attention,Major Depressive Disorder,2,MentalP
Seasonal Affective Disorder,Autism Spectrum Disorders,2,MentalP
Comprehension,Sensorineural hearing loss (disorder),2,MentalP
Low Risk,Alzheimer's Disease,2,MentalP
Attack behavior,Inflammatory disorder,2,MentalP
Motivation,Alzheimer's Disease,2,MentalP
Anxiety,other psychiatric disorders,2,MentalP
Unipolar Depression,Cerebrovascular Disorders,2,MentalP
Psychological suppression,Seasonal Affective Disorder,2,MentalP
Insight,Movement Disorders,2,MentalP
Feeling content,Cyclothymic Disorder,2,MentalP
Blunted affect,Psychotic Disorders,2,MentalP
Hunger,Depressive disorder,2,MentalP
Persistence,Testicular Diseases,2,MentalP
Mental concentration,Metabolic Syndrome X,2,MentalP
Interested,Metabolic Diseases,2,MentalP
Anxiety,Generalized Anxiety Disorder,2,MentalP
Social isolation,Autism Spectrum Disorders,2,MentalP
C,Skin endocrine disorder,2,MentalP
Forgetful,Autistic Disorder,2,MentalP
Sets (Psychology),Nijmegen Breakage Syndrome,2,MentalP
Memory, Episodic,Neurodegenerative Disorders,2,MentalP
Drug Dependence,Fetal Alcohol Syndrome,2,MentalP
