concept,disease,appearTimes,conceptClass
K-ras Oncogene,Adenocarcinoma of lung (disorder),2,Gene
Long Interspersed Element,DISORDERS OF THE OPTIC NERVE,2,Gene
Heterozygote,Major Depressive Disorder,2,Gene
GAA gene,Tracheal Diseases,2,Gene
HTR2A wt Allele,Depressive disorder,2,Gene
AKR1C1 wt Allele,Disease Progression,2,Gene
HOXA10 wt Allele,Functional disorder,2,Gene
Genes,Idiopathic disease,2,Gene
APOE gene,Metabolic Syndrome X,2,Gene
FMR1 wt Allele,Feline urological syndrome,2,Gene
APOE*4 Allele,Disease Progression,2,Gene
NEUROD1 Gene,Niemann-Pick Disease, Type C,2,Gene
Genes,WAGR Syndrome,2,Gene
CHD5 Gene,Alzheimer's Disease,2,Gene
CARD8 Gene,Autistic Disorder,2,Gene
GRM5 Gene,Pendred's syndrome,2,Gene
IL6 Gene,Pancreatic Diseases,2,Gene
SNCA gene,Disorder nervous system,2,Gene
Human gene,Autism Spectrum Disorders,2,Gene
ABCB6 wt Allele,neuropathology disease,2,Gene
LRRTM2 Gene,Mucocutaneous Lymph Node Syndrome,2,Gene
SHANK3 Gene,Bipolar Disorder,2,Gene
DKK1 wt Allele,Alzheimer's Disease,2,Gene
MAPT wt Allele,motor disorder,2,Gene
Genes,Pediatric Disorder,2,Gene
CHAT Gene,Neonatal maladjustment syndrome,2,Gene
SCG2 Gene,Communicable Diseases,2,Gene
GBA wt Allele,Mild cognitive disorder,2,Gene
CD55 wt Allele,Disorders, Mental,2,Gene
Gene Dosage,Autism Spectrum Disorders,2,Gene
CYP27A1 wt Allele,Sensitization (disorder),2,Gene
APOE gene,Cerebrovascular Disorders,2,Gene
MET wt Allele,Rett Syndrome,2,Gene
Genotype,Post-Traumatic Stress Disorder,2,Gene
AKT1S1 wt Allele,Pleural Diseases,2,Gene
ASAH1 wt Allele,Retinal Diseases,2,Gene
C9orf72 Gene,Mesulam Syndrome,2,Gene
ST13 Gene,cortex bone disorders,2,Gene
LEP wt Allele,Stress Disorders, Traumatic,2,Gene
FAT1 gene,Metabolic Diseases,2,Gene
ATR Gene,Nicolaides Baraitser syndrome,2,Gene
HTR1A wt Allele,Mood Disorders,2,Gene
TP63 Gene,Niemann-Pick Disease, Type C,2,Gene
SLC1A2 wt Allele,Disease Progression,2,Gene
HSPB1 Gene,Spinal Cord Diseases,2,Gene
FLNA wt Allele,Functional disorder,2,Gene
CYP3A4 gene,Liver diseases,2,Gene
F9 gene,Acquired Immunodeficiency Syndrome,2,Gene
SHH Gene,Autism Spectrum Disorders,2,Gene
Genome, Human,Disorder nervous system,2,Gene
ATP1A2 gene,Functional disorder,2,Gene
GLS2 wt Allele,Spinal Cord Diseases,2,Gene
CARD8 wt Allele,Shy-Drager Syndrome,2,Gene
PPARG Gene,Alzheimer's Disease,2,Gene
RAC1 Gene,Parkinson Disease,2,Gene
KDM1A wt Allele,Neurotoxicity Syndromes,2,Gene
GHRL Gene,Pancreatic Diseases,2,Gene
CTLA4 wt Allele,Liver diseases,2,Gene
GRM5 Gene,Pigment dispersion syndrome (disorder),2,Gene
MANF Gene,Parkinson Disease,2,Gene
MAP1LC3A wt Allele,Huntington Disease,2,Gene
ANTXR1 wt Allele,Nijmegen Breakage Syndrome,2,Gene
PMAIP1 wt Allele,cortex bone disorders,2,Gene
KRT5 wt Allele,Hashimoto Disease,2,Gene
SOD1 gene,Niemann-Pick Disease, Type C,2,Gene
RRM2 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
EPO wt Allele,Lung diseases,2,Gene
AVP wt Allele,Hypertensive disease,2,Gene
CD36 wt Allele,Pervasive Development Disorder,2,Gene
AR wt Allele,Lung diseases,2,Gene
Genotype,Mild cognitive disorder,2,Gene
CD36 Gene,Hamartoma Syndrome, Multiple,2,Gene
TLR4 wt Allele,Disease Progression,2,Gene
GFAP gene,Lewy Body Disease,2,Gene
C-KIT Gene,Hashimoto Disease,2,Gene
POLG gene,Premature aging syndrome,2,Gene
TH gene,Lewy Body Disease,2,Gene
S100A9 wt Allele,Disorder of pineal gland,2,Gene
ELK3 wt Allele,Parkinson Disease,2,Gene
TLR4 Gene,Sensitization (disorder),2,Gene
NCL Gene,Neurodegenerative Disorders,2,Gene
FASN wt Allele,Niemann-Pick Disease, Type C,2,Gene
MTR Gene,Inflammatory disorder,2,Gene
PTGS2 Gene,Parkinson Disease,2,Gene
AVP Gene,Skin endocrine disorder,2,Gene
DKK1 wt Allele,Disease Progression,2,Gene
CREB1 wt Allele,Huntington Disease,2,Gene
ABCC8 gene,Disease Progression,2,Gene
PSAP gene,Niemann-Pick disease, type C2,2,Gene
AMH wt Allele,Neurodegenerative Disorders,2,Gene
MS4A1 wt Allele,Feline urological syndrome,2,Gene
KLRK1 Gene,Spinal Cord Diseases,2,Gene
Genotype,Gilles de la Tourette syndrome,2,Gene
XRCC1 Gene,Feline urological syndrome,2,Gene
IGF2 Gene,Meningeal disorder,2,Gene
DRD2 Gene,Movement Disorders,2,Gene
Wild Type,Meckel syndrome type 1,2,Gene
OXT Gene,Disorder of pineal gland,2,Gene
KHDRBS1 wt Allele,Machado-Joseph Disease,2,Gene
SST Gene,Virus Diseases,2,Gene
MAPK8 wt Allele,Stress Disorders, Traumatic,2,Gene
ERBB2IP Gene,Anxiety Disorders,2,Gene
RTN4 Gene,DISORDERS OF THE OPTIC NERVE,2,Gene
TLR7 wt Allele,Neurodegenerative Disorders,2,Gene
SET Gene,Motor Neuron Disease,2,Gene
MOK Gene,Disease Progression,2,Gene
SARM1 Gene,Retinal Diseases,2,Gene
Long Interspersed Element,Psychotic Disorders,2,Gene
STS wt Allele,Timothy syndrome,2,Gene
MMP9 Gene,Fragile X Syndrome,2,Gene
SH2D3C wt Allele,Parkinson Disease,2,Gene
CAT Gene,Gilles de la Tourette syndrome,2,Gene
GAPDH Gene,Hashimoto Disease,2,Gene
ELL wt Allele,Eating Disorders,2,Gene
Estrogen Receptors,Hypertensive disease,2,Gene
MIR137 Gene,Psychotic Disorders,2,Gene
Genome, Human,Parkinson Disease,2,Gene
PAG1 wt Allele,Vasodilation disorder,2,Gene
PNP Gene,Cerebrovascular Disorders,2,Gene
PNP wt Allele,Prune Belly Syndrome,2,Gene
HSPA5 wt Allele,Neurodegenerative Disorders,2,Gene
BCL2 wt Allele,Fetal Alcohol Syndrome,2,Gene
EGF Gene,Alzheimer's Disease,2,Gene
AMH Gene,Neurodegenerative Disorders,2,Gene
CD8A wt Allele,Communicable Diseases,2,Gene
AKT1S1 wt Allele,Fetal Alcohol Syndrome,2,Gene
MAPK14 Gene,Depressive disorder,2,Gene
CALCA Gene,Tracheal Diseases,2,Gene
SCN1A gene,Parkinson Disease,2,Gene
CD8A Gene,Autoimmune Diseases,2,Gene
SLC12A2 Gene,Autistic Disorder,2,Gene
SIL1 wt Allele,Peripheral Arterial Diseases,2,Gene
MAPK8 wt Allele,Iodine deficiency syndrome,2,Gene
Genome,22q13.3 Deletion Syndrome,2,Gene
F2R Gene,Noonan Syndrome,2,Gene
YWHAE wt Allele,Deglutition Disorders,2,Gene
OLIG2 Gene,Disease Progression,2,Gene
CALR wt Allele,Chromosome 11p11.2 Deletion Syndrome,2,Gene
RIPK3 Gene,Spinal Cord Diseases,2,Gene
IL23A Gene,Neurodegenerative Disorders,2,Gene
TP73 Gene,cortex bone disorders,2,Gene
MID1 wt Allele,cortex bone disorders,2,Gene
CACNA1G Gene,Bipolar Disorder,2,Gene
PIEZO1 Gene,Chimera (disorder),2,Gene
PSEN1 gene,Neurodegenerative Disorders,2,Gene
NGF Gene,neuropathology disease,2,Gene
FGF1 Gene,Neurodegenerative Disorders,2,Gene
POSTN wt Allele,Disorder nervous system,2,Gene
PITX2 wt Allele,Prune Belly Syndrome,2,Gene
CTSD Gene,Lysosomal Storage Diseases,2,Gene
BDNF Gene,Metabolic Diseases,2,Gene
NTRK2 Gene,Niemann-Pick Disease, Type C,2,Gene
GDNF Gene,Recurrent disease,2,Gene
NOVA2 Gene,Prune Belly Syndrome,2,Gene
GRM1 wt Allele,Neurodegenerative Disorders,2,Gene
Genome,Shy-Drager Syndrome,2,Gene
MAPK14 Gene,Stress Disorders, Traumatic,2,Gene
PRRT2 wt Allele,Spinal Cord Diseases,2,Gene
ARX gene,Syndrome,2,Gene
ADRB2 wt Allele,Leigh Disease,2,Gene
MALAT1 wt Allele,Disorder nervous system,2,Gene
SCTR wt Allele,Functional disorder,2,Gene
PLAG1 Gene,Pituitary Diseases,2,Gene
TNF Gene,Major Depressive Disorder,2,Gene
HP wt Allele,Disorder nervous system,2,Gene
NR3C1 wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
TH gene,Mucocutaneous Lymph Node Syndrome,2,Gene
CAV1 Gene,Huntington Disease,2,Gene
SQSTM1 wt Allele,Machado-Joseph Disease,2,Gene
BLM wt Allele,Spinal Cord Diseases,2,Gene
ABCB1 gene,Neurodegenerative Disorders,2,Gene
TP63 wt Allele,cortex bone disorders,2,Gene
PPARG wt Allele,Depressive disorder,2,Gene
CSPG4 wt Allele,CNS disorder,2,Gene
TNF wt Allele,Pituitary Diseases,2,Gene
DMD gene,Ataxia as late effect of cerebrovascular disease,2,Gene
NOTCH3 wt Allele,cortex bone disorders,2,Gene
LIPG wt Allele,Capillary Leak Syndrome,2,Gene
AVP Gene,Zellweger Syndrome,2,Gene
Codon,Creutzfeldt-Jakob disease,2,Gene
EIF4E wt Allele,Neurotoxicity Syndromes,2,Gene
TCF7L2 Gene,Skin endocrine disorder,2,Gene
LITAF gene,Niemann-Pick Disease, Type C,2,Gene
Tumor Necrosis Factor-alpha,Syndrome, Bloch-Sulzberger,2,Gene
Wild Type,Neu-Laxova syndrome,2,Gene
CD36 Gene,Metabolic Diseases,2,Gene
EHMT1 Gene,Neurodevelopmental disorder,2,Gene
CRH wt Allele,Retinal Diseases,2,Gene
PRRT2 Gene,Migraine Disorders,2,Gene
NRP2 Gene,Spinal Cord Diseases,2,Gene
UCP1 wt Allele,cortex bone disorders,2,Gene
FAS Gene,Niemann-Pick Disease, Type C,2,Gene
PSEN1 gene,Mild cognitive disorder,2,Gene
ELN wt Allele,Beckwith-Wiedemann Syndrome,2,Gene
COX7A2L Gene,Androgen-Insensitivity Syndrome,2,Gene
BCHE wt Allele,Alzheimer's Disease,2,Gene
IFNAR1 Gene,Zellweger Syndrome,2,Gene
PRNP gene,Pick Disease of the Brain,2,Gene
CD44 Gene,Hamartoma Syndrome, Multiple,2,Gene
LGI1 Gene,Functional disorder,2,Gene
ATP8A2 wt Allele,Disease Progression,2,Gene
MAPT wt Allele,Hypertrophic disorder of skin, unspecified,2,Gene
MAP1LC3A wt Allele,Myeloproliferative Syndrome, Transient,2,Gene
PMP22 gene,Charcot-Marie-Tooth Disease,2,Gene
L1CAM gene,Disorder nervous system,2,Gene
PRNP gene,New Variant Creutzfeldt-Jakob Disease,2,Gene
MAPT wt Allele,Language Disorders,2,Gene
ZGLP1 wt Allele,Brain Diseases,2,Gene
NFIC Gene,Sandhoff Disease,2,Gene
MAPK3 wt Allele,Hypertensive disease,2,Gene
HMGCR Gene,cortex bone disorders,2,Gene
FGF2 wt Allele,Neurotoxicity Syndromes,2,Gene
PODXL Gene,Machado-Joseph Disease,2,Gene
MAPT gene,Shwachman syndrome,2,Gene
Genome,Mood Disorders,2,Gene
Clustered Regularly Interspaced Short Palindromic Repeats,Fragile X Syndrome,2,Gene
ELK3 Gene,Parkinson Disease,2,Gene
STAT3 Gene,Spinal Cord Diseases,2,Gene
BACE2 Gene,Syndrome,2,Gene
PRNP wt Allele,Brain Diseases,2,Gene
TP53 gene,Van der Woude syndrome,2,Gene
GRM5 Gene,Esophageal Diseases,2,Gene
NR3C1 Gene,Zellweger Syndrome,2,Gene
FARSB Gene,Syndrome,2,Gene
TBX1 Gene,Shprintzen syndrome,2,Gene
IL33 Gene,Neurodegenerative Disorders,2,Gene
NGFR wt Allele,Neurotoxicity Syndromes,2,Gene
FXN gene,Functional disorder,2,Gene
SCTR wt Allele,Diseases of inner ear,2,Gene
CAV1 Gene,Functional disorder,2,Gene
FMR1 wt Allele,neuropathology disease,2,Gene
VIP Gene,Retinal Diseases,2,Gene
Retinoic Acid Response Element,Oculo-dento-digital syndrome,2,Gene
BACE1 Gene,Liver diseases,2,Gene
TNFRSF1A wt Allele,cortex bone disorders,2,Gene
G-Protein Coupled Receptor Gene,Disorder nervous system,2,Gene
SET Gene,Rett Syndrome,2,Gene
PTEN gene,Migraine Disorders,2,Gene
KIT wt Allele,Hashimoto Disease,2,Gene
AVPR2 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
DST wt Allele,Depressive disorder,2,Gene
CSF1R Gene,Alzheimer's Disease,2,Gene
HP Gene,Skin endocrine disorder,2,Gene
NFE2L2 wt Allele,Neurodegenerative Disorders,2,Gene
RNH1 wt Allele,Major Depressive Disorder,2,Gene
FGF23 gene,Hypertensive disease,2,Gene
CDAN1 wt Allele,cortex bone disorders,2,Gene
SOD1 gene,Alzheimer's Disease,2,Gene
SH2D3C wt Allele,Syndrome,2,Gene
CD69 wt Allele,Stiff-Person Syndrome,2,Gene
PLOD1 gene,Klinefelter Syndrome,2,Gene
HTT gene,CNS disorder,2,Gene
CADM1 wt Allele,Pervasive Development Disorder,2,Gene
RELN Gene,Brain Diseases,2,Gene
CCR2 gene,Functional disorder,2,Gene
BRCA1 wt Allele,Syndrome,2,Gene
RANGAP1 wt Allele,Lewy Body Disease,2,Gene
CTLA4 wt Allele,Retinal Diseases,2,Gene
SMN2 gene,Disease Progression,2,Gene
estrogen receptor alpha, human,Van der Woude syndrome,2,Gene
MTCP1NB wt Allele,Depressive disorder,2,Gene
TERC wt Allele,Eosinophilic disorder,2,Gene
CXCL8 gene,Down Syndrome,2,Gene
TBCEL Gene,Coffin-Lowry syndrome,2,Gene
AREG wt Allele,Recurrent disease,2,Gene
Genes,Wolcott-Rallison syndrome,2,Gene
S100A9 wt Allele,Parkinson Disease,2,Gene
RNH1 Gene,Nail-Patella Syndrome,2,Gene
STS wt Allele,Neurodegenerative Disorders,2,Gene
BRCA1 wt Allele,Aqueous Humor Disorders,2,Gene
MAPK1 wt Allele,Niemann-Pick Disease, Type C,2,Gene
NCL Gene,cortex bone disorders,2,Gene
CCL27 wt Allele,Disease Progression,2,Gene
CDKN2A wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
CTNND1 wt Allele,Spinal Cord Diseases,2,Gene
GRM1 Gene,CNS disorder,2,Gene
IRF6 wt Allele,Thoracic Outlet Syndrome,2,Gene
ESR1 Gene,Syndrome, Bloch-Sulzberger,2,Gene
MAP1LC3A Gene,Spinal Cord Diseases,2,Gene
CD68 Gene,Niemann-Pick Disease, Type C,2,Gene
SCG2 Gene,Van der Woude syndrome,2,Gene
Homozygote,Pituitary Diseases,2,Gene
Genome,Mucocutaneous Lymph Node Syndrome,2,Gene
RAG2 Gene,Immunologic Deficiency Syndromes,2,Gene
GRM5 wt Allele,Spinal Cord Diseases,2,Gene
SLC18A2 Gene,Neurotoxicity Syndromes,2,Gene
CDK5R1 wt Allele,Niemann-Pick Disease, Type C,2,Gene
SST wt Allele,Skin endocrine disorder,2,Gene
GC Gene,Gaucher Disease,2,Gene
HSPB8 wt Allele,cortex bone disorders,2,Gene
BBC3 Gene,cortex bone disorders,2,Gene
AVP Gene,Syndrome,2,Gene
MSR1 wt Allele,Hypertensive disease,2,Gene
L1CAM gene,Alzheimer's Disease,2,Gene
CDKN2A gene,Niemann-Pick Disease, Type C,2,Gene
Wild Type,Cerebellar Diseases,2,Gene
ESR1 Gene,Van der Woude syndrome,2,Gene
AMD1 Gene,Retinal Diseases,2,Gene
CD8A wt Allele,Melkersson-Rosenthal Syndrome,2,Gene
APP wt Allele,Depressive disorder,2,Gene
ENO2 Gene,Psychotic Disorders,2,Gene
SQSTM1 wt Allele,Stress Disorders, Traumatic,2,Gene
SYP Gene,Nail-Patella Syndrome,2,Gene
TBCEL wt Allele,Coffin-Lowry syndrome,2,Gene
CP Gene,Disorders, Mental,2,Gene
Wild Type,Williams Syndrome,2,Gene
GRM1 Gene,Syndrome, Bloch-Sulzberger,2,Gene
PAFAH1B1 wt Allele,Deglutition Disorders,2,Gene
TXNRD2 wt Allele,Eosinophilic disorder,2,Gene
PSEN1 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
ATM gene,Ataxia as late effect of cerebrovascular disease,2,Gene
ARG1 Gene,Spinal Cord Diseases,2,Gene
SEMA6A wt Allele,Spinal Cord Diseases,2,Gene
GNRH1 Gene,Uterine Diseases,2,Gene
S100A1 wt Allele,Functional disorder,2,Gene
Genotype,Parkinsonian Disorders,2,Gene
PITX2 wt Allele,Mood Disorders,2,Gene
SEPT9 gene,cortex bone disorders,2,Gene
GPNMB Gene,Parkinson Disease,2,Gene
SPINK1 wt Allele,Alzheimer's Disease,2,Gene
HCRT Gene,Van der Woude syndrome,2,Gene
Promoter,Disorder of pineal gland,2,Gene
DDIT4 Gene,Depressive disorder,2,Gene
FST wt Allele,Werner Syndrome,2,Gene
Major Histocompatibility Complex,Van der Woude syndrome,2,Gene
Heterozygote,DISORDERS OF THE OPTIC NERVE,2,Gene
PODXL wt Allele,Machado-Joseph Disease,2,Gene
TNF Gene,Syndrome, Bloch-Sulzberger,2,Gene
CXCL10 Gene,Spinal Cord Diseases,2,Gene
PHOX2B gene,Sudden infant death syndrome,2,Gene
FAM49B wt Allele,Alzheimer's Disease,2,Gene
FOXP2 Gene,Sensitization (disorder),2,Gene
Genome,DISORDERS OF THE OPTIC NERVE,2,Gene
Codon,Huntington Disease,2,Gene
RALBP1 Gene,Neurotoxicity Syndromes,2,Gene
CTSL1 wt Allele,Spinal Cord Diseases,2,Gene
TP53 gene,Nail-Patella Syndrome,2,Gene
SET Gene,Syndrome, Bloch-Sulzberger,2,Gene
F2 gene,Liver diseases,2,Gene
EPO Gene,Leigh Disease,2,Gene
KDM1A wt Allele,Neurodegenerative Disorders,2,Gene
LGALS3 Gene,Neurodegenerative Disorders,2,Gene
Quantitative Trait Loci,Bipolar Disorder,2,Gene
Genes, X-Linked,Alzheimer's Disease,2,Gene
NGF Gene,Diseases of inner ear,2,Gene
SBDS wt Allele,Stiff-Person Syndrome,2,Gene
PGR Gene,cortex bone disorders,2,Gene
MECP2 wt Allele,Lubs X-linked mental retardation syndrome,2,Gene
PDCD4 Gene,Depressive disorder,2,Gene
LITAF gene,Nail-Patella Syndrome,2,Gene
ABCB6 wt Allele,cortex bone disorders,2,Gene
LEP Gene,Syndrome,2,Gene
DENR wt Allele,Spinal Cord Diseases,2,Gene
SHH Gene,Syndrome,2,Gene
LIMS1 wt Allele,Colonic Diseases,2,Gene
DHPS wt Allele,Parkinson Disease,2,Gene
Retinoic Acid Response Element,Mendelian disorders,2,Gene
STAT6 Gene,Van der Woude syndrome,2,Gene
NR3C1 wt Allele,Neurotoxicity Syndromes,2,Gene
NCOA2 Gene,Autistic Disorder,2,Gene
PINK1 gene,Disorder nervous system,2,Gene
PTEN gene,Disease Progression,2,Gene
TMPO Gene,Disease of thymus gland,2,Gene
GRIN2A Gene,cortex bone disorders,2,Gene
MTR Gene,Williams Syndrome,2,Gene
SP1 wt Allele,Neurodegenerative Disorders,2,Gene
SH3PXD2A wt Allele,Nose Diseases,2,Gene
IFNAR1 wt Allele,Major Depressive Disorder,2,Gene
FOXO3 wt Allele,Alzheimer's Disease,2,Gene
ATM gene,neuropathology disease,2,Gene
ADRB2 Gene,Van der Woude syndrome,2,Gene
TERC Gene,Eosinophilic disorder,2,Gene
SET Gene,Nijmegen Breakage Syndrome,2,Gene
c-fos Genes,Meningeal disorder,2,Gene
SPANXB1 wt Allele,Sotos' syndrome,2,Gene
Reading Frames,neuropathology disease,2,Gene
MAPT gene,Brain Diseases,2,Gene
MAPT wt Allele,Alzheimer Disease, Late Onset,2,Gene
GC wt Allele,Renal glomerular disease,2,Gene
CD8A wt Allele,Functional disorder,2,Gene
TFRC wt Allele,Noonan Syndrome,2,Gene
MPZ gene,Meckel syndrome type 1,2,Gene
L1CAM gene,X-linked hydrocephalus syndrome,2,Gene
NOS1 wt Allele,Alzheimer's Disease,2,Gene
Homozygote,Lung diseases,2,Gene
FXN gene,Hereditary Diseases,2,Gene
E2F1 wt Allele,Neurodegenerative Disorders,2,Gene
PNP wt Allele,Cerebrovascular Disorders,2,Gene
GADD45A Gene,cortex bone disorders,2,Gene
RASA1 Gene,Migraine Disorders,2,Gene
NRXN1 Gene,Neurodevelopmental disorder,2,Gene
TNF Gene,Williams Syndrome,2,Gene
HCRT Gene,Liver diseases,2,Gene
Retinoic Acid Response Element,DISORDERS OF THE OPTIC NERVE,2,Gene
FMR1 gene,Disorder nervous system,2,Gene
CDH2 Gene,Functional disorder,2,Gene
STAT Family Gene,Neurodegenerative Disorders,2,Gene
HSF1 Gene,Depressive disorder,2,Gene
HAMP Gene,Cognition Disorders,2,Gene
ELANE Gene,Disease Progression,2,Gene
NOTCH3 wt Allele,Syndrome,2,Gene
KRT17 wt Allele,Syndrome,2,Gene
TGFBI wt Allele,Brain Diseases,2,Gene
NTRK3 Gene,Alzheimer's Disease,2,Gene
HP Gene,Lewy Body Disease,2,Gene
DNAJB6 wt Allele,Neurodegenerative Disorders,2,Gene
Tumor Necrosis Factor-alpha,Gerstmann-Straussler-Scheinker Disease,2,Gene
Trinucleotide Repeat Expansion,Syndrome,2,Gene
GRIN2A Gene,Alzheimer's Disease,2,Gene
ENO2 Gene,Pili torti-deafness syndrome,2,Gene
PLOD1 gene,Metabolic Syndrome X,2,Gene
F10 wt Allele,Fragile X Syndrome,2,Gene
NR4A3 Gene,Migraine Disorders,2,Gene
AREG wt Allele,Lung diseases,2,Gene
TXN wt Allele,Spinal Cord Diseases,2,Gene
ARID1B wt Allele,cortex bone disorders,2,Gene
MAPK8 wt Allele,Degenerative brain disorder,2,Gene
NTF3 wt Allele,Motor Neuron Disease,2,Gene
HTT wt Allele,Attention deficit hyperactivity disorder,2,Gene
CD36 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
HCRT Gene,Mood Disorders,2,Gene
AR wt Allele,Niemann-Pick Disease, Type C,2,Gene
ENG wt Allele,Niemann-Pick Disease, Type C,2,Gene
PODXL Gene,Ataxia as late effect of cerebrovascular disease,2,Gene
F2R wt Allele,Dyskinetic syndrome,2,Gene
NF2 gene,Van der Woude syndrome,2,Gene
PSME3 wt Allele,Lewy Body Disease,2,Gene
STRA6 Gene,Lung diseases,2,Gene
HSPG2 wt Allele,Machado-Joseph Disease,2,Gene
Genotype,Creutzfeldt-Jakob disease,2,Gene
NR4A1 wt Allele,Sensitization (disorder),2,Gene
PCYT1A wt Allele,Neurotoxicity Syndromes,2,Gene
NLRP3 Gene,Prune Belly Syndrome,2,Gene
CDKN1C wt Allele,Beckwith-Wiedemann Syndrome,2,Gene
NLRP3 Gene,neuropathology disease,2,Gene
NR0B1 wt Allele,Disorder nervous system,2,Gene
AMD1 wt Allele,Functional disorder,2,Gene
Genes,Premature aging syndrome,2,Gene
HSP90AA1 wt Allele,Alzheimer's Disease,2,Gene
PLK1 Gene,Disease Progression,2,Gene
JUN Gene,Neurotoxicity Syndromes,2,Gene
TLR4 Gene,Autistic Disorder,2,Gene
YY1 wt Allele,Neurodegenerative Disorders,2,Gene
UBQLN2 Gene,Neurodegenerative Disorders,2,Gene
CRH Gene,Norrie disease,2,Gene
TET1 Gene,Neurotoxicity Syndromes,2,Gene
CP Gene,cortex bone disorders,2,Gene
CTSL Gene,Depressive disorder,2,Gene
MTR wt Allele,Premenstrual syndrome,2,Gene
MYCBP2 wt Allele,Menkes Kinky Hair Syndrome,2,Gene
EHMT1 Gene,Parkinson Disease,2,Gene
Reading Frames,Alzheimer's Disease,2,Gene
DDIT4 Gene,Huntington Disease,2,Gene
POMC Gene,Skin endocrine disorder,2,Gene
BDNF Gene,Motor Neuron Disease,2,Gene
APP gene,Autistic Disorder,2,Gene
LIMS1 wt Allele,Spinal Cord Diseases,2,Gene
ELF4 wt Allele,Parkinson Disease,2,Gene
UCHL1 wt Allele,Disorder of pineal gland,2,Gene
NR4A3 wt Allele,Huntington Disease,2,Gene
YY1 wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
FKBP5 wt Allele,Alzheimer's Disease,2,Gene
AKR1A1 wt Allele,Disease Progression,2,Gene
RAC1 Gene,Depressive disorder,2,Gene
CUX1 wt Allele,Mild cognitive disorder,2,Gene
Clustered Regularly Interspaced Short Palindromic Repeats,Neurotoxicity Syndromes,2,Gene
CIB1 Gene,Neurotoxicity Syndromes,2,Gene
AVP Gene,Inappropriate ADH Syndrome,2,Gene
RPS6 Gene,Parkinson Disease,2,Gene
CD69 wt Allele,Ovarian Diseases,2,Gene
MAPK7 Gene,Retinal Diseases,2,Gene
GNRH1 Gene,Spinal Cord Diseases,2,Gene
HDAC3 Gene,Alzheimer's Disease,2,Gene
MSMB wt Allele,Norrie disease,2,Gene
NOS2 Gene,Liver diseases,2,Gene
ras Oncogene,Noonan Syndrome,2,Gene
ST13 Gene,Spinal Cord Diseases,2,Gene
S100B wt Allele,neuropathology disease,2,Gene
PPARA Gene,Depressive disorder,2,Gene
ELANE Gene,Attention Deficit Disorder,2,Gene
ENO2 wt Allele,Major Depressive Disorder,2,Gene
CD8A wt Allele,CNS disorder,2,Gene
FGF2 wt Allele,Huntington Disease,2,Gene
CDH2 Gene,Neurodevelopmental disorder,2,Gene
CREBBP Gene,Neurotoxicity Syndromes,2,Gene
Major Histocompatibility Complex,Neurodegenerative Disorders,2,Gene
CX3CL1 Gene,CNS disorder,2,Gene
RASA1 wt Allele,Disorder nervous system,2,Gene
CR2 wt Allele,Alzheimer's Disease,2,Gene
PSEN1 wt Allele,Prune Belly Syndrome,2,Gene
FOXP2 Gene,Autism Spectrum Disorders,2,Gene
Genes,Brown-Vialetto-Van Laere syndrome,2,Gene
GAST Gene,Pituitary Diseases,2,Gene
MAPRE1 wt Allele,Androgen-Insensitivity Syndrome,2,Gene
PITX2 wt Allele,Parkinsonian Disorders,2,Gene
CD8B wt Allele,Functional disorder,2,Gene
CREB1 Gene,Sweet Syndrome,2,Gene
TBK1 Gene,Neurotoxicity Syndromes,2,Gene
CD200 Gene,Neurodegenerative Disorders,2,Gene
MAPT wt Allele,Timothy syndrome,2,Gene
RPS6KA5 wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
RNH1 Gene,Spinal Cord Diseases,2,Gene
BCL6 gene,Alzheimer's Disease,2,Gene
Genetic Predisposition to Disease,Pervasive Development Disorder,2,Gene
FLT3LG wt Allele,Functional disorder,2,Gene
TF gene,Neurotoxicity Syndromes,2,Gene
PECAM1 wt Allele,Spinal Cord Diseases,2,Gene
RASA1 wt Allele,Renal glomerular disease,2,Gene
ANG Gene,Dystonia Disorders,2,Gene
FGF2 Gene,Post-Traumatic Stress Disorder,2,Gene
Retinoic Acid Response Element,Angelman Syndrome,2,Gene
SET Gene,Inclusion body myositis (disorder),2,Gene
CDH3 Gene,Alzheimer's Disease,2,Gene
CDK5 Gene,Functional disorder,2,Gene
MPO Gene,Lung diseases,2,Gene
SEPP1 wt Allele,Spinal Cord Diseases,2,Gene
AR wt Allele,Recurrent disease,2,Gene
S100A10 Gene,Functional disorder,2,Gene
PPARA Gene,CNS disorder,2,Gene
MAP3K14 wt Allele,Disease Progression,2,Gene
CREB1 Gene,Autism Spectrum Disorders,2,Gene
DHPS wt Allele,Fragile X Syndrome,2,Gene
TNF Gene,Cognition Disorders,2,Gene
FGF2 Gene,Huntington Disease,2,Gene
GRM5 Gene,Neurotoxicity Syndromes,2,Gene
IL1RAPL1 Gene,Autistic Disorder,2,Gene
