concept,disease,appearTimes,conceptClass
Structure of subcommissural organ,Disorder of pineal gland,1,Region
Pituitary Gland,Rectal Diseases,1,Region
Structure of angular gyrus,Pervasive Development Disorder,1,Region
Lobe, Frontal,Saethre-Chotzen Syndrome,1,Region
Lateral lemniscus,Spinal Cord Diseases,1,Region
Structure of subiculum hippocampi,Rett Syndrome,1,Region
Entire optic radiation,Retinal Diseases,1,Region
Parietal Lobe,Gerstmann Syndrome,1,Region
Caudate nucleus structure,Marfan Syndrome,1,Region
Structure of olfactory bulb,Autism Spectrum Disorders,1,Region
Structure of habenular commissure,Disorder of pineal gland,1,Region
Cerebral cortex,Bilateral cataracts (disorder),1,Region
Internal arcuate tract,Parkinson Disease,1,Region
Paratenial Nucleus,Metabolic Diseases,1,Region
Cortex of right insula,cortex bone disorders,1,Region
Cerebral arcuate fibers,Autistic Disorder,1,Region
Substantia Nigra Pars Reticulata,Parkinson Disease, Postencephalitic,1,Region
Entire temporal lobe,Alzheimer's Disease,1,Region
Organum Vasculosum Laminae Terminalis,Kallmann Syndrome,1,Region
Preoptic Areas,Sturge-Weber Syndrome,1,Region
Cerebellar white matter,Christ-Siemens-Touraine syndrome,1,Region
Structure of dentate gyrus,Bipolar Disorder,1,Region
Cerebral Ventricles,Dysequilibrium syndrome,1,Region
Genus Hippocampus,Developmental delay (disorder),1,Region
Right inferior temporal gyrus,Psychotic Disorders,1,Region
Structure of rubrospinal tract,Hypertensive disease,1,Region
Occipital lobe,Mucocutaneous Lymph Node Syndrome,1,Region
Structure of locus ceruleus,Renal glomerular disease,1,Region
Vestibular nucleus structure,Migraine Disorders,1,Region
Cortex, Primary Motor,Meningeal disorder,1,Region
Ventral Posterior Nucleus,Depressive disorder,1,Region
Preoptic Areas,DISORDERS OF THE OPTIC NERVE,1,Region
Corpus Callosum,Fetal Alcohol Spectrum Disorders,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Blindness - both eyes (disorder),1,Region
Motor Cortex,Congenital secretory diarrhea, sodium type (disorder),1,Region
Structure of subiculum hippocampi,Renal glomerular disease,1,Region
Orbitofrontal cortex,Autism Spectrum Disorders,1,Region
Lobe, Frontal,Lennox-Gastaut syndrome,1,Region
Brain Stem,Borna Disease,1,Region
Cerebellum,Demyelinating Diseases,1,Region
Nucleus Accumbens,Renal glomerular disease,1,Region
Olivary Nucleus,Disease Progression,1,Region
CA3 field,Familial Alzheimer Disease (FAD),1,Region
Cerebral hemisphere structure (body structure),Wernicke-Korsakoff Syndrome,1,Region
Anteroventral Periventricular Nucleus,Ovarian Diseases,1,Region
Limbic System,Organic psychosyndrome,1,Region
Nucleus Accumbens,Behavioral syndrome associated with physiological disturbance and physical factors,1,Region
Structure of olfactory bulb,Communicable Diseases,1,Region
Entire substantia nigra,Parkinsonian Disorders,1,Region
CA1 field,Delirium, Dementia, Amnestic, Cognitive Disorders,1,Region
Insula of Reil,Antisocial Personality Disorder,1,Region
Dorsal Nucleus Raphe,Parkinsonian Disorders,1,Region
Posterior cerebral commissure,Peripheral Arterial Diseases,1,Region
Entire basal ganglia,Parkinson Disease,1,Region
Structure of rubrospinal tract,Axenfeld-Rieger Syndrome, Type 1,1,Region
Pituitary Gland,Immune System Diseases,1,Region
Genus Hippocampus,Degenerative disorder,1,Region
Structure of rubrospinal tract,Timothy syndrome,1,Region
Structure of entorhinal cortex,Spinal Cord Diseases,1,Region
Lateral tuberal nuclei,Neurodegenerative Disorders,1,Region
Cerebral Ventricles,Dandy-Walker Syndrome,1,Region
Interfascicular Nucleus,Retinal Diseases,1,Region
Cerebral cortex,Lichen disease,1,Region
Hypothalamic structure,Stress Disorders, Traumatic,1,Region
Ventral Tegmental Area,Virus Diseases,1,Region
Parietal Lobe,Disease Progression,1,Region
BRAIN, HIPPOCAMPUS,Vision Disorders,1,Region
Structure of inferior longitudinal fasciculus,Lewy Body Disease,1,Region
Olivocerebellar fibers,Alzheimer's Disease,1,Region
Vestibulocerebellar tract,Spinal Cord Diseases,1,Region
Area, Septal,Disease Progression,1,Region
Dentate nucleus,Bipolar Disorder,1,Region
Structure of subthalamic nucleus,Rabies (disorder),1,Region
Lateral Dorsal Nucleus,Testicular Diseases,1,Region
Medulla Oblongata,Hyperhidrosis (disorder),1,Region
Structure of body of corpus callosum,Functional disorder,1,Region
Limbic lobe,Parkinson Disease,1,Region
Visual Cortex,Pituitary Diseases,1,Region
Stria medullaris,Disorder of pineal gland,1,Region
Brain White Matter,Milroy Disease,1,Region
Structure of subiculum hippocampi,Hashimoto Disease,1,Region
Cerebral hemisphere structure (body structure),Esophageal Diseases,1,Region
Entire substantia nigra,Degenerative disorder,1,Region
Internal capsule of brain,Disease Progression,1,Region
Reticular formation of pons,cortex bone disorders,1,Region
Structure of middle cerebellar peduncle,Neu-Laxova syndrome,1,Region
Facial Nucleus,Disease Progression,1,Region
Lateral Septal Nucleus,Gilles de la Tourette syndrome,1,Region
Genus Hippocampus,Lesch-Nyhan Syndrome,1,Region
Medial Septal Nucleus,Hereditary Neurodegenerative Disorder,1,Region
Structure of thalamic reticular nucleus,Prion Diseases,1,Region
Thalamic structure,Communicable Diseases,1,Region
Structure of longitudinal cerebral fissure,Leigh Disease,1,Region
Cerebrum,Shy-Drager Syndrome,1,Region
CA2 field,Attention deficit hyperactivity disorder,1,Region
Structure of terminal stria nuclei of preoptic region,Renal glomerular disease,1,Region
Pineal gland,Chronic infectious disease,1,Region
Cerebral arcuate fibers,Migraine Disorders,1,Region
Structure of dentate gyrus,Meningeal disorder,1,Region
Structure of cingulum,Mood Disorders,1,Region
Pituitary Gland, Posterior,Thyroid Diseases,1,Region
Medial nucleus of habenula,Sensitization (disorder),1,Region
Genus Hippocampus,Fragile X Tremor Ataxia Syndrome,1,Region
Reuniens Thalamic Nucleus,Renal glomerular disease,1,Region
Basal Ganglia,Chediak-Higashi Syndrome,1,Region
Central gray substance of midbrain,Sturge-Weber Syndrome,1,Region
Parietal operculum cortex (PO),Disease of diaphragm,1,Region
Left inferior occipitofrontal fasciculus,Paramyotonia congenita (disorder),1,Region
Cerebral cortex,Ehlers-Danlos Syndrome,1,Region
Olfactory tubercle,Stereotypic Movement Disorder,1,Region
Hypothalamic structure,Parkinsonian Disorders,1,Region
Basal Ganglia,Chronic disease,1,Region
Left inferior longitudinal fasciculus,Obsessive-Compulsive Disorder,1,Region
Dentate nucleus,Herpes zoster disease,1,Region
Midbrain and pons,Substance Withdrawal Syndrome,1,Region
Region of cerebral cortex,Parkinson Disease,1,Region
Cingulate Cortex,Mild cognitive disorder,1,Region
Genus Hippocampus,Zellweger Syndrome,1,Region
Parahippocampal Gyrus,Sweet Syndrome,1,Region
Median eminence of hypothalamus,neuropathology disease,1,Region
Structure of rubrospinal tract,Liver diseases,1,Region
Dorsal Nucleus Raphe,Autism Spectrum Disorders,1,Region
Structure of thalamic reticular nucleus,Renal glomerular disease,1,Region
Cerebral hemisphere structure (body structure),Sotos' syndrome,1,Region
Sensorimotor Cortex,Autistic Disorder,1,Region
Neocortex,Kluver-Bucy Syndrome,1,Region
Superior colliculus of corpora quadrigemina,Congenital Disorders,1,Region
Structure of capsule of red nucleus,Van der Woude syndrome,1,Region
Anterior Nuclear Group,Spinal Cord Diseases,1,Region
Right basal ganglia,Hamartoma Syndrome, Multiple,1,Region
Purkinje Cells,Fechtner syndrome (disorder),1,Region
Lateral geniculate complex,Depressive disorder,1,Region
Cerebellar vermis structure,Fetal Alcohol Syndrome,1,Region
Structure of diencephalon,Depressive disorder,1,Region
Pyramidal cell of precentral gyrus of cerebral hemisphere,Pick Disease of the Brain,1,Region
Median preoptic nucleus,Oropharyngeal disorders,1,Region
Cerebellar hemisphere structure,Marfan Syndrome,1,Region
Prefrontal Cortex,Angelman Syndrome,1,Region
Cerebellum,Sensory Disorders,1,Region
Genus Hippocampus,Dementia due to Alzheimer's disease (disorder),1,Region
Structure of suprachiasmatic nucleus,Acute Chest Syndrome,1,Region
Neostriatum,Bloom Syndrome,1,Region
Cerebellar vermis structure,Autistic Disorder,1,Region
central amygdalar nucleus,Sequela of disorder,1,Region
Medulla Oblongata,Drug withdrawal syndrome,1,Region
Occipital lobe,Chronic Fatigue Syndrome,1,Region
Metencephalon,Lung diseases,1,Region
Inferior Colliculus,Autism Spectrum Disorders,1,Region
central amygdalar nucleus,Drug withdrawal syndrome,1,Region
Limbic System,Fetal Alcohol Syndrome,1,Region
Entire temporal lobe gyrus,Parkinson Disease,1,Region
Structure of paraventricular nucleus,Van der Woude syndrome,1,Region
Pars Compacta,Syndrome,1,Region
Purkinje Cells,Androgen-Insensitivity Syndrome,1,Region
Cerebellar Nuclei,Laryngeal Diseases,1,Region
Structure of dentate gyrus,Familial Alzheimer Disease (FAD),1,Region
Insula of Reil,Behavior Disorders,1,Region
Vestibular nucleus structure,Russell-Silver syndrome,1,Region
Ventral Tegmental Area,Brain Diseases,1,Region
Brain Stem,Cyclical vomiting syndrome (disorder),1,Region
Structure of longitudinal cerebral fissure,Hypertensive disease,1,Region
Inferior parietal lobule,neuropathology disease,1,Region
Genus Hippocampus,Chronic Kidney Diseases,1,Region
Entire Brodmann area 10, frontopolar,Functional disorder,1,Region
Area striata structure,Rabies (disorder),1,Region
Lobe, Frontal,Dysequilibrium syndrome,1,Region
CA2 field,Gilles de la Tourette syndrome,1,Region
Structure of middle temporal gyrus,cortex bone disorders,1,Region
Cortex, Primary Motor,Fetal Alcohol Spectrum Disorders,1,Region
Basal Ganglia,Developmental delay (disorder),1,Region
Brodmann area 25,Williams Syndrome,1,Region
Hindbrain,Esophageal Diseases,1,Region
Dorsal Septal Nucleus,Disorder of pineal gland,1,Region
Midbrain structure,Uterine Diseases,1,Region
Structure of endopeduncular nucleus,Functional disorder,1,Region
Nucleus, Anterior Olfactory,Retinal Diseases,1,Region
Linear nucleus,Esophageal Diseases,1,Region
Prefrontal Cortex,Gardner Syndrome,1,Region
Indusium griseum,Post-Traumatic Stress Disorder,1,Region
Medial Septal Nucleus,Seasonal Affective Disorder,1,Region
Cerebral cortex,Disorder of eye,1,Region
Gyrus Cinguli,Parkinsonian Disorders,1,Region
Structure of gyrus rectus,cortex bone disorders,1,Region
Lobe, Frontal,Disease of thymus gland,1,Region
Entire spiral ganglion,Sensorineural hearing loss (disorder),1,Region
Entire temporal pole,Anxiety Disorders,1,Region
Pineal gland,Eosinophilic disorder,1,Region
Telencephalon,Menkes Kinky Hair Syndrome,1,Region
Neocortex,Familial Atypical Mole Melanoma Syndrome,1,Region
Entire pituitary pars tuberalis,Herpes zoster disease,1,Region
Dorsal Septal Nucleus,Neurotoxicity Syndromes,1,Region
Precentral gyrus,Papillon-Lefevre Disease,1,Region
Structure of supramammillary nucleus,Narcolepsy-Cataplexy Syndrome,1,Region
Structure of dentate gyrus,Chronic disease,1,Region
mossy fiber,Camurati-Engelmann Syndrome,1,Region
Cerebellar lobe,Spinal Cord Diseases,1,Region
Corpus striatum structure,Arterial Tortuosity Syndrome,1,Region
Pontine structure,Renal glomerular disease,1,Region
Cerebrum,Rabies (disorder),1,Region
BRAIN, HIPPOCAMPUS,22q13.3 Deletion Syndrome,1,Region
Structure of dentate gyrus,Norrie disease,1,Region
Pyramidal Cells,McCune-Albright Syndrome,1,Region
Type 1 vestibular sensory cell,Depressive disorder,1,Region
Parahippocampal Gyrus,Asperger Syndrome,1,Region
Thalamic structure,Hemolytic-Uremic Syndrome,1,Region
Anterodorsal nucleus of thalamus,Meckel syndrome type 1,1,Region
Superior salivatory nucleus,Disease of thymus gland,1,Region
Structure of diencephalon,Retinal Diseases,1,Region
Telencephalon,Nose Diseases,1,Region
Nucleus Accumbens,Retinal Diseases,1,Region
Pyramidal cell of precentral gyrus of cerebral hemisphere,Paramyotonia congenita (disorder),1,Region
Structure of supramammillary nucleus,Huntington Disease,1,Region
Structure of rubrospinal tract,Idiopathic pneumonia syndrome,1,Region
Cerebellum,Cranial Nerve Diseases,1,Region
Structure of hippocampal fissure,Stereotypic Movement Disorder,1,Region
Pontine nuclei,Ovarian Diseases,1,Region
Anterodorsal nucleus of thalamus,Hashimoto Disease,1,Region
Inferior Colliculus,Colonic Diseases,1,Region
Hypothalamic structure,Prune Belly Syndrome,1,Region
Ventral Posterior Nucleus,Vaginal Diseases,1,Region
Structure of capsule of red nucleus,Disorder nervous system,1,Region
Right fusiform gyrus,Seasonal Affective Disorder,1,Region
Amygdaloid structure,Degenerative disorder,1,Region
Area striata structure,Lung diseases,1,Region
Prefrontal Cortex,Bloom Syndrome,1,Region
Nucleus of Diagonal Band,Retinal Diseases,1,Region
Substantia nigra structure,Sleep Disorders,1,Region
Centromedian Thalamic Nucleus,Down Syndrome,1,Region
Pregeniculate nucleus,cortex bone disorders,1,Region
Brodmann area 47,Autistic Disorder,1,Region
Lobe, Frontal,Developmental delay (disorder),1,Region
Right middle temporal gyrus,Obsessive-Compulsive Disorder,1,Region
Cerebral cortex,Blood Coagulation Disorders,1,Region
Structure of olfactory bulb,Disorder of pineal gland,1,Region
Cerebral hemisphere structure (body structure),Papillon-Lefevre Disease,1,Region
Limbic lobe,Mood Disorders,1,Region
Left basal ganglia,Feline urological syndrome,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Pigment dispersion syndrome (disorder),1,Region
Basal Ganglia,Panic Disorder,1,Region
Midbrain structure,Kartagener Syndrome,1,Region
Prefrontal Cortex,Dysequilibrium syndrome,1,Region
Structure of superior temporal sulcus,Autistic Disorder,1,Region
Structure of nucleus infundibularis hypothalami,Chronic Obstructive Airway Disease,1,Region
Olfactory tract,Hamartoma Syndrome, Multiple,1,Region
Structure of fasciolar gyrus,Retinal Diseases,1,Region
Corpus Callosum,Cyclical vomiting syndrome (disorder),1,Region
Genus Hippocampus,22q13.3 Deletion Syndrome,1,Region
sensory cortex,Bipolar Disorder,1,Region
Neocerebellum,Hypertrophic disorder of skin, unspecified,1,Region
Structure of fissure of Sylvius,Timothy syndrome,1,Region
Structure of angular gyrus,Timothy syndrome,1,Region
Medullary pyramid,Alzheimer's Disease,1,Region
Set of basolateral nuclei of amygdala,Autism Spectrum Disorders,1,Region
Entire dorsomedial nucleus of thalamus,cortex bone disorders,1,Region
Right hippocampus,Irritable Bowel Syndrome,1,Region
Rostrotemporal auditory area,Syndrome, Bloch-Sulzberger,1,Region
Intralaminar Nuclear Group,Retinal Diseases,1,Region
Lateral occipital gyrus,Disease Progression,1,Region
Structure of paraventricular nucleus,Vasodilation disorder,1,Region
Pyramidal Cells,Delirium, Dementia, Amnestic, Cognitive Disorders,1,Region
Structure of thalamic fasciculus,Lens Diseases,1,Region
Parafascicular Thalamic Nucleus,Pendred's syndrome,1,Region
Cortex, Primary Motor,Van der Woude syndrome,1,Region
Left red nucleus,Spinal Cord Diseases,1,Region
Bundle, Predorsal,Metabolic Diseases,1,Region
CA4 Region, Hippocampal,Meconium Aspiration Syndrome,1,Region
Posterior superior ansiform lobule of cerebellum,Virus Diseases,1,Region
Structure of superior olivary nucleus,Spinal Cord Diseases,1,Region
Left middle temporal gyrus,cortex bone disorders,1,Region
Corpus striatum structure,Renal tubular disorder,1,Region
Cerebral Peduncle,Syndrome, Bloch-Sulzberger,1,Region
Cerebral hemisphere structure (body structure),Disease of capillaries,1,Region
Brain White Matter,Hereditary Diseases,1,Region
Geniculate body structure,Opitz-Frias syndrome,1,Region
Motor Cortex,Down Syndrome,1,Region
Neostriatum,Opitz-Frias syndrome,1,Region
BRAIN, HIPPOCAMPUS,Attention Deficit Disorder,1,Region
Occipital lobe,Hodgkin Disease,1,Region
Nucleus Accumbens,Hashimoto Disease,1,Region
Structure of genu of corpus callosum,Psychotic Disorders,1,Region
Perforant Pathway,Cat-Scratch Disease,1,Region
Substantia nigra structure,Lung diseases,1,Region
Base of the Brain,Vasodilation disorder,1,Region
Nucleus Basalis Magnocellularis,Hamartoma Syndrome, Multiple,1,Region
CA1 field,Hereditary Diseases,1,Region
Structure of thalamic reticular nucleus,Gardner Syndrome,1,Region
Posterior Hypothalamic Region,Disorder of pineal gland,1,Region
Structure of anterior commissure,Autism Spectrum Disorders,1,Region
Fimbria of hippocampus,Depressive disorder,1,Region
Structure of inferior longitudinal fasciculus,Body Dysmorphic Disorders,1,Region
Structure of diencephalon,Gastrointestinal Diseases,1,Region
External capsule,Liver diseases,1,Region
Vestibular ganglion,Syndrome,1,Region
Temporal Lobe,Kluver-Bucy Syndrome,1,Region
Central insular sulcus,Oculorespiratory syndrome,1,Region
Corticotroph,Skin endocrine disorder,1,Region
Accessory basal amygdaloid nucleus,Williams Syndrome,1,Region
Hindbrain,Pancreatic Diseases,1,Region
